"first_index","second_index","first_sample_id","first_split","first_class","first_source","first_image_path","second_sample_id","second_split","second_class","second_source","second_image_path","hamming_distance","pixel_correlation","mask_iou","transform","strong","full_pixel_correlation","full_image_mae","full_image_rmse","full_image_psnr","full_image_mismatch_pixels","full_mask_iou","full_mask_mismatch_pixels","likely_duplicate"
"1528","1637","Meningioma__enh_1183","train","Meningioma","","Meningioma/enh_1183.png","Meningioma__enh_1301","val","Meningioma","","Meningioma/enh_1301.png","10","0.999908","0.943396","flip_h","False","0.99967621","0.790733","1.149988","46.916940","153741","0.9553204","152","True"
"1530","2662","Meningioma__enh_1185","train","Meningioma","","Meningioma/enh_1185.png","Meningioma__enh_814","test","Meningioma","","Meningioma/enh_814.png","12","0.999884","0.809524","flip_h","False","0.9996025","0.77813","1.133277","47.044081","152028","0.904391761","246","True"
"1533","1641","Meningioma__enh_1189","train","Meningioma","","Meningioma/enh_1189.png","Meningioma__enh_1305","val","Meningioma","","Meningioma/enh_1305.png","5","0.99994","0.825","flip_h","True","0.999778128","0.63253","1.05245","47.686775","121045","0.863763484","341","False"
"1534","2663","Meningioma__enh_1190","train","Meningioma","","Meningioma/enh_1190.png","Meningioma__enh_815","test","Meningioma","","Meningioma/enh_815.png","6","0.999935","0.929412","flip_h","True","0.999830112","0.575001","0.924868","48.809208","121235","0.946232558","289","True"
"1538","2664","Meningioma__enh_1194","train","Meningioma","","Meningioma/enh_1194.png","Meningioma__enh_816","test","Meningioma","","Meningioma/enh_816.png","10","0.99993","0.833333","flip_h","False","0.999794325","0.582676","0.974132","48.358450","117731","0.826017131","325","False"
"1539","2665","Meningioma__enh_1195","train","Meningioma","","Meningioma/enh_1195.png","Meningioma__enh_817","test","Meningioma","","Meningioma/enh_817.png","9","0.999934","0.94186","flip_h","False","0.999801687","0.588791","0.984828","48.263593","117834","0.941572625","321","True"
"1540","1648","Meningioma__enh_1196","val","Meningioma","","Meningioma/enh_1196.png","Meningioma__enh_1312","train","Meningioma","","Meningioma/enh_1312.png","12","0.999933","0.928571","flip_h","False","0.999813532","0.582653","0.965545","48.435351","118307","0.955932757","270","True"
"1543","2666","Meningioma__enh_1199","train","Meningioma","","Meningioma/enh_1199.png","Meningioma__enh_818","test","Meningioma","","Meningioma/enh_818.png","12","0.999957","0.853659","flip_h","False","0.999865852","0.581562","0.963671","48.452230","118468","0.928316832","181","True"
"1546","1654","Meningioma__enh_1202","val","Meningioma","","Meningioma/enh_1202.png","Meningioma__enh_1318","train","Meningioma","","Meningioma/enh_1318.png","12","0.999936","0.8125","flip_h","False","0.999805434","0.581623","0.974249","48.357402","117272","0.912512716","86","True"
"1550","2668","Meningioma__enh_1206","train","Meningioma","","Meningioma/enh_1206.png","Meningioma__enh_820","test","Meningioma","","Meningioma/enh_820.png","9","0.999923","0.864865","flip_h","False","0.999727861","0.633305","1.043888","47.757724","120796","0.906189762","438","True"
"1554","2669","Meningioma__enh_1211","train","Meningioma","","Meningioma/enh_1211.png","Meningioma__enh_821","test","Meningioma","","Meningioma/enh_821.png","11","0.999943","0.892308","flip_h","False","0.99978643","0.631268","1.033576","47.843956","121928","0.910510659","361","True"
"1556","1663","Meningioma__enh_1213","val","Meningioma","","Meningioma/enh_1213.png","Meningioma__enh_1327","train","Meningioma","","Meningioma/enh_1327.png","11","0.999928","0.984127","flip_h","False","0.999795781","0.593884","0.968567","48.408211","122103","0.949331989","201","True"
"1560","2671","Meningioma__enh_1217","train","Meningioma","","Meningioma/enh_1217.png","Meningioma__enh_823","test","Meningioma","","Meningioma/enh_823.png","12","0.999951","0.8125","flip_h","False","0.999854054","0.566181","0.943359","48.637260","116474","0.884538153","115","False"
"1563","1669","Meningioma__enh_1221","train","Meningioma","","Meningioma/enh_1221.png","Meningioma__enh_1333","val","Meningioma","","Meningioma/enh_1333.png","8","0.999929","0.972527","flip_h","True","0.999806904","0.555988","0.927755","48.782138","114754","0.970237065","344","True"
"1564","2672","Meningioma__enh_1222","train","Meningioma","","Meningioma/enh_1222.png","Meningioma__enh_824","test","Meningioma","","Meningioma/enh_824.png","12","0.999935","0.951807","flip_h","False","0.999819526","0.581081","0.947668","48.597677","120690","0.954922671","478","True"
"1569","1675","Meningioma__enh_1227","train","Meningioma","","Meningioma/enh_1227.png","Meningioma__enh_1339","val","Meningioma","","Meningioma/enh_1339.png","9","0.999931","0.917949","flip_h","False","0.999811076","0.583996","0.956052","48.521172","120788","0.908641975","1147","True"
"1594","2645","Meningioma__enh_1258","train","Meningioma","","Meningioma/enh_1258.png","Meningioma__enh_795","test","Meningioma","","Meningioma/enh_795.png","12","0.999903","0.907895","flip_h","False","0.999734046","0.560177","0.924654","48.811222","117230","0.92578986","707","True"
"1610","2626","Meningioma__enh_1274","val","Meningioma","","Meningioma/enh_1274.png","Meningioma__enh_776","test","Meningioma","","Meningioma/enh_776.png","9","0.999944","0.75","flip_h","False","0.999815612","0.623764","1.019123","47.966269","123772","0.710640347","601","False"
"1618","2627","Meningioma__enh_1282","train","Meningioma","","Meningioma/enh_1282.png","Meningioma__enh_777","test","Meningioma","","Meningioma/enh_777.png","8","0.999915","0.965517","flip_h","True","0.999784368","0.525818","0.888489","49.157758","111361","0.939512962","231","True"
"1647","2648","Meningioma__enh_1311","train","Meningioma","","Meningioma/enh_1311.png","Meningioma__enh_799","test","Meningioma","","Meningioma/enh_799.png","7","0.999923","0.912162","flip_h","True","0.999785978","0.519512","0.912051","48.930423","105904","0.917375585","777","True"
"1653","2629","Meningioma__enh_1317","train","Meningioma","","Meningioma/enh_1317.png","Meningioma__enh_779","test","Meningioma","","Meningioma/enh_779.png","7","0.999929","0.872727","flip_h","True","0.999782119","0.538692","0.945327","48.619166","107537","0.90183513","337","True"
"1691","2623","Meningioma__enh_1355","val","Meningioma","","Meningioma/enh_1355.png","Meningioma__enh_773","test","Meningioma","","Meningioma/enh_773.png","10","0.999943","0.774194","flip_h","False","0.99979484","0.617973","1.048193","47.721976","117026","0.743970315","552","False"
"1696","2631","Meningioma__enh_1360","val","Meningioma","","Meningioma/enh_1360.png","Meningioma__enh_781","test","Meningioma","","Meningioma/enh_781.png","12","0.999908","0.9","flip_h","False","0.999747694","0.529221","0.913303","48.918509","108661","0.931075937","344","True"
"1698","2624","Meningioma__enh_1362","val","Meningioma","","Meningioma/enh_1362.png","Meningioma__enh_774","test","Meningioma","","Meningioma/enh_774.png","6","0.999914","0.849057","flip_h","True","0.999738638","0.57394","0.965439","48.436310","115148","0.889362999","363","False"
"1701","2632","Meningioma__enh_1365","train","Meningioma","","Meningioma/enh_1365.png","Meningioma__enh_782","test","Meningioma","","Meningioma/enh_782.png","9","0.999923","0.880597","flip_h","False","0.999760204","0.576019","0.978903","48.316006","113960","0.908286039","404","True"
"1725","2637","Meningioma__enh_1389","train","Meningioma","","Meningioma/enh_1389.png","Meningioma__enh_787","test","Meningioma","","Meningioma/enh_787.png","11","0.999932","0.953846","flip_h","False","0.999823388","0.4907","0.861344","49.427275","103209","0.951820819","598","True"
"1737","2640","Meningioma__enh_1401","train","Meningioma","","Meningioma/enh_1401.png","Meningioma__enh_790","test","Meningioma","","Meningioma/enh_790.png","12","0.9999","0.975309","flip_h","False","0.999713002","0.552925","0.931913","48.743297","113093","0.94351145","296","True"
"1741","2641","Meningioma__enh_1405","train","Meningioma","","Meningioma/enh_1405.png","Meningioma__enh_791","test","Meningioma","","Meningioma/enh_791.png","10","0.999928","0.976331","flip_h","False","0.99982476","0.528057","0.88938","49.149058","111876","0.959832407","441","True"
"1742","2625","Meningioma__enh_1406","val","Meningioma","","Meningioma/enh_1406.png","Meningioma__enh_775","test","Meningioma","","Meningioma/enh_775.png","10","0.999946","0.930769","flip_h","False","0.999842565","0.551006","0.929665","48.764275","113531","0.931735657","564","True"
"1756","2644","Meningioma__enh_1420","train","Meningioma","","Meningioma/enh_1420.png","Meningioma__enh_794","test","Meningioma","","Meningioma/enh_794.png","7","0.99993","0.9125","flip_h","True","0.99980228","0.575958","0.951803","48.559859","118367","0.957643814","215","True"
"1757","1965","Meningioma__enh_1421","train","Meningioma","","Meningioma/enh_1421.png","Meningioma__enh_1647","val","Meningioma","","Meningioma/enh_1647.png","10","0.999942","0.574468","flip_h","False","0.999821362","0.639854","1.003397","48.101348","130807","0.5840809","2550","False"
"1758","1966","Meningioma__enh_1422","train","Meningioma","","Meningioma/enh_1422.png","Meningioma__enh_1648","val","Meningioma","","Meningioma/enh_1648.png","11","0.999945","0.827869","flip_h","False","0.999830162","0.632721","1.002572","48.108496","128624","0.833526012","1296","False"
"1760","2702","Meningioma__enh_1424","train","Meningioma","","Meningioma/enh_1424.png","Meningioma__enh_868","test","Meningioma","","Meningioma/enh_868.png","9","0.999941","0.969697","flip_h","False","0.999808805","0.662792","1.027282","47.897006","134440","0.946990741","458","True"
"1762","1969","Meningioma__enh_1426","train","Meningioma","","Meningioma/enh_1426.png","Meningioma__enh_1651","val","Meningioma","","Meningioma/enh_1651.png","8","0.999932","0.284091","flip_h","True","0.999775897","0.671803","1.04774","47.725733","133901","0.283348666","3895","False"
"1764","1971","Meningioma__enh_1428","val","Meningioma","","Meningioma/enh_1428.png","Meningioma__enh_1653","train","Meningioma","","Meningioma/enh_1653.png","9","0.999913","0.9","flip_h","False","0.999696816","0.703186","1.081375","47.451275","137325","0.856471816","275","False"
"1769","2705","Meningioma__enh_1433","train","Meningioma","","Meningioma/enh_1433.png","Meningioma__enh_871","test","Meningioma","","Meningioma/enh_871.png","10","0.999927","0.970874","flip_h","False","0.99978352","0.67215","1.029569","47.877692","137783","0.96460177","236","True"
"1772","2707","Meningioma__enh_1436","train","Meningioma","","Meningioma/enh_1436.png","Meningioma__enh_873","test","Meningioma","","Meningioma/enh_873.png","4","0.999926","0.939759","flip_h","True","0.999760825","0.684544","1.058426","47.637592","136089","0.946988891","272","True"
"1781","2709","Meningioma__enh_1445","val","Meningioma","","Meningioma/enh_1445.png","Meningioma__enh_875","test","Meningioma","","Meningioma/enh_875.png","10","0.999917","0.942029","flip_h","False","0.999750694","0.666656","1.021856","47.943011","137054","0.94516129","238","True"
"1784","2710","Meningioma__enh_1448","train","Meningioma","","Meningioma/enh_1448.png","Meningioma__enh_876","test","Meningioma","","Meningioma/enh_876.png","5","0.999939","0.793103","flip_h","True","0.999766676","0.798508","1.167243","46.787575","153431","0.804118268","371","False"
"1790","2712","Meningioma__enh_1454","train","Meningioma","","Meningioma/enh_1454.png","Meningioma__enh_878","test","Meningioma","","Meningioma/enh_878.png","11","0.999892","0.869565","flip_h","False","0.999601204","0.843113","1.188163","46.633282","163724","0.925311203","108","True"
"1794","2713","Meningioma__enh_1458","train","Meningioma","","Meningioma/enh_1458.png","Meningioma__enh_879","test","Meningioma","","Meningioma/enh_879.png","12","0.99988","0.90566","flip_h","False","0.999561332","0.847515","1.188991","46.627231","164722","0.885168869","391","False"
"1797","2714","Meningioma__enh_1461","train","Meningioma","","Meningioma/enh_1461.png","Meningioma__enh_880","test","Meningioma","","Meningioma/enh_880.png","7","0.999936","0.75","flip_h","True","0.999759384","0.723354","1.119257","47.152211","138589","0.851851852","336","False"
"1799","2003","Meningioma__enh_1463","val","Meningioma","","Meningioma/enh_1463.png","Meningioma__enh_1685","train","Meningioma","","Meningioma/enh_1685.png","9","0.999938","0.885714","flip_h","False","0.999770537","0.7155","1.107048","47.247474","137135","0.856963087","341","False"
"1801","2715","Meningioma__enh_1465","train","Meningioma","","Meningioma/enh_1465.png","Meningioma__enh_881","test","Meningioma","","Meningioma/enh_881.png","3","0.99993","0.893939","flip_h","True","0.999751877","0.726994","1.111936","47.209212","140454","0.962059621","154","True"
"1804","2716","Meningioma__enh_1468","train","Meningioma","","Meningioma/enh_1468.png","Meningioma__enh_882","test","Meningioma","","Meningioma/enh_882.png","8","0.999957","0.871795","flip_h","True","0.999859188","0.682289","1.040534","47.785681","138707","0.894916702","246","False"
"1807","2717","Meningioma__enh_1471","train","Meningioma","","Meningioma/enh_1471.png","Meningioma__enh_883","test","Meningioma","","Meningioma/enh_883.png","6","0.99995","0.944444","flip_h","True","0.999831371","0.669941","1.041184","47.780252","133697","0.937586926","359","True"
"1808","2010","Meningioma__enh_1472","val","Meningioma","","Meningioma/enh_1472.png","Meningioma__enh_1692","train","Meningioma","","Meningioma/enh_1692.png","7","0.999951","0.943662","flip_h","True","0.999832508","0.668488","1.039642","47.793124","133236","0.947988442","234","True"
"1810","2718","Meningioma__enh_1474","val","Meningioma","","Meningioma/enh_1474.png","Meningioma__enh_884","test","Meningioma","","Meningioma/enh_884.png","9","0.999928","0.922222","flip_h","False","0.999775526","0.694717","1.045869","47.741259","141932","0.918082095","463","True"
"1812","2015","Meningioma__enh_1476","val","Meningioma","","Meningioma/enh_1476.png","Meningioma__enh_1697","train","Meningioma","","Meningioma/enh_1697.png","10","0.999936","0.911765","flip_h","False","0.999805374","0.673031","1.02587","47.908953","137854","0.93868142","266","True"
"1816","2719","Meningioma__enh_1480","train","Meningioma","","Meningioma/enh_1480.png","Meningioma__enh_885","test","Meningioma","","Meningioma/enh_885.png","10","0.999916","0.733333","flip_h","False","0.999730707","0.671524","1.056599","47.652599","132770","0.862569832","123","False"
"1817","2019","Meningioma__enh_1481","train","Meningioma","","Meningioma/enh_1481.png","Meningioma__enh_1701","val","Meningioma","","Meningioma/enh_1701.png","7","0.999893","0.888889","flip_h","True","0.999678126","0.668903","1.036245","47.821558","134346","0.880658436","145","False"
"1818","2021","Meningioma__enh_1482","train","Meningioma","","Meningioma/enh_1482.png","Meningioma__enh_1703","val","Meningioma","","Meningioma/enh_1703.png","9","0.99995","0.925","flip_h","False","0.999819502","0.709785","1.083715","47.432501","139685","0.914783253","230","True"
"1819","2720","Meningioma__enh_1483","train","Meningioma","","Meningioma/enh_1483.png","Meningioma__enh_886","test","Meningioma","","Meningioma/enh_886.png","7","0.99995","0.931034","flip_h","True","0.999819042","0.718384","1.094395","47.347321","140788","0.93388874","246","True"
"1821","2721","Meningioma__enh_1485","train","Meningioma","","Meningioma/enh_1485.png","Meningioma__enh_887","test","Meningioma","","Meningioma/enh_887.png","9","0.999948","0.891304","flip_h","False","0.999800696","0.699577","1.090061","47.381790","135073","0.91538192","483","True"
"1822","2024","Meningioma__enh_1486","val","Meningioma","","Meningioma/enh_1486.png","Meningioma__enh_1706","train","Meningioma","","Meningioma/enh_1706.png","10","0.999955","0.919643","flip_h","False","0.999818191","0.725979","1.118704","47.156498","138477","0.933812139","470","True"
"1825","2747","Meningioma__enh_1507","train","Meningioma","","Meningioma/enh_1507.png","Meningioma__enh_913","test","Meningioma","","Meningioma/enh_913.png","11","0.999939","0.98","flip_h","False","0.999809013","0.651531","1.01483","48.002935","133308","0.970230041","286","True"
"1827","2727","Meningioma__enh_1509","train","Meningioma","","Meningioma/enh_1509.png","Meningioma__enh_893","test","Meningioma","","Meningioma/enh_893.png","8","0.999901","0.933333","flip_h","True","0.999666","0.700302","1.073704","47.513115","138558","0.925916161","281","True"
"1829","2046","Meningioma__enh_1511","train","Meningioma","","Meningioma/enh_1511.png","Meningioma__enh_1728","val","Meningioma","","Meningioma/enh_1728.png","10","0.999905","0.906977","flip_h","False","0.999693596","0.688889","1.06578","47.577452","137092","0.899015676","277","False"
"1834","2728","Meningioma__enh_1516","train","Meningioma","","Meningioma/enh_1516.png","Meningioma__enh_894","test","Meningioma","","Meningioma/enh_894.png","9","0.999929","0.888889","flip_h","False","0.999764322","0.659393","1.029095","47.881695","132496","0.828318584","485","False"
"1836","2052","Meningioma__enh_1518","train","Meningioma","","Meningioma/enh_1518.png","Meningioma__enh_1734","val","Meningioma","","Meningioma/enh_1734.png","7","0.999934","0.757576","flip_h","True","0.999772386","0.7131","1.082266","47.444126","141244","0.75574977","531","False"
"1838","2729","Meningioma__enh_1520","train","Meningioma","","Meningioma/enh_1520.png","Meningioma__enh_895","test","Meningioma","","Meningioma/enh_895.png","8","0.999932","0.880342","flip_h","True","0.999768376","0.677864","1.06098","47.616658","133614","0.921157274","575","True"
"1839","2054","Meningioma__enh_1521","train","Meningioma","","Meningioma/enh_1521.png","Meningioma__enh_1736","val","Meningioma","","Meningioma/enh_1736.png","9","0.999936","0.931624","flip_h","False","0.999792794","0.674706","1.045004","47.748444","135039","0.956427015","320","True"
"1841","2730","Meningioma__enh_1523","train","Meningioma","","Meningioma/enh_1523.png","Meningioma__enh_896","test","Meningioma","","Meningioma/enh_896.png","12","0.999942","0.961538","flip_h","False","0.999827845","0.658016","1.006678","48.072990","136214","0.925634825","492","True"
"1842","2056","Meningioma__enh_1524","train","Meningioma","","Meningioma/enh_1524.png","Meningioma__enh_1738","val","Meningioma","","Meningioma/enh_1738.png","12","0.999943","0.892857","flip_h","False","0.999839324","0.601566","0.955713","48.524254","125674","0.902720835","522","True"
"1843","2057","Meningioma__enh_1525","train","Meningioma","","Meningioma/enh_1525.png","Meningioma__enh_1739","val","Meningioma","","Meningioma/enh_1739.png","12","0.999941","0.8","flip_h","False","0.999804826","0.672318","1.042698","47.767632","134935","0.839810924","305","False"
"1845","2731","Meningioma__enh_1527","train","Meningioma","","Meningioma/enh_1527.png","Meningioma__enh_897","test","Meningioma","","Meningioma/enh_897.png","11","0.999945","0.875","flip_h","False","0.999835833","0.629807","0.982707","48.282321","130914","0.91460974","128","True"
"1848","2060","Meningioma__enh_1530","train","Meningioma","","Meningioma/enh_1530.png","Meningioma__enh_1742","val","Meningioma","","Meningioma/enh_1742.png","11","0.999932","0.927536","flip_h","False","0.999783392","0.658398","1.021391","47.946963","134009","0.943056493","253","True"
"1850","2732","Meningioma__enh_1532","val","Meningioma","","Meningioma/enh_1532.png","Meningioma__enh_898","test","Meningioma","","Meningioma/enh_898.png","6","0.999915","0.920635","flip_h","True","0.999754855","0.669838","1.017543","47.979752","138515","0.927580894","282","True"
"1851","2062","Meningioma__enh_1533","train","Meningioma","","Meningioma/enh_1533.png","Meningioma__enh_1744","val","Meningioma","","Meningioma/enh_1744.png","8","0.99993","0.564516","flip_h","True","0.999774784","0.68198","1.045531","47.744062","137769","0.580876889","1692","False"
"1853","2733","Meningioma__enh_1535","train","Meningioma","","Meningioma/enh_1535.png","Meningioma__enh_899","test","Meningioma","","Meningioma/enh_899.png","7","0.999911","0.835821","flip_h","True","0.999741531","0.624058","0.984668","48.265011","128335","0.805136664","827","False"
"1857","2112","Meningioma__enh_1539","train","Meningioma","","Meningioma/enh_1539.png","Meningioma__enh_1794","val","Meningioma","","Meningioma/enh_1794.png","6","0.999934","0.958904","flip_h","True","0.999792794","0.672165","1.037586","47.810325","135660","0.966695316","155","True"
"1858","2734","Meningioma__enh_1540","train","Meningioma","","Meningioma/enh_1540.png","Meningioma__enh_900","test","Meningioma","","Meningioma/enh_900.png","8","0.99994","0.415385","flip_h","True","0.999766627","0.789494","1.162743","46.821131","151782","0.393903592","2565","False"
"1861","2069","Meningioma__enh_1543","val","Meningioma","","Meningioma/enh_1543.png","Meningioma__enh_1751","train","Meningioma","","Meningioma/enh_1751.png","8","0.999922","0.790698","flip_h","True","0.999698951","0.818043","1.180142","46.692120","156915","0.847971781","431","False"
"1863","2736","Meningioma__enh_1545","val","Meningioma","","Meningioma/enh_1545.png","Meningioma__enh_902","test","Meningioma","","Meningioma/enh_902.png","8","0.999949","0.965517","flip_h","True","0.999811981","0.7234","1.111874","47.209694","139573","0.92244898","152","True"
"1865","2748","Meningioma__enh_1547","train","Meningioma","","Meningioma/enh_1547.png","Meningioma__enh_914","test","Meningioma","","Meningioma/enh_914.png","11","0.999939","0.907895","flip_h","False","0.99982162","0.610603","0.969836","48.396836","126085","0.948101266","246","True"
"1867","2737","Meningioma__enh_1549","train","Meningioma","","Meningioma/enh_1549.png","Meningioma__enh_903","test","Meningioma","","Meningioma/enh_903.png","10","0.999923","0.925373","flip_h","False","0.999764573","0.677341","1.04055","47.785543","136782","0.927379341","322","True"
"1875","2113","Meningioma__enh_1557","val","Meningioma","","Meningioma/enh_1557.png","Meningioma__enh_1795","train","Meningioma","","Meningioma/enh_1795.png","7","0.999943","0.862069","flip_h","True","0.999831912","0.598724","0.960878","48.477439","123761","0.896608768","375","False"
"1879","2084","Meningioma__enh_1561","train","Meningioma","","Meningioma/enh_1561.png","Meningioma__enh_1766","val","Meningioma","","Meningioma/enh_1766.png","11","0.999927","0.880952","flip_h","False","0.999806339","0.570496","0.920115","48.853964","121046","0.935509241","164","True"
"1881","2739","Meningioma__enh_1563","val","Meningioma","","Meningioma/enh_1563.png","Meningioma__enh_905","test","Meningioma","","Meningioma/enh_905.png","11","0.999947","0.809524","flip_h","False","0.999829769","0.678944","1.04026","47.787962","137456","0.790830946","292","False"
"1882","2087","Meningioma__enh_1564","val","Meningioma","","Meningioma/enh_1564.png","Meningioma__enh_1769","train","Meningioma","","Meningioma/enh_1769.png","10","0.999935","0.734513","flip_h","False","0.999789403","0.658863","1.027784","47.892769","133170","0.756241234","1738","False"
"1884","2740","Meningioma__enh_1566","train","Meningioma","","Meningioma/enh_1566.png","Meningioma__enh_906","test","Meningioma","","Meningioma/enh_906.png","10","0.999933","0.932099","flip_h","False","0.999778152","0.674309","1.046091","47.739412","134335","0.953001077","480","True"
"1885","2114","Meningioma__enh_1567","val","Meningioma","","Meningioma/enh_1567.png","Meningioma__enh_1796","train","Meningioma","","Meningioma/enh_1796.png","7","0.999927","0.854545","flip_h","True","0.99975703","0.719322","1.088138","47.397126","141500","0.871875","451","False"
"1889","2741","Meningioma__enh_1571","val","Meningioma","","Meningioma/enh_1571.png","Meningioma__enh_907","test","Meningioma","","Meningioma/enh_907.png","5","0.999913","0.9375","flip_h","True","0.999726506","0.694309","1.063105","47.599282","138789","0.931837699","635","True"
"1892","2742","Meningioma__enh_1574","train","Meningioma","","Meningioma/enh_1574.png","Meningioma__enh_908","test","Meningioma","","Meningioma/enh_908.png","12","0.999944","0.953488","flip_h","False","0.999828272","0.665726","1.026404","47.904438","135297","0.909184373","265","True"
"1893","2094","Meningioma__enh_1575","val","Meningioma","","Meningioma/enh_1575.png","Meningioma__enh_1776","train","Meningioma","","Meningioma/enh_1776.png","11","0.999936","0.938462","flip_h","False","0.999792108","0.663429","1.038754","47.800549","132902","0.911862004","373","True"
"1895","2096","Meningioma__enh_1577","val","Meningioma","","Meningioma/enh_1577.png","Meningioma__enh_1778","train","Meningioma","","Meningioma/enh_1778.png","9","0.999924","0.953846","flip_h","False","0.999761628","0.675591","1.032592","47.852229","137523","0.94992778","416","True"
"1897","2743","Meningioma__enh_1579","val","Meningioma","","Meningioma/enh_1579.png","Meningioma__enh_909","test","Meningioma","","Meningioma/enh_909.png","8","0.999926","0.953947","flip_h","True","0.999759653","0.688141","1.061534","47.612127","137889","0.955929404","427","True"
"1901","2744","Meningioma__enh_1583","train","Meningioma","","Meningioma/enh_1583.png","Meningioma__enh_910","test","Meningioma","","Meningioma/enh_910.png","11","0.999933","0.955752","flip_h","False","0.999812448","0.627712","0.977447","48.328940","131112","0.938931298","448","True"
"1902","2100","Meningioma__enh_1584","train","Meningioma","","Meningioma/enh_1584.png","Meningioma__enh_1782","val","Meningioma","","Meningioma/enh_1782.png","10","0.99991","0.875","flip_h","False","0.999731869","0.632156","1.006847","48.071535","128140","0.899307741","160","False"
"1904","2745","Meningioma__enh_1586","val","Meningioma","","Meningioma/enh_1586.png","Meningioma__enh_911","test","Meningioma","","Meningioma/enh_911.png","7","0.99991","0.904762","flip_h","True","0.999750316","0.664436","1.011726","48.029543","138342","0.908284024","124","True"
"1906","2117","Meningioma__enh_1588","val","Meningioma","","Meningioma/enh_1588.png","Meningioma__enh_1799","train","Meningioma","","Meningioma/enh_1799.png","8","0.999929","0.942029","flip_h","True","0.999775979","0.66367","1.025837","47.909237","134550","0.96003696","173","True"
"1911","2120","Meningioma__enh_1593","val","Meningioma","","Meningioma/enh_1593.png","Meningioma__enh_1802","train","Meningioma","","Meningioma/enh_1802.png","9","0.999927","0.75","flip_h","False","0.999732846","0.713711","1.105691","47.258126","138046","0.714640199","575","False"
"1913","2750","Meningioma__enh_1595","train","Meningioma","","Meningioma/enh_1595.png","Meningioma__enh_916","test","Meningioma","","Meningioma/enh_916.png","10","0.999929","0.319149","flip_h","False","0.999742097","0.726131","1.108417","47.236741","141018","0.324720893","2117","False"
"1919","2126","Meningioma__enh_1601","train","Meningioma","","Meningioma/enh_1601.png","Meningioma__enh_1808","val","Meningioma","","Meningioma/enh_1808.png","11","0.999919","0.961538","flip_h","False","0.999732541","0.687336","1.053553","47.677676","137652","0.923110915","522","True"
"1920","2752","Meningioma__enh_1602","train","Meningioma","","Meningioma/enh_1602.png","Meningioma__enh_918","test","Meningioma","","Meningioma/enh_918.png","8","0.999911","0.933775","flip_h","True","0.999702322","0.693058","1.060342","47.621886","137969","0.943611404","534","True"
"1922","2128","Meningioma__enh_1604","val","Meningioma","","Meningioma/enh_1604.png","Meningioma__enh_1810","train","Meningioma","","Meningioma/enh_1810.png","5","0.999927","0.963415","flip_h","True","0.999749365","0.705017","1.076305","47.492098","139780","0.953573097","497","True"
"1924","2753","Meningioma__enh_1606","val","Meningioma","","Meningioma/enh_1606.png","Meningioma__enh_919","test","Meningioma","","Meningioma/enh_919.png","8","0.999914","0.943396","flip_h","True","0.999743332","0.663551","1.015617","47.996200","136318","0.940084143","413","True"
"1927","2754","Meningioma__enh_1609","train","Meningioma","","Meningioma/enh_1609.png","Meningioma__enh_920","test","Meningioma","","Meningioma/enh_920.png","9","0.999927","0.878788","flip_h","False","0.999765454","0.683239","1.039901","47.790963","138256","0.940114068","126","True"
"1929","2746","Meningioma__enh_1611","train","Meningioma","","Meningioma/enh_1611.png","Meningioma__enh_912","test","Meningioma","","Meningioma/enh_912.png","9","0.999938","0.893048","flip_h","False","0.999767559","0.809208","1.167346","46.786809","156919","0.892689746","1305","False"
"1931","2134","Meningioma__enh_1613","train","Meningioma","","Meningioma/enh_1613.png","Meningioma__enh_1816","val","Meningioma","","Meningioma/enh_1816.png","10","0.999905","0.98","flip_h","False","0.999650444","0.720745","1.103892","47.272269","139628","0.938588722","208","True"
"1934","2136","Meningioma__enh_1616","train","Meningioma","","Meningioma/enh_1616.png","Meningioma__enh_1818","val","Meningioma","","Meningioma/enh_1818.png","8","0.999939","0.9","flip_h","True","0.999825209","0.619865","0.961616","48.470769","130663","0.890432099","71","False"
"1935","2137","Meningioma__enh_1617","train","Meningioma","","Meningioma/enh_1617.png","Meningioma__enh_1819","val","Meningioma","","Meningioma/enh_1819.png","9","0.999932","0.943925","flip_h","False","0.999775312","0.68808","1.062927","47.600734","136909","0.9286128","493","True"
"1936","2756","Meningioma__enh_1618","train","Meningioma","","Meningioma/enh_1618.png","Meningioma__enh_922","test","Meningioma","","Meningioma/enh_922.png","11","0.999936","0.932331","flip_h","False","0.99979476","0.671993","1.044016","47.756660","134257","0.908822487","772","True"
"1937","2138","Meningioma__enh_1619","train","Meningioma","","Meningioma/enh_1619.png","Meningioma__enh_1820","val","Meningioma","","Meningioma/enh_1820.png","12","0.999932","0.861635","flip_h","False","0.999796836","0.667244","1.023631","47.927932","136779","0.869504396","1306","False"
"1947","2723","Meningioma__enh_1629","train","Meningioma","","Meningioma/enh_1629.png","Meningioma__enh_889","test","Meningioma","","Meningioma/enh_889.png","11","0.999951","1","flip_h","False","0.999855247","0.610413","0.973961","48.359969","125703","0.849206349","171","False"
"1949","2724","Meningioma__enh_1631","train","Meningioma","","Meningioma/enh_1631.png","Meningioma__enh_890","test","Meningioma","","Meningioma/enh_890.png","8","0.999938","0.945055","flip_h","True","0.999791838","0.681286","1.050925","47.699372","135845","0.960075718","464","True"
