"first_index","second_index","first_sample_id","first_split","first_class","second_sample_id","second_split","second_class","hamming_distance","pixel_correlation","mask_iou","transform","full_pixel_correlation","full_image_mae","full_image_rmse","full_mask_iou","full_mask_mismatch_pixels","full_verified_likely_duplicate","full_image_psnr","full_image_mismatch_pixels"
"2205","6137","Meningioma__enh_1349","train","Meningioma","Meningioma__enh_1099","test","Meningioma","10","0.999933","0.88","flip_h","0.999739364","0.637264","1.06953","0.88960412","343","False","47.546945","120151"
"2209","5092","Meningioma__enh_1355","train","Meningioma","Meningioma__enh_773","val","Meningioma","11","0.999943","0.774194","flip_h","0.99979484","0.617973","1.048193","0.743970315","552","False","47.721976","117026"
"2212","5093","Meningioma__enh_1360","train","Meningioma","Meningioma__enh_781","val","Meningioma","12","0.999908","0.9","flip_h","0.999747694","0.529221","0.913303","0.931075937","344","True","48.918509","108661"
"2231","3104","Meningioma__enh_1390","train","Meningioma","Pituitary tumor__enh_389","train","Pituitary tumor","10","0.992958","0.926108","flip_h","0.986927501","12.096283","17.667488","0.928812002","930","True","23.187307","259455"
"2240","6130","Meningioma__enh_1399","train","Meningioma","Meningioma__enh_1056","test","Meningioma","12","0.999916","0.88","flip_h","0.999738557","0.576584","0.968648","0.89984639","326","False","48.407487","115266"
"2247","6132","Meningioma__enh_1407","train","Meningioma","Meningioma__enh_1062","test","Meningioma","12","0.999943","0.967742","flip_h","0.999853061","0.490986","0.862572","0.957261495","422","True","49.414899","103569"
"2256","2399","Meningioma__enh_1421","train","Meningioma","Meningioma__enh_1647","train","Meningioma","12","0.999942","0.574468","flip_h","0.999821362","0.639854","1.003397","0.5840809","2550","False","48.101348","130807"
"2257","5202","Meningioma__enh_1422","train","Meningioma","Meningioma__enh_1648","val","Meningioma","11","0.999945","0.827869","flip_h","0.999830162","0.632721","1.002572","0.833526012","1296","False","48.108496","128624"
"2259","5104","Meningioma__enh_1424","train","Meningioma","Meningioma__enh_868","val","Meningioma","9","0.999941","0.969697","flip_h","0.999808805","0.662792","1.027282","0.946990741","458","True","47.897006","134440"
"2260","2401","Meningioma__enh_1425","train","Meningioma","Meningioma__enh_1650","train","Meningioma","8","0.999937","0.903704","flip_h","0.999792698","0.67952","1.045708","0.902758298","832","True","47.742592","136565"
"2261","2402","Meningioma__enh_1426","train","Meningioma","Meningioma__enh_1651","train","Meningioma","9","0.999932","0.284091","flip_h","0.999775897","0.671803","1.04774","0.283348666","3895","False","47.725733","133901"
"2262","2403","Meningioma__enh_1427","train","Meningioma","Meningioma__enh_1652","train","Meningioma","7","0.999917","0.357143","flip_h","0.999743565","0.677979","1.043035","0.362235067","2317","False","47.764829","136442"
"2263","2404","Meningioma__enh_1428","train","Meningioma","Meningioma__enh_1653","train","Meningioma","10","0.999913","0.9","flip_h","0.999696816","0.703186","1.081375","0.856471816","275","False","47.451275","137325"
"2263","5736","Meningioma__enh_1428","train","Meningioma","Glioma__enh_250","test","Glioma","9","0.982872","0.806452","identity","0.972103969","27.447014","36.682165","0.824613852","352","False","16.841704","260552"
"2264","2406","Meningioma__enh_1430","train","Meningioma","Meningioma__enh_1655","train","Meningioma","11","0.999919","0.933333","flip_h","0.99975532","0.654713","1.017173","0.962169553","249","True","47.982906","133896"
"2271","2417","Meningioma__enh_1444","train","Meningioma","Meningioma__enh_1670","train","Meningioma","12","0.999923","0.916667","flip_h","0.999770682","0.648735","1.006817","0.918542337","380","True","48.071797","133311"
"2273","2418","Meningioma__enh_1446","train","Meningioma","Meningioma__enh_1672","train","Meningioma","11","0.99992","0.869565","flip_h","0.999749881","0.699467","1.060885","0.859226379","222","False","47.617438","141140"
"2274","2419","Meningioma__enh_1447","train","Meningioma","Meningioma__enh_1673","train","Meningioma","4","0.999937","0.826087","flip_h","0.999756756","0.80254","1.175828","0.845454545","204","False","46.723925","153187"
"2276","2420","Meningioma__enh_1450","train","Meningioma","Meningioma__enh_1675","train","Meningioma","6","0.99992","0.923077","flip_h","0.999706409","0.795513","1.152458","0.927519819","192","True","46.898302","155257"
"2276","4744","Meningioma__enh_1450","train","Meningioma","Glioma__enh_389","val","Glioma","10","0.980143","0.840909","identity","0.966189563","27.340885","35.974502","0.876873662","345","False","17.010908","260208"
"2278","6221","Meningioma__enh_1455","train","Meningioma","Meningioma__enh_1679","test","Meningioma","8","0.999902","0.790698","flip_h","0.999624141","0.884747","1.228621","0.916832471","209","True","46.342444","169360"
"2279","2423","Meningioma__enh_1456","train","Meningioma","Meningioma__enh_1680","train","Meningioma","7","0.999893","0.811321","flip_h","0.999593817","0.849327","1.196732","0.830035971","567","False","46.570867","163818"
"2282","2426","Meningioma__enh_1460","train","Meningioma","Meningioma__enh_1683","train","Meningioma","7","0.999867","0.826087","flip_h","0.999513829","0.849815","1.19446","0.849540079","229","False","46.587371","164373"
"2283","5106","Meningioma__enh_1461","train","Meningioma","Meningioma__enh_880","val","Meningioma","7","0.999936","0.75","flip_h","0.999759384","0.723354","1.119257","0.851851852","336","False","47.152211","138589"
"2284","5205","Meningioma__enh_1463","train","Meningioma","Meningioma__enh_1685","val","Meningioma","10","0.999938","0.885714","flip_h","0.999770537","0.7155","1.107048","0.856963087","341","False","47.247474","137135"
"2285","5206","Meningioma__enh_1464","train","Meningioma","Meningioma__enh_1686","val","Meningioma","10","0.999917","0.830986","flip_h","0.999719405","0.699032","1.077387","0.836419081","751","False","47.483369","137249"
"2286","6223","Meningioma__enh_1466","train","Meningioma","Meningioma__enh_1688","test","Meningioma","12","0.999924","0.909091","flip_h","0.99973499","0.710232","1.099987","0.95483871","189","True","47.303049","138036"
"2290","2431","Meningioma__enh_1472","train","Meningioma","Meningioma__enh_1692","train","Meningioma","10","0.999951","0.943662","flip_h","0.999832508","0.668488","1.039642","0.947988442","234","True","47.793124","133236"
"2291","5207","Meningioma__enh_1473","train","Meningioma","Meningioma__enh_1694","val","Meningioma","11","0.999909","0.92","flip_h","0.999724031","0.647148","1.008009","0.903888025","309","True","48.061513","132333"
"2292","2433","Meningioma__enh_1475","train","Meningioma","Meningioma__enh_1696","train","Meningioma","11","0.999937","0.910112","flip_h","0.999806634","0.675583","1.032163","0.924452235","431","True","47.855836","138138"
"2294","2434","Meningioma__enh_1478","train","Meningioma","Meningioma__enh_1699","train","Meningioma","10","0.99994","0.833333","flip_h","0.999795273","0.676781","1.057476","0.915679443","121","True","47.645393","133729"
"2297","2436","Meningioma__enh_1481","train","Meningioma","Meningioma__enh_1701","train","Meningioma","12","0.999893","0.888889","flip_h","0.999678126","0.668903","1.036245","0.880658436","145","False","47.821558","134346"
"2298","5211","Meningioma__enh_1482","train","Meningioma","Meningioma__enh_1703","val","Meningioma","9","0.99995","0.925","flip_h","0.999819502","0.709785","1.083715","0.914783253","230","True","47.432501","139685"
"2299","2438","Meningioma__enh_1484","train","Meningioma","Meningioma__enh_1704","train","Meningioma","7","0.999917","0.967742","flip_h","0.999729651","0.686172","1.048543","0.958354624","163","True","47.719082","137342"
"2304","2453","Meningioma__enh_1510","train","Meningioma","Meningioma__enh_1727","train","Meningioma","10","0.999881","0.846154","flip_h","0.999624336","0.683945","1.050955","0.909273183","362","True","47.699117","137280"
"2306","2454","Meningioma__enh_1512","train","Meningioma","Meningioma__enh_1729","train","Meningioma","11","0.99992","0.880952","flip_h","0.999753237","0.669891","1.037078","0.861901198","369","False","47.814574","134839"
"2309","2494","Meningioma__enh_1517","train","Meningioma","Meningioma__enh_1792","train","Meningioma","11","0.999924","0.97037","flip_h","0.999772713","0.660526","1.020748","0.963985033","308","True","47.952429","135246"
"2310","2458","Meningioma__enh_1518","train","Meningioma","Meningioma__enh_1734","train","Meningioma","7","0.999934","0.757576","flip_h","0.999772386","0.7131","1.082266","0.75574977","531","False","47.444126","141244"
"2311","6226","Meningioma__enh_1519","train","Meningioma","Meningioma__enh_1735","test","Meningioma","10","0.999933","0.974684","flip_h","0.999776415","0.675007","1.046585","0.945783133","288","True","47.735311","134937"
"2313","2459","Meningioma__enh_1521","train","Meningioma","Meningioma__enh_1736","train","Meningioma","9","0.999936","0.931624","flip_h","0.999792794","0.674706","1.045004","0.956427015","320","True","47.748444","135039"
"2315","2462","Meningioma__enh_1525","train","Meningioma","Meningioma__enh_1739","train","Meningioma","12","0.999941","0.8","flip_h","0.999804826","0.672318","1.042698","0.839810924","305","False","47.767632","134935"
"2318","5109","Meningioma__enh_1532","train","Meningioma","Meningioma__enh_898","val","Meningioma","6","0.999915","0.920635","flip_h","0.999754855","0.669838","1.017543","0.927580894","282","True","47.979752","138515"
"2319","2467","Meningioma__enh_1534","train","Meningioma","Meningioma__enh_1745","train","Meningioma","8","0.999931","0.8","flip_h","0.999766989","0.69862","1.071799","0.782234957","76","False","47.528533","138738"
"2320","5220","Meningioma__enh_1536","train","Meningioma","Meningioma__enh_1746","val","Meningioma","10","0.999932","0.903226","flip_h","0.999785781","0.657211","1.024078","0.921215242","459","True","47.924139","133367"
"2321","5221","Meningioma__enh_1538","train","Meningioma","Meningioma__enh_1748","val","Meningioma","11","0.99994","0.961538","flip_h","0.999817878","0.633358","1.004368","0.939883268","309","True","48.092948","128773"
"2323","2469","Meningioma__enh_1541","train","Meningioma","Meningioma__enh_1749","train","Meningioma","9","0.999933","0.866667","flip_h","0.999735152","0.818756","1.191208","0.869930658","619","False","46.611054","155484"
"2324","2470","Meningioma__enh_1542","train","Meningioma","Meningioma__enh_1750","train","Meningioma","10","0.999917","0.723684","flip_h","0.999678867","0.80238","1.171629","0.72406639","1330","False","46.755000","153955"
"2325","2471","Meningioma__enh_1543","train","Meningioma","Meningioma__enh_1751","train","Meningioma","8","0.999922","0.790698","flip_h","0.999698951","0.818043","1.180142","0.847971781","431","False","46.692120","156915"
"2326","5222","Meningioma__enh_1544","train","Meningioma","Meningioma__enh_1753","val","Meningioma","11","0.999946","0.933333","flip_h","0.999805948","0.718822","1.109129","0.947785548","112","True","47.231162","138770"
"2329","2473","Meningioma__enh_1548","train","Meningioma","Meningioma__enh_1756","train","Meningioma","6","0.999932","0.962963","flip_h","0.999789785","0.666035","1.028236","0.93194925","354","True","47.888944","135132"
"2331","5224","Meningioma__enh_1552","train","Meningioma","Meningioma__enh_1759","val","Meningioma","11","0.999921","0.940299","flip_h","0.99976136","0.658478","1.010621","0.940860215","253","True","48.039038","135627"
"2333","6231","Meningioma__enh_1558","train","Meningioma","Meningioma__enh_1764","test","Meningioma","8","0.999946","0.733333","flip_h","0.999811117","0.683903","1.068684","0.710220191","1395","False","47.553815","133989"
"2340","2497","Meningioma__enh_1567","train","Meningioma","Meningioma__enh_1796","train","Meningioma","7","0.999927","0.854545","flip_h","0.99975703","0.719322","1.088138","0.871875","451","False","47.397126","141500"
"2341","2481","Meningioma__enh_1568","train","Meningioma","Meningioma__enh_1771","train","Meningioma","11","0.999933","0.944444","flip_h","0.999775597","0.686382","1.05603","0.944425057","637","True","47.657276","137177"
"2343","2483","Meningioma__enh_1570","train","Meningioma","Meningioma__enh_1773","train","Meningioma","6","0.999905","0.945652","flip_h","0.999700192","0.673279","1.04279","0.946590045","632","True","47.766870","134765"
"2345","5227","Meningioma__enh_1572","train","Meningioma","Meningioma__enh_1774","val","Meningioma","9","0.999915","0.92","flip_h","0.999719766","0.700169","1.064725","0.908362704","286","True","47.586051","140456"
"2346","6233","Meningioma__enh_1573","train","Meningioma","Meningioma__enh_1775","test","Meningioma","6","0.999947","0.964912","flip_h","0.999819258","0.663116","1.043707","0.93615257","231","True","47.759229","131256"
"2348","2484","Meningioma__enh_1576","train","Meningioma","Meningioma__enh_1777","train","Meningioma","10","0.999934","0.953271","flip_h","0.999778751","0.676857","1.049822","0.952395255","317","True","47.708487","134960"
"2352","2487","Meningioma__enh_1582","train","Meningioma","Meningioma__enh_1781","train","Meningioma","9","0.999929","0.931507","flip_h","0.999794473","0.644878","0.994551","0.946869275","493","True","48.178261","134062"
"2354","2488","Meningioma__enh_1584","train","Meningioma","Meningioma__enh_1782","train","Meningioma","10","0.99991","0.875","flip_h","0.999731869","0.632156","1.006847","0.899307741","160","False","48.071535","128140"
"2355","2499","Meningioma__enh_1587","train","Meningioma","Meningioma__enh_1798","train","Meningioma","11","0.999936","0.948052","flip_h","0.99978413","0.706455","1.070802","0.968183649","158","True","47.536616","140717"
"2357","2500","Meningioma__enh_1590","train","Meningioma","Meningioma__enh_1800","train","Meningioma","12","0.999942","0.92","flip_h","0.999811219","0.687233","1.049801","0.938297241","208","True","47.708667","138183"
"2358","2502","Meningioma__enh_1593","train","Meningioma","Meningioma__enh_1802","train","Meningioma","11","0.999927","0.75","flip_h","0.999732846","0.713711","1.105691","0.714640199","575","False","47.258126","138046"
"2359","2503","Meningioma__enh_1594","train","Meningioma","Meningioma__enh_1803","train","Meningioma","10","0.999929","0.59375","flip_h","0.999750528","0.714268","1.097974","0.598440546","824","False","47.318961","139069"
"2362","5232","Meningioma__enh_1601","train","Meningioma","Meningioma__enh_1808","val","Meningioma","12","0.999919","0.961538","flip_h","0.999732541","0.687336","1.053553","0.923110915","522","True","47.677676","137652"
"2364","2506","Meningioma__enh_1603","train","Meningioma","Meningioma__enh_1809","train","Meningioma","10","0.999925","0.941176","flip_h","0.999741737","0.701927","1.074503","0.936121742","701","True","47.506653","139228"
"2365","5233","Meningioma__enh_1604","train","Meningioma","Meningioma__enh_1810","val","Meningioma","5","0.999927","0.963415","flip_h","0.999749365","0.705017","1.076305","0.953573097","497","True","47.492098","139780"
"2370","2509","Meningioma__enh_1612","train","Meningioma","Meningioma__enh_1815","train","Meningioma","12","0.999903","0.903846","flip_h","0.999654315","0.720467","1.09774","0.920454545","266","True","47.320817","140716"
"2371","5235","Meningioma__enh_1613","train","Meningioma","Meningioma__enh_1816","val","Meningioma","10","0.999905","0.98","flip_h","0.999650444","0.720745","1.103892","0.938588722","208","True","47.272269","139628"
"2372","5236","Meningioma__enh_1616","train","Meningioma","Meningioma__enh_1818","val","Meningioma","8","0.999939","0.9","flip_h","0.999825209","0.619865","0.961616","0.890432099","71","False","48.470769","130663"
"2373","2510","Meningioma__enh_1617","train","Meningioma","Meningioma__enh_1819","train","Meningioma","9","0.999932","0.943925","flip_h","0.999775312","0.68808","1.062927","0.9286128","493","True","47.600734","136909"
"2374","6116","Meningioma__enh_1618","train","Meningioma","Meningioma__enh_922","test","Meningioma","11","0.999936","0.932331","flip_h","0.99979476","0.671993","1.044016","0.908822487","772","True","47.756660","134257"
"2376","2511","Meningioma__enh_1620","train","Meningioma","Meningioma__enh_1821","train","Meningioma","7","0.99992","0.897638","flip_h","0.999776673","0.632332","0.980399","0.909529703","731","True","48.302749","131928"
"2378","2441","Meningioma__enh_1622","train","Meningioma","Meningioma__enh_1707","train","Meningioma","12","0.99995","0.962264","flip_h","0.999801044","0.7449","1.137988","0.956740741","292","True","47.008048","141628"
"2381","5212","Meningioma__enh_1628","train","Meningioma","Meningioma__enh_1711","val","Meningioma","11","0.99995","0.833333","flip_h","0.999841741","0.63522","0.995697","0.701823949","376","False","48.168257","130231"
"2382","6112","Meningioma__enh_1629","train","Meningioma","Meningioma__enh_889","test","Meningioma","11","0.999951","1","flip_h","0.999855247","0.610413","0.973961","0.849206349","171","False","48.359969","125703"
"2383","5213","Meningioma__enh_1630","train","Meningioma","Meningioma__enh_1712","val","Meningioma","11","0.999934","0.950495","flip_h","0.999777523","0.675385","1.04515","0.946510913","348","True","47.747231","135238"
"2386","2448","Meningioma__enh_1634","train","Meningioma","Meningioma__enh_1716","train","Meningioma","7","0.999917","0.95302","flip_h","0.999739183","0.659462","1.016534","0.947373895","506","True","47.988369","134882"
"2387","2493","Meningioma__enh_1635","train","Meningioma","Meningioma__enh_1791","train","Meningioma","11","0.999938","0.952703","flip_h","0.999817462","0.632889","0.989439","0.95738576","401","True","48.223027","131174"
"2388","2449","Meningioma__enh_1636","train","Meningioma","Meningioma__enh_1717","train","Meningioma","11","0.999933","0.928571","flip_h","0.999790163","0.668606","1.023954","0.93006993","880","True","47.925198","136499"
"2390","5215","Meningioma__enh_1638","train","Meningioma","Meningioma__enh_1720","val","Meningioma","9","0.999921","0.859375","flip_h","0.999750127","0.669464","1.031716","0.843934373","1931","False","47.859600","135285"
"2391","6224","Meningioma__enh_1639","train","Meningioma","Meningioma__enh_1721","test","Meningioma","10","0.99992","0.916129","flip_h","0.999748258","0.667118","1.031481","0.922243596","768","True","47.861578","134213"
"2393","2451","Meningioma__enh_1641","train","Meningioma","Meningioma__enh_1722","train","Meningioma","12","0.999928","0.859375","flip_h","0.999774031","0.661484","1.027934","0.911993769","339","True","47.891499","133869"
"2394","5216","Meningioma__enh_1642","train","Meningioma","Meningioma__enh_1723","val","Meningioma","10","0.999936","0.94","flip_h","0.999799119","0.64027","1.014894","0.941386816","377","True","48.002388","129201"
"2396","5217","Meningioma__enh_1644","train","Meningioma","Meningioma__enh_1724","val","Meningioma","11","0.999945","0.903226","flip_h","0.999844398","0.609959","0.960399","0.905599729","558","True","48.481766","128319"
"2425","6186","Meningioma__enh_1682","train","Meningioma","Meningioma__enh_1459","test","Meningioma","8","0.999889","0.97619","flip_h","0.999572354","0.830223","1.189067","0.92747942","185","True","46.626680","159471"
"2428","6188","Meningioma__enh_1689","train","Meningioma","Meningioma__enh_1467","test","Meningioma","8","0.999914","0.883721","flip_h","0.999714801","0.689804","1.068618","0.914254703","237","True","47.554352","135727"
"2429","6189","Meningioma__enh_1690","train","Meningioma","Meningioma__enh_1469","test","Meningioma","6","0.999947","0.802326","flip_h","0.999833243","0.646122","1.009954","0.861079437","731","False","48.044767","131126"
"2440","6193","Meningioma__enh_1706","train","Meningioma","Meningioma__enh_1486","test","Meningioma","10","0.999955","0.919643","flip_h","0.999818191","0.725979","1.118704","0.933812139","470","True","47.156498","138477"
"2442","5201","Meningioma__enh_1708","train","Meningioma","Meningioma__enh_1623","val","Meningioma","10","0.999947","0.905882","flip_h","0.999788827","0.728764","1.129634","0.924271109","400","True","47.072047","137825"
"2446","6215","Meningioma__enh_1714","train","Meningioma","Meningioma__enh_1633","test","Meningioma","9","0.99993","0.964072","flip_h","0.99976851","0.690228","1.065188","0.960855081","423","True","47.582282","136628"
"2455","6195","Meningioma__enh_1730","train","Meningioma","Meningioma__enh_1513","test","Meningioma","10","0.999945","0.758621","flip_h","0.999826964","0.646221","1.018571","0.899616018","183","False","47.970977","130957"
"2456","5181","Meningioma__enh_1731","train","Meningioma","Meningioma__enh_1514","val","Meningioma","11","0.999942","0.861111","flip_h","0.999805777","0.683544","1.057442","0.909847434","195","True","47.645674","135919"
"2460","5182","Meningioma__enh_1737","train","Meningioma","Meningioma__enh_1522","val","Meningioma","10","0.99994","0.920354","flip_h","0.999809372","0.66806","1.034426","0.924605894","550","True","47.836812","135457"
"2474","5190","Meningioma__enh_1760","train","Meningioma","Meningioma__enh_1553","val","Meningioma","8","0.999921","0.971831","flip_h","0.99975569","0.679699","1.033956","0.962525095","168","True","47.840762","138776"
"2475","5191","Meningioma__enh_1761","train","Meningioma","Meningioma__enh_1554","val","Meningioma","10","0.999917","0.87931","flip_h","0.99974462","0.630013","1.000843","0.897414966","377","False","48.123487","128393"
"2476","6201","Meningioma__enh_1762","train","Meningioma","Meningioma__enh_1555","test","Meningioma","11","0.999946","0.915254","flip_h","0.999829757","0.638302","1.009142","0.934364995","246","True","48.051757","129573"
"2477","6202","Meningioma__enh_1763","train","Meningioma","Meningioma__enh_1556","test","Meningioma","8","0.999942","0.928571","flip_h","0.999797242","0.665009","1.053127","0.904433922","444","True","47.681185","131394"
"2496","6198","Meningioma__enh_1794","train","Meningioma","Meningioma__enh_1539","test","Meningioma","8","0.999934","0.958904","flip_h","0.999792794","0.672165","1.037586","0.966695316","155","True","47.810325","135660"
"2498","5193","Meningioma__enh_1797","train","Meningioma","Meningioma__enh_1578","val","Meningioma","7","0.999926","0.958904","flip_h","0.999744245","0.706722","1.081437","0.959415933","189","True","47.450779","138981"
"2504","6209","Meningioma__enh_1804","train","Meningioma","Meningioma__enh_1596","test","Meningioma","10","0.999949","0.921053","flip_h","0.999847134","0.618881","0.982389","0.908368201","438","True","48.285135","127109"
"2518","5278","Meningioma__enh_1847","train","Meningioma","Meningioma__enh_2097","val","Meningioma","12","0.999915","0.835443","flip_h","0.999734459","0.757118","1.096241","0.85543131","724","False","47.332684","153840"
"2519","2691","Meningioma__enh_1848","train","Meningioma","Meningioma__enh_2099","train","Meningioma","7","0.999904","0.83871","flip_h","0.999648751","0.860409","1.21046","0.850714664","282","False","46.471794","165668"
"2523","2695","Meningioma__enh_1853","train","Meningioma","Meningioma__enh_2103","train","Meningioma","10","0.999923","0.925926","flip_h","0.999723249","0.81889","1.158638","0.894902635","367","False","46.851850","161824"
"2527","2698","Meningioma__enh_1857","train","Meningioma","Meningioma__enh_2106","train","Meningioma","11","0.999922","0.888889","flip_h","0.999768243","0.737766","1.059809","0.898628185","569","False","47.626249","153734"
"2530","2701","Meningioma__enh_1862","train","Meningioma","Meningioma__enh_2110","train","Meningioma","11","0.999906","0.6","flip_h","0.999668349","0.840073","1.19315","0.619498344","804","False","46.596903","163518"
"2531","5114","Meningioma__enh_1867","train","Meningioma","Meningioma__enh_946","val","Meningioma","12","0.999898","0.858974","flip_h","0.999671466","0.804577","1.150155","0.934047469","314","True","46.915675","159942"
"2532","2705","Meningioma__enh_1868","train","Meningioma","Meningioma__enh_2114","train","Meningioma","11","0.999894","0.854545","flip_h","0.999671043","0.777195","1.113304","0.863941769","486","False","47.198532","157058"
"2533","6282","Meningioma__enh_1869","train","Meningioma","Meningioma__enh_2115","test","Meningioma","12","0.999901","0.848485","flip_h","0.999699001","0.758545","1.092103","0.933591857","137","True","47.365535","154335"
"2537","2826","Meningioma__enh_1873","train","Meningioma","Meningioma__enh_2274","train","Meningioma","11","0.999928","0.936416","flip_h","0.99975024","0.802513","1.13857","0.959923837","442","True","47.003611","160866"
"2538","2827","Meningioma__enh_1874","train","Meningioma","Meningioma__enh_2275","train","Meningioma","9","0.999917","0.931034","flip_h","0.999719489","0.782974","1.117751","0.952558055","523","True","47.163904","157823"
"2541","5297","Meningioma__enh_1878","train","Meningioma","Meningioma__enh_2278","val","Meningioma","6","0.999925","0.891892","flip_h","0.99974862","0.791042","1.119014","0.93545611","150","True","47.154089","159943"
"2549","2832","Meningioma__enh_1887","train","Meningioma","Meningioma__enh_2284","train","Meningioma","12","0.99991","0.757576","flip_h","0.999691118","0.810974","1.150747","0.751937984","544","False","46.911206","160894"
"2551","2833","Meningioma__enh_1889","train","Meningioma","Meningioma__enh_2285","train","Meningioma","12","0.999905","0.948276","flip_h","0.999696296","0.770588","1.112601","0.926261147","554","True","47.204016","155175"
"2554","2775","Meningioma__enh_1893","train","Meningioma","Meningioma__enh_2206","train","Meningioma","12","0.999916","0.878788","flip_h","0.999760243","0.742554","1.055873","0.930244271","277","True","47.658568","156155"
"2562","5115","Meningioma__enh_1904","train","Meningioma","Meningioma__enh_947","val","Meningioma","10","0.999937","0.888889","flip_h","0.999775264","0.786102","1.140304","0.860450563","223","False","46.990391","155057"
"2563","5281","Meningioma__enh_1905","train","Meningioma","Meningioma__enh_2116","val","Meningioma","9","0.999923","0.921053","flip_h","0.999740038","0.793228","1.13285","0.934774067","166","True","47.047359","158465"
"2568","2710","Meningioma__enh_1911","train","Meningioma","Meningioma__enh_2121","train","Meningioma","12","0.999962","0.875","flip_h","0.999864578","0.727184","1.077444","0.801587302","200","False","47.482912","147085"
"2576","2717","Meningioma__enh_1921","train","Meningioma","Meningioma__enh_2129","train","Meningioma","11","0.999905","0.928571","flip_h","0.999699097","0.777603","1.111052","0.931034483","58","True","47.216118","157585"
"2578","2721","Meningioma__enh_1925","train","Meningioma","Meningioma__enh_2133","train","Meningioma","9","0.999889","0.76","flip_h","0.999642186","0.818741","1.149726","0.820987654","290","False","46.918920","163027"
"2581","2723","Meningioma__enh_1928","train","Meningioma","Meningioma__enh_2135","train","Meningioma","6","0.999777","0.926829","flip_h","0.99932945","0.820099","1.156316","0.938184664","158","True","46.869273","161914"
"2583","2724","Meningioma__enh_1930","train","Meningioma","Meningioma__enh_2136","train","Meningioma","8","0.999716","0.907895","flip_h","0.999160749","0.807774","1.141653","0.901701323","468","True","46.980122","160518"
"2584","5282","Meningioma__enh_1931","train","Meningioma","Meningioma__enh_2137","val","Meningioma","9","0.999792","0.676471","flip_h","0.999345343","0.866627","1.205626","0.666890681","1487","False","46.506554","168121"
"2585","2725","Meningioma__enh_1932","train","Meningioma","Meningioma__enh_2138","train","Meningioma","12","0.999787","0.867925","flip_h","0.999349184","0.834476","1.168594","0.890577508","360","False","46.777530","164668"
"2586","2726","Meningioma__enh_1934","train","Meningioma","Meningioma__enh_2140","train","Meningioma","6","0.999894","0.954545","flip_h","0.999647137","0.802876","1.151839","0.955002393","188","True","46.902969","158578"
"2589","5284","Meningioma__enh_1937","train","Meningioma","Meningioma__enh_2143","val","Meningioma","12","0.999966","0.878049","flip_h","0.999882167","0.726852","1.066435","0.885980592","893","False","47.572117","147778"
"2598","2734","Meningioma__enh_1953","train","Meningioma","Meningioma__enh_2153","train","Meningioma","11","0.999929","0.915254","flip_h","0.999738381","0.83424","1.178058","0.959411604","149","True","46.707468","163629"
"2600","5286","Meningioma__enh_1956","train","Meningioma","Meningioma__enh_2155","val","Meningioma","7","0.999915","0.934959","flip_h","0.999678368","0.856197","1.211481","0.925373134","585","True","46.464473","163870"
"2601","5287","Meningioma__enh_1957","train","Meningioma","Meningioma__enh_2156","val","Meningioma","8","0.999927","0.944954","flip_h","0.999712685","0.857849","1.22196","0.967942238","222","True","46.389662","163487"
"2602","2735","Meningioma__enh_1959","train","Meningioma","Meningioma__enh_2157","train","Meningioma","11","0.999936","0.848101","flip_h","0.999747022","0.836052","1.190811","0.862387161","686","False","46.613950","161719"
"2604","2737","Meningioma__enh_1963","train","Meningioma","Meningioma__enh_2159","train","Meningioma","12","0.999937","0.859375","flip_h","0.999791679","0.755615","1.088604","0.860878145","564","False","47.393405","154252"
"2605","6121","Meningioma__enh_1964","train","Meningioma","Meningioma__enh_961","test","Meningioma","12","0.999936","0.910448","flip_h","0.99977886","0.779236","1.1275","0.933605966","276","True","47.088475","155284"
"2606","2738","Meningioma__enh_1965","train","Meningioma","Meningioma__enh_2160","train","Meningioma","9","0.999921","0.842105","flip_h","0.999736878","0.80761","1.134616","0.881589619","146","False","47.033825","163668"
"2609","2742","Meningioma__enh_1969","train","Meningioma","Meningioma__enh_2164","train","Meningioma","12","0.999935","0.984733","flip_h","0.999774451","0.78783","1.121766","0.956184659","373","True","47.132761","159086"
"2613","2744","Meningioma__enh_1974","train","Meningioma","Meningioma__enh_2167","train","Meningioma","12","0.999902","0.923077","flip_h","0.999676748","0.824123","1.154591","0.927106721","487","True","46.882241","164567"
"2621","2781","Meningioma__enh_1983","train","Meningioma","Meningioma__enh_2213","train","Meningioma","4","0.999908","0.887324","flip_h","0.999676672","0.829678","1.171046","0.925643897","332","True","46.759323","163319"
"2623","6290","Meningioma__enh_1986","train","Meningioma","Meningioma__enh_2176","test","Meningioma","12","0.99993","0.956522","flip_h","0.999740969","0.815834","1.161559","0.909153476","264","True","46.829975","160607"
"2624","6291","Meningioma__enh_1987","train","Meningioma","Meningioma__enh_2177","test","Meningioma","11","0.999909","0.873016","flip_h","0.99968283","0.819111","1.15952","0.848707612","638","False","46.845240","162051"
"2627","5118","Meningioma__enh_1994","train","Meningioma","Meningioma__enh_979","val","Meningioma","6","0.999892","0.962963","flip_h","0.999644468","0.829033","1.172389","0.953869615","242","True","46.749367","162710"
"2633","2782","Meningioma__enh_2004","train","Meningioma","Meningioma__enh_2214","train","Meningioma","9","0.999878","0.911392","flip_h","0.999625208","0.803112","1.146341","0.935977451","318","True","46.944525","159172"
