"first_index","second_index","first_sample_id","first_split","first_class","second_sample_id","second_split","second_class","hamming_distance","pixel_correlation","mask_iou","transform","full_pixel_correlation","full_image_mae","full_image_rmse","full_mask_iou","full_mask_mismatch_pixels","full_verified_likely_duplicate"
"4031","6610","Pituitary tumor__enh_1691","train","Pituitary tumor","Pituitary tumor__enh_2035","test","Pituitary tumor","4","0.999916","0.959184","flip_h","0.999677839","0.800102","1.169826","0.96855853","195","True"
"4052","5598","Pituitary tumor__enh_1721","train","Pituitary tumor","Pituitary tumor__enh_2068","val","Pituitary tumor","6","0.999902","0.926829","flip_h","0.999632327","0.800018","1.164711","0.926391036","381","True"
"4078","5452","Pituitary tumor__enh_1759","train","Pituitary tumor","Pituitary tumor__enh_1086","val","Pituitary tumor","11","0.999911","0.953704","flip_h","0.999665156","0.816727","1.186082","0.917057903","583","True"
"4079","6606","Pituitary tumor__enh_1760","train","Pituitary tumor","Pituitary tumor__enh_2023","test","Pituitary tumor","8","0.99991","0.889831","flip_h","0.999664484","0.809898","1.177726","0.903444607","726","True"
"4126","6462","Pituitary tumor__enh_1831","train","Pituitary tumor","Pituitary tumor__enh_1061","test","Pituitary tumor","5","0.999899","0.882353","flip_h","0.999618468","0.700508","1.100045","0.927059883","162","True"
"4163","5588","Pituitary tumor__enh_1882","train","Pituitary tumor","Pituitary tumor__enh_2002","val","Pituitary tumor","4","0.999907","0.9125","flip_h","0.999634986","0.831074","1.215887","0.946771037","272","True"
"4168","5589","Pituitary tumor__enh_1888","train","Pituitary tumor","Pituitary tumor__enh_2007","val","Pituitary tumor","11","0.999931","0.9","flip_h","0.999738092","0.814594","1.180804","0.907059084","420","True"
"4173","6467","Pituitary tumor__enh_1895","train","Pituitary tumor","Pituitary tumor__enh_1090","test","Pituitary tumor","11","0.999911","0.930233","flip_h","0.999666996","0.805016","1.169712","0.946153846","147","True"
"4199","6587","Pituitary tumor__enh_1928","train","Pituitary tumor","Pituitary tumor__enh_1830","test","Pituitary tumor","8","0.999901","0.958333","flip_h","0.999631174","0.705814","1.117254","0.941043084","182","True"
"4216","5569","Pituitary tumor__enh_1951","train","Pituitary tumor","Pituitary tumor__enh_1850","val","Pituitary tumor","8","0.99992","0.917808","flip_h","0.999678239","0.838673","1.215096","0.901618399","462","True"
"4221","6566","Pituitary tumor__enh_1957","train","Pituitary tumor","Pituitary tumor__enh_1674","test","Pituitary tumor","12","0.999898","0.873016","flip_h","0.999615378","0.865982","1.214815","0.938717949","239","True"
"4245","6592","Pituitary tumor__enh_1986","train","Pituitary tumor","Pituitary tumor__enh_1869","test","Pituitary tumor","11","0.999856","0.896552","flip_h","0.999467023","0.808445","1.180681","0.902135712","362","True"
"4255","6594","Pituitary tumor__enh_2000","train","Pituitary tumor","Pituitary tumor__enh_1880","test","Pituitary tumor","8","0.999919","0.952381","flip_h","0.999678641","0.838879","1.221728","0.927868045","293","True"
"4267","5539","Pituitary tumor__enh_2015","train","Pituitary tumor","Pituitary tumor__enh_1671","val","Pituitary tumor","11","0.999917","0.95122","flip_h","0.999675752","0.83181","1.206174","0.942315137","149","True"
"4278","5552","Pituitary tumor__enh_2031","train","Pituitary tumor","Pituitary tumor__enh_1761","val","Pituitary tumor","5","0.999912","0.969388","flip_h","0.999670078","0.807655","1.17851","0.956507937","274","True"
"4340","6496","Pituitary tumor__enh_2137","train","Pituitary tumor","Pituitary tumor__enh_1214","test","Pituitary tumor","6","0.999876","0.954545","flip_h","0.999556435","0.88649","1.234872","0.937530384","257","True"
"4343","6704","Pituitary tumor__enh_2140","train","Pituitary tumor","Pituitary tumor__enh_2640","test","Pituitary tumor","9","0.999938","0.875","flip_h","0.999778758","0.835747","1.171748","0.945042493","194","True"
"4346","6705","Pituitary tumor__enh_2143","train","Pituitary tumor","Pituitary tumor__enh_2642","test","Pituitary tumor","8","0.999917","0.933333","flip_h","0.999733638","0.8013","1.128416","0.923653715","224","True"
"4361","6694","Pituitary tumor__enh_2166","train","Pituitary tumor","Pituitary tumor__enh_2567","test","Pituitary tumor","6","0.999839","0.965517","flip_h","0.999468027","0.885044","1.220787","0.920146138","306","True"
"4370","6696","Pituitary tumor__enh_2185","train","Pituitary tumor","Pituitary tumor__enh_2581","test","Pituitary tumor","9","0.999927","1","flip_h","0.999751761","0.803001","1.136276","0.917721519","52","True"
"4372","6492","Pituitary tumor__enh_2187","train","Pituitary tumor","Pituitary tumor__enh_1196","test","Pituitary tumor","7","0.999881","1","flip_h","0.999530192","0.895859","1.255812","0.900826446","72","True"
"4386","6698","Pituitary tumor__enh_2205","train","Pituitary tumor","Pituitary tumor__enh_2602","test","Pituitary tumor","6","0.999878","0.857143","flip_h","0.99960363","0.816704","1.145984","0.922916667","37","True"
"4401","6701","Pituitary tumor__enh_2225","train","Pituitary tumor","Pituitary tumor__enh_2620","test","Pituitary tumor","6","0.999919","0.875","flip_h","0.999724202","0.83482","1.169733","0.938138138","206","True"
"4405","6702","Pituitary tumor__enh_2230","train","Pituitary tumor","Pituitary tumor__enh_2625","test","Pituitary tumor","11","0.999928","0.971429","flip_h","0.999761083","0.811428","1.142371","0.931756142","150","True"
"4416","5694","Pituitary tumor__enh_2245","train","Pituitary tumor","Pituitary tumor__enh_2636","val","Pituitary tumor","9","0.999888","0.934426","flip_h","0.999599785","0.879601","1.236934","0.938983051","234","True"
"4421","5670","Pituitary tumor__enh_2253","train","Pituitary tumor","Pituitary tumor__enh_2498","val","Pituitary tumor","8","0.999881","0.954545","flip_h","0.999589738","0.847252","1.189099","0.944264653","155","True"
"4422","6485","Pituitary tumor__enh_2255","train","Pituitary tumor","Pituitary tumor__enh_1168","test","Pituitary tumor","1","0.999876","0.891892","flip_h","0.999580798","0.83625","1.177904","0.940346084","131","True"
"4455","5463","Pituitary tumor__enh_2304","train","Pituitary tumor","Pituitary tumor__enh_1181","val","Pituitary tumor","8","0.999867","0.857143","flip_h","0.999536999","0.882423","1.236268","0.918994413","116","True"
"4458","6491","Pituitary tumor__enh_2307","train","Pituitary tumor","Pituitary tumor__enh_1182","test","Pituitary tumor","11","0.999915","0.941176","flip_h","0.999718035","0.825245","1.164474","0.936413541","139","True"
"4464","5682","Pituitary tumor__enh_2318","train","Pituitary tumor","Pituitary tumor__enh_2551","val","Pituitary tumor","8","0.999896","0.9375","flip_h","0.9996041","0.888161","1.24424","0.91023166","279","True"
"4467","5655","Pituitary tumor__enh_2325","train","Pituitary tumor","Pituitary tumor__enh_2419","val","Pituitary tumor","10","0.999904","0.906667","flip_h","0.999705037","0.778419","1.108198","0.931917552","327","True"
"4468","5656","Pituitary tumor__enh_2327","train","Pituitary tumor","Pituitary tumor__enh_2420","val","Pituitary tumor","8","0.999916","0.912088","flip_h","0.999728669","0.804676","1.136281","0.926913156","425","True"
"4504","6681","Pituitary tumor__enh_2371","train","Pituitary tumor","Pituitary tumor__enh_2462","test","Pituitary tumor","10","0.999908","0.944444","flip_h","0.999654113","0.877617","1.229517","0.905957447","221","True"
"4506","5662","Pituitary tumor__enh_2373","train","Pituitary tumor","Pituitary tumor__enh_2464","val","Pituitary tumor","12","0.999841","0.882353","flip_h","0.999462871","0.854664","1.188924","0.924392439","168","True"
"4512","5665","Pituitary tumor__enh_2381","train","Pituitary tumor","Pituitary tumor__enh_2470","val","Pituitary tumor","8","0.999885","0.88","flip_h","0.999605106","0.855965","1.201358","0.911369193","145","True"
"4517","6682","Pituitary tumor__enh_2387","train","Pituitary tumor","Pituitary tumor__enh_2479","test","Pituitary tumor","9","0.999901","0.923077","flip_h","0.999695792","0.803741","1.131013","0.930490654","119","True"
"4530","6671","Pituitary tumor__enh_2408","train","Pituitary tumor","Pituitary tumor__enh_2400","test","Pituitary tumor","9","0.999848","0.918919","flip_h","0.999495896","0.873047","1.221564","0.935700777","306","True"
"4532","5640","Pituitary tumor__enh_2411","train","Pituitary tumor","Pituitary tumor__enh_2319","val","Pituitary tumor","4","0.999864","0.943662","flip_h","0.999550025","0.860718","1.207752","0.962588028","170","True"
"4533","6662","Pituitary tumor__enh_2412","train","Pituitary tumor","Pituitary tumor__enh_2320","test","Pituitary tumor","5","0.999874","0.894737","flip_h","0.999560334","0.884968","1.228733","0.919965577","279","True"
"4534","6664","Pituitary tumor__enh_2415","train","Pituitary tumor","Pituitary tumor__enh_2323","test","Pituitary tumor","8","0.999828","0.97561","flip_h","0.999418947","0.872505","1.225287","0.941729323","155","True"
"4540","5642","Pituitary tumor__enh_2425","train","Pituitary tumor","Pituitary tumor__enh_2332","val","Pituitary tumor","9","0.999867","0.912281","flip_h","0.999548483","0.864033","1.215828","0.914516129","318","True"
"4572","6673","Pituitary tumor__enh_2472","train","Pituitary tumor","Pituitary tumor__enh_2404","test","Pituitary tumor","6","0.999906","0.952381","flip_h","0.9996494","0.868221","1.225665","0.906637491","128","True"
"4574","6667","Pituitary tumor__enh_2474","train","Pituitary tumor","Pituitary tumor__enh_2386","test","Pituitary tumor","5","0.999916","0.826087","flip_h","0.999714051","0.84557","1.175552","0.916485113","115","True"
"4585","6670","Pituitary tumor__enh_2488","train","Pituitary tumor","Pituitary tumor__enh_2395","test","Pituitary tumor","6","0.999899","0.862069","flip_h","0.999696167","0.778145","1.107424","0.921286031","284","True"
"4596","5632","Pituitary tumor__enh_2513","train","Pituitary tumor","Pituitary tumor__enh_2273","val","Pituitary tumor","8","0.999857","0.925926","flip_h","0.999448973","0.881145","1.250127","0.902670623","164","True"
"4597","6655","Pituitary tumor__enh_2514","train","Pituitary tumor","Pituitary tumor__enh_2274","test","Pituitary tumor","8","0.999855","0.964286","flip_h","0.999463799","0.868946","1.232416","0.939988459","104","True"
"4605","6657","Pituitary tumor__enh_2527","train","Pituitary tumor","Pituitary tumor__enh_2290","test","Pituitary tumor","6","0.999785","0.928571","flip_h","0.999395481","0.81282","1.138747","0.93223102","291","True"
"4617","5637","Pituitary tumor__enh_2542","train","Pituitary tumor","Pituitary tumor__enh_2308","val","Pituitary tumor","4","0.999912","0.902439","flip_h","0.999709389","0.814846","1.152438","0.928076923","187","True"
"4630","5611","Pituitary tumor__enh_2560","train","Pituitary tumor","Pituitary tumor__enh_2158","val","Pituitary tumor","5","0.999919","0.933333","flip_h","0.999726644","0.820496","1.152258","0.969716758","371","True"
"4631","5612","Pituitary tumor__enh_2561","train","Pituitary tumor","Pituitary tumor__enh_2159","val","Pituitary tumor","6","0.999924","0.920904","flip_h","0.999751654","0.809803","1.1384","0.901509831","1122","True"
"4634","5613","Pituitary tumor__enh_2564","train","Pituitary tumor","Pituitary tumor__enh_2162","val","Pituitary tumor","7","0.999839","0.910256","flip_h","0.999453232","0.874741","1.220967","0.929824561","344","True"
"4646","5617","Pituitary tumor__enh_2579","train","Pituitary tumor","Pituitary tumor__enh_2182","val","Pituitary tumor","6","0.999907","1","flip_h","0.999700361","0.794079","1.116482","0.926470588","35","True"
"4670","6647","Pituitary tumor__enh_2610","train","Pituitary tumor","Pituitary tumor__enh_2214","test","Pituitary tumor","5","0.999881","0.942857","flip_h","0.9995572","0.896297","1.253604","0.939029626","142","True"
"4671","6648","Pituitary tumor__enh_2611","train","Pituitary tumor","Pituitary tumor__enh_2216","test","Pituitary tumor","6","0.99981","0.911765","flip_h","0.999366786","0.865063","1.204404","0.943000456","125","True"
"4685","6650","Pituitary tumor__enh_2634","train","Pituitary tumor","Pituitary tumor__enh_2242","test","Pituitary tumor","8","0.999922","0.927083","flip_h","0.999744382","0.799519","1.128316","0.928945645","434","True"
"4686","6633","Pituitary tumor__enh_2637","train","Pituitary tumor","Pituitary tumor__enh_2136","test","Pituitary tumor","10","0.999888","0.909091","flip_h","0.999586545","0.885578","1.249522","0.943081452","232","True"
"5099","6147","Meningioma__enh_821","val","Meningioma","Meningioma__enh_1211","test","Meningioma","11","0.999943","0.892308","flip_h","0.99978643","0.631268","1.033576","0.910510659","361","True"
"5105","6460","Meningioma__enh_872","val","Meningioma","Pituitary tumor__enh_1043","test","Pituitary tumor","11","0.999945","0.902439","flip_h","0.999789222","0.732647","1.127315","0.934535476","167","True"
"5107","6191","Meningioma__enh_886","val","Meningioma","Meningioma__enh_1483","test","Meningioma","7","0.99995","0.931034","flip_h","0.999819042","0.718384","1.094395","0.93388874","246","True"
"5110","6199","Meningioma__enh_903","val","Meningioma","Meningioma__enh_1549","test","Meningioma","10","0.999923","0.925373","flip_h","0.999764573","0.677341","1.04055","0.927379341","322","True"
"5123","6161","Meningioma__enh_1018","val","Meningioma","Meningioma__enh_1279","test","Meningioma","12","0.999938","0.92","flip_h","0.999828217","0.560814","0.923454","0.927911275","117","True"
"5177","6220","Meningioma__enh_1451","val","Meningioma","Meningioma__enh_1676","test","Meningioma","8","0.999838","0.842105","flip_h","0.999472903","0.758755","1.099037","0.900990099","110","True"
"5183","6114","Meningioma__enh_1523","val","Meningioma","Meningioma__enh_896","test","Meningioma","12","0.999942","0.961538","flip_h","0.999827845","0.658016","1.006678","0.925634825","492","True"
"5198","6240","Meningioma__enh_1608","val","Meningioma","Meningioma__enh_1813","test","Meningioma","7","0.99993","0.878049","flip_h","0.99976908","0.68552","1.049461","0.930992242","169","True"
"5209","6190","Meningioma__enh_1697","val","Meningioma","Meningioma__enh_1476","test","Meningioma","10","0.999936","0.911765","flip_h","0.999805374","0.673031","1.02587","0.93868142","266","True"
"5502","6522","Pituitary tumor__enh_1449","val","Pituitary tumor","Pituitary tumor__enh_1394","test","Pituitary tumor","11","0.999929","0.964286","flip_h","0.999755849","0.63208","1.048372","0.955406912","160","True"
"5532","6624","Pituitary tumor__enh_1649","val","Pituitary tumor","Pituitary tumor__enh_2102","test","Pituitary tumor","8","0.999935","0.955224","flip_h","0.999751384","0.792633","1.162242","0.941210643","506","True"
"5568","6463","Pituitary tumor__enh_1848","val","Pituitary tumor","Pituitary tumor__enh_1068","test","Pituitary tumor","11","0.999909","0.909091","flip_h","0.999642853","0.81958","1.201815","0.908673176","318","True"
"5625","6495","Pituitary tumor__enh_2239","val","Pituitary tumor","Pituitary tumor__enh_1212","test","Pituitary tumor","11","0.999926","0.95","flip_h","0.999757037","0.81654","1.142728","0.94375581","363","True"
"5628","6685","Pituitary tumor__enh_2254","val","Pituitary tumor","Pituitary tumor__enh_2499","test","Pituitary tumor","3","0.999876","0.928571","flip_h","0.999561121","0.85601","1.195941","0.936755952","170","True"
"5659","6665","Pituitary tumor__enh_2440","val","Pituitary tumor","Pituitary tumor__enh_2348","test","Pituitary tumor","12","0.999902","0.910714","flip_h","0.999684402","0.818108","1.153575","0.9395218","215","True"
