"first_sample_id","first_split","first_class","first_source","first_image_path","second_sample_id","second_split","second_class","second_source","second_image_path","hamming_distance","pixel_correlation","mask_iou","transform","strong","likely_duplicate","full_pixel_correlation","full_image_mae","full_image_rmse","full_image_psnr","full_image_mismatch_pixels","full_mask_iou","full_mask_mismatch_pixels","full_verified_likely_duplicate"
"Meningioma__enh_1326","train","Meningioma","brisc2025","Meningioma/enh_1326.png","Meningioma__enh_1212","test","Meningioma","brisc2025","Meningioma/enh_1212.png","11","0.999873","0.973684","flip_h","False","True","0.999665015","0.532394","0.914488","48.907243","109155","0.913617021","203","True"
"Meningioma__enh_1334","train","Meningioma","brisc2025","Meningioma/enh_1334.png","Meningioma__enh_1027","test","Meningioma","brisc2025","Meningioma/enh_1027.png","12","0.999939","0.755102","flip_h","False","False","0.999811727","0.584084","0.977445","48.328958","116991","0.753765553","752","False"
"Meningioma__enh_1349","train","Meningioma","brisc2025","Meningioma/enh_1349.png","Meningioma__enh_1099","test","Meningioma","brisc2025","Meningioma/enh_1099.png","10","0.999933","0.88","flip_h","False","False","0.999739364","0.637264","1.06953","47.546945","120151","0.88960412","343","False"
"Meningioma__enh_1355","train","Meningioma","brisc2025","Meningioma/enh_1355.png","Meningioma__enh_773","val","Meningioma","brisc2025","Meningioma/enh_773.png","11","0.999943","0.774194","flip_h","False","False","0.99979484","0.617973","1.048193","47.721976","117026","0.743970315","552","False"
"Meningioma__enh_1360","train","Meningioma","brisc2025","Meningioma/enh_1360.png","Meningioma__enh_781","val","Meningioma","brisc2025","Meningioma/enh_781.png","12","0.999908","0.9","flip_h","False","True","0.999747694","0.529221","0.913303","48.918509","108661","0.931075937","344","True"
"Meningioma__enh_1399","train","Meningioma","brisc2025","Meningioma/enh_1399.png","Meningioma__enh_1056","test","Meningioma","brisc2025","Meningioma/enh_1056.png","12","0.999916","0.88","flip_h","False","False","0.999738557","0.576584","0.968648","48.407487","115266","0.89984639","326","False"
"Meningioma__enh_1407","train","Meningioma","brisc2025","Meningioma/enh_1407.png","Meningioma__enh_1062","test","Meningioma","brisc2025","Meningioma/enh_1062.png","12","0.999943","0.967742","flip_h","False","True","0.999853061","0.490986","0.862572","49.414899","103569","0.957261495","422","True"
"Meningioma__enh_1422","train","Meningioma","brisc2025","Meningioma/enh_1422.png","Meningioma__enh_1648","val","Meningioma","brisc2025","Meningioma/enh_1648.png","11","0.999945","0.827869","flip_h","False","False","0.999830162","0.632721","1.002572","48.108496","128624","0.833526012","1296","False"
"Meningioma__enh_1424","train","Meningioma","brisc2025","Meningioma/enh_1424.png","Meningioma__enh_868","val","Meningioma","brisc2025","Meningioma/enh_868.png","9","0.999941","0.969697","flip_h","False","True","0.999808805","0.662792","1.027282","47.897006","134440","0.946990741","458","True"
"Meningioma__enh_1428","train","Meningioma","brisc2025","Meningioma/enh_1428.png","Glioma__enh_250","test","Glioma","original","Glioma/enh_250.png","9","0.982872","0.806452","identity","False","False","0.972103969","27.447014","36.682165","16.841704","260552","0.824613852","352","False"
"Meningioma__enh_1450","train","Meningioma","brisc2025","Meningioma/enh_1450.png","Glioma__enh_389","val","Glioma","original","Glioma/enh_389.png","10","0.980143","0.840909","identity","False","False","0.966189563","27.340885","35.974502","17.010908","260208","0.876873662","345","False"
"Meningioma__enh_1455","train","Meningioma","brisc2025","Meningioma/enh_1455.png","Meningioma__enh_1679","test","Meningioma","brisc2025","Meningioma/enh_1679.png","8","0.999902","0.790698","flip_h","True","False","0.999624141","0.884747","1.228621","46.342444","169360","0.916832471","209","True"
"Meningioma__enh_1461","train","Meningioma","brisc2025","Meningioma/enh_1461.png","Meningioma__enh_880","val","Meningioma","brisc2025","Meningioma/enh_880.png","7","0.999936","0.75","flip_h","True","False","0.999759384","0.723354","1.119257","47.152211","138589","0.851851852","336","False"
"Meningioma__enh_1463","train","Meningioma","brisc2025","Meningioma/enh_1463.png","Meningioma__enh_1685","val","Meningioma","brisc2025","Meningioma/enh_1685.png","10","0.999938","0.885714","flip_h","False","False","0.999770537","0.7155","1.107048","47.247474","137135","0.856963087","341","False"
"Meningioma__enh_1464","train","Meningioma","brisc2025","Meningioma/enh_1464.png","Meningioma__enh_1686","val","Meningioma","brisc2025","Meningioma/enh_1686.png","10","0.999917","0.830986","flip_h","False","False","0.999719405","0.699032","1.077387","47.483369","137249","0.836419081","751","False"
"Meningioma__enh_1466","train","Meningioma","brisc2025","Meningioma/enh_1466.png","Meningioma__enh_1688","test","Meningioma","brisc2025","Meningioma/enh_1688.png","12","0.999924","0.909091","flip_h","False","True","0.99973499","0.710232","1.099987","47.303049","138036","0.95483871","189","True"
"Meningioma__enh_1473","train","Meningioma","brisc2025","Meningioma/enh_1473.png","Meningioma__enh_1694","val","Meningioma","brisc2025","Meningioma/enh_1694.png","11","0.999909","0.92","flip_h","False","True","0.999724031","0.647148","1.008009","48.061513","132333","0.903888025","309","True"
"Meningioma__enh_1482","train","Meningioma","brisc2025","Meningioma/enh_1482.png","Meningioma__enh_1703","val","Meningioma","brisc2025","Meningioma/enh_1703.png","9","0.99995","0.925","flip_h","False","True","0.999819502","0.709785","1.083715","47.432501","139685","0.914783253","230","True"
"Meningioma__enh_1519","train","Meningioma","brisc2025","Meningioma/enh_1519.png","Meningioma__enh_1735","test","Meningioma","brisc2025","Meningioma/enh_1735.png","10","0.999933","0.974684","flip_h","False","True","0.999776415","0.675007","1.046585","47.735311","134937","0.945783133","288","True"
"Meningioma__enh_1532","train","Meningioma","brisc2025","Meningioma/enh_1532.png","Meningioma__enh_898","val","Meningioma","brisc2025","Meningioma/enh_898.png","6","0.999915","0.920635","flip_h","True","True","0.999754855","0.669838","1.017543","47.979752","138515","0.927580894","282","True"
"Meningioma__enh_1536","train","Meningioma","brisc2025","Meningioma/enh_1536.png","Meningioma__enh_1746","val","Meningioma","brisc2025","Meningioma/enh_1746.png","10","0.999932","0.903226","flip_h","False","True","0.999785781","0.657211","1.024078","47.924139","133367","0.921215242","459","True"
"Meningioma__enh_1538","train","Meningioma","brisc2025","Meningioma/enh_1538.png","Meningioma__enh_1748","val","Meningioma","brisc2025","Meningioma/enh_1748.png","11","0.99994","0.961538","flip_h","False","True","0.999817878","0.633358","1.004368","48.092948","128773","0.939883268","309","True"
"Meningioma__enh_1544","train","Meningioma","brisc2025","Meningioma/enh_1544.png","Meningioma__enh_1753","val","Meningioma","brisc2025","Meningioma/enh_1753.png","11","0.999946","0.933333","flip_h","False","True","0.999805948","0.718822","1.109129","47.231162","138770","0.947785548","112","True"
"Meningioma__enh_1552","train","Meningioma","brisc2025","Meningioma/enh_1552.png","Meningioma__enh_1759","val","Meningioma","brisc2025","Meningioma/enh_1759.png","11","0.999921","0.940299","flip_h","False","True","0.99976136","0.658478","1.010621","48.039038","135627","0.940860215","253","True"
"Meningioma__enh_1558","train","Meningioma","brisc2025","Meningioma/enh_1558.png","Meningioma__enh_1764","test","Meningioma","brisc2025","Meningioma/enh_1764.png","8","0.999946","0.733333","flip_h","True","False","0.999811117","0.683903","1.068684","47.553815","133989","0.710220191","1395","False"
"Meningioma__enh_1572","train","Meningioma","brisc2025","Meningioma/enh_1572.png","Meningioma__enh_1774","val","Meningioma","brisc2025","Meningioma/enh_1774.png","9","0.999915","0.92","flip_h","False","True","0.999719766","0.700169","1.064725","47.586051","140456","0.908362704","286","True"
"Meningioma__enh_1573","train","Meningioma","brisc2025","Meningioma/enh_1573.png","Meningioma__enh_1775","test","Meningioma","brisc2025","Meningioma/enh_1775.png","6","0.999947","0.964912","flip_h","True","True","0.999819258","0.663116","1.043707","47.759229","131256","0.93615257","231","True"
"Meningioma__enh_1601","train","Meningioma","brisc2025","Meningioma/enh_1601.png","Meningioma__enh_1808","val","Meningioma","brisc2025","Meningioma/enh_1808.png","12","0.999919","0.961538","flip_h","False","True","0.999732541","0.687336","1.053553","47.677676","137652","0.923110915","522","True"
"Meningioma__enh_1604","train","Meningioma","brisc2025","Meningioma/enh_1604.png","Meningioma__enh_1810","val","Meningioma","brisc2025","Meningioma/enh_1810.png","5","0.999927","0.963415","flip_h","True","True","0.999749365","0.705017","1.076305","47.492098","139780","0.953573097","497","True"
"Meningioma__enh_1613","train","Meningioma","brisc2025","Meningioma/enh_1613.png","Meningioma__enh_1816","val","Meningioma","brisc2025","Meningioma/enh_1816.png","10","0.999905","0.98","flip_h","False","True","0.999650444","0.720745","1.103892","47.272269","139628","0.938588722","208","True"
"Meningioma__enh_1616","train","Meningioma","brisc2025","Meningioma/enh_1616.png","Meningioma__enh_1818","val","Meningioma","brisc2025","Meningioma/enh_1818.png","8","0.999939","0.9","flip_h","True","True","0.999825209","0.619865","0.961616","48.470769","130663","0.890432099","71","False"
"Meningioma__enh_1618","train","Meningioma","brisc2025","Meningioma/enh_1618.png","Meningioma__enh_922","test","Meningioma","brisc2025","Meningioma/enh_922.png","11","0.999936","0.932331","flip_h","False","True","0.99979476","0.671993","1.044016","47.756660","134257","0.908822487","772","True"
"Meningioma__enh_1628","train","Meningioma","brisc2025","Meningioma/enh_1628.png","Meningioma__enh_1711","val","Meningioma","brisc2025","Meningioma/enh_1711.png","11","0.99995","0.833333","flip_h","False","False","0.999841741","0.63522","0.995697","48.168257","130231","0.701823949","376","False"
"Meningioma__enh_1629","train","Meningioma","brisc2025","Meningioma/enh_1629.png","Meningioma__enh_889","test","Meningioma","brisc2025","Meningioma/enh_889.png","11","0.999951","1","flip_h","False","True","0.999855247","0.610413","0.973961","48.359969","125703","0.849206349","171","False"
"Meningioma__enh_1630","train","Meningioma","brisc2025","Meningioma/enh_1630.png","Meningioma__enh_1712","val","Meningioma","brisc2025","Meningioma/enh_1712.png","11","0.999934","0.950495","flip_h","False","True","0.999777523","0.675385","1.04515","47.747231","135238","0.946510913","348","True"
"Meningioma__enh_1638","train","Meningioma","brisc2025","Meningioma/enh_1638.png","Meningioma__enh_1720","val","Meningioma","brisc2025","Meningioma/enh_1720.png","9","0.999921","0.859375","flip_h","False","False","0.999750127","0.669464","1.031716","47.859600","135285","0.843934373","1931","False"
"Meningioma__enh_1639","train","Meningioma","brisc2025","Meningioma/enh_1639.png","Meningioma__enh_1721","test","Meningioma","brisc2025","Meningioma/enh_1721.png","10","0.99992","0.916129","flip_h","False","True","0.999748258","0.667118","1.031481","47.861578","134213","0.922243596","768","True"
"Meningioma__enh_1642","train","Meningioma","brisc2025","Meningioma/enh_1642.png","Meningioma__enh_1723","val","Meningioma","brisc2025","Meningioma/enh_1723.png","10","0.999936","0.94","flip_h","False","True","0.999799119","0.64027","1.014894","48.002388","129201","0.941386816","377","True"
"Meningioma__enh_1644","train","Meningioma","brisc2025","Meningioma/enh_1644.png","Meningioma__enh_1724","val","Meningioma","brisc2025","Meningioma/enh_1724.png","11","0.999945","0.903226","flip_h","False","True","0.999844398","0.609959","0.960399","48.481766","128319","0.905599729","558","True"
"Meningioma__enh_1682","train","Meningioma","brisc2025","Meningioma/enh_1682.png","Meningioma__enh_1459","test","Meningioma","brisc2025","Meningioma/enh_1459.png","8","0.999889","0.97619","flip_h","True","True","0.999572354","0.830223","1.189067","46.626680","159471","0.92747942","185","True"
"Meningioma__enh_1689","train","Meningioma","brisc2025","Meningioma/enh_1689.png","Meningioma__enh_1467","test","Meningioma","brisc2025","Meningioma/enh_1467.png","8","0.999914","0.883721","flip_h","True","False","0.999714801","0.689804","1.068618","47.554352","135727","0.914254703","237","True"
"Meningioma__enh_1690","train","Meningioma","brisc2025","Meningioma/enh_1690.png","Meningioma__enh_1469","test","Meningioma","brisc2025","Meningioma/enh_1469.png","6","0.999947","0.802326","flip_h","True","False","0.999833243","0.646122","1.009954","48.044767","131126","0.861079437","731","False"
"Meningioma__enh_1706","train","Meningioma","brisc2025","Meningioma/enh_1706.png","Meningioma__enh_1486","test","Meningioma","brisc2025","Meningioma/enh_1486.png","10","0.999955","0.919643","flip_h","False","True","0.999818191","0.725979","1.118704","47.156498","138477","0.933812139","470","True"
"Meningioma__enh_1708","train","Meningioma","brisc2025","Meningioma/enh_1708.png","Meningioma__enh_1623","val","Meningioma","brisc2025","Meningioma/enh_1623.png","10","0.999947","0.905882","flip_h","False","True","0.999788827","0.728764","1.129634","47.072047","137825","0.924271109","400","True"
"Meningioma__enh_1714","train","Meningioma","brisc2025","Meningioma/enh_1714.png","Meningioma__enh_1633","test","Meningioma","brisc2025","Meningioma/enh_1633.png","9","0.99993","0.964072","flip_h","False","True","0.99976851","0.690228","1.065188","47.582282","136628","0.960855081","423","True"
"Meningioma__enh_1730","train","Meningioma","brisc2025","Meningioma/enh_1730.png","Meningioma__enh_1513","test","Meningioma","brisc2025","Meningioma/enh_1513.png","10","0.999945","0.758621","flip_h","False","False","0.999826964","0.646221","1.018571","47.970977","130957","0.899616018","183","False"
"Meningioma__enh_1731","train","Meningioma","brisc2025","Meningioma/enh_1731.png","Meningioma__enh_1514","val","Meningioma","brisc2025","Meningioma/enh_1514.png","11","0.999942","0.861111","flip_h","False","False","0.999805777","0.683544","1.057442","47.645674","135919","0.909847434","195","True"
"Meningioma__enh_1737","train","Meningioma","brisc2025","Meningioma/enh_1737.png","Meningioma__enh_1522","val","Meningioma","brisc2025","Meningioma/enh_1522.png","10","0.99994","0.920354","flip_h","False","True","0.999809372","0.66806","1.034426","47.836812","135457","0.924605894","550","True"
"Meningioma__enh_1760","train","Meningioma","brisc2025","Meningioma/enh_1760.png","Meningioma__enh_1553","val","Meningioma","brisc2025","Meningioma/enh_1553.png","8","0.999921","0.971831","flip_h","True","True","0.99975569","0.679699","1.033956","47.840762","138776","0.962525095","168","True"
"Meningioma__enh_1761","train","Meningioma","brisc2025","Meningioma/enh_1761.png","Meningioma__enh_1554","val","Meningioma","brisc2025","Meningioma/enh_1554.png","10","0.999917","0.87931","flip_h","False","False","0.99974462","0.630013","1.000843","48.123487","128393","0.897414966","377","False"
"Meningioma__enh_1762","train","Meningioma","brisc2025","Meningioma/enh_1762.png","Meningioma__enh_1555","test","Meningioma","brisc2025","Meningioma/enh_1555.png","11","0.999946","0.915254","flip_h","False","True","0.999829757","0.638302","1.009142","48.051757","129573","0.934364995","246","True"
"Meningioma__enh_1763","train","Meningioma","brisc2025","Meningioma/enh_1763.png","Meningioma__enh_1556","test","Meningioma","brisc2025","Meningioma/enh_1556.png","8","0.999942","0.928571","flip_h","True","True","0.999797242","0.665009","1.053127","47.681185","131394","0.904433922","444","True"
"Meningioma__enh_1794","train","Meningioma","brisc2025","Meningioma/enh_1794.png","Meningioma__enh_1539","test","Meningioma","brisc2025","Meningioma/enh_1539.png","8","0.999934","0.958904","flip_h","True","True","0.999792794","0.672165","1.037586","47.810325","135660","0.966695316","155","True"
"Meningioma__enh_1797","train","Meningioma","brisc2025","Meningioma/enh_1797.png","Meningioma__enh_1578","val","Meningioma","brisc2025","Meningioma/enh_1578.png","7","0.999926","0.958904","flip_h","True","True","0.999744245","0.706722","1.081437","47.450779","138981","0.959415933","189","True"
"Meningioma__enh_1804","train","Meningioma","brisc2025","Meningioma/enh_1804.png","Meningioma__enh_1596","test","Meningioma","brisc2025","Meningioma/enh_1596.png","10","0.999949","0.921053","flip_h","False","True","0.999847134","0.618881","0.982389","48.285135","127109","0.908368201","438","True"
"Meningioma__enh_1847","train","Meningioma","brisc2025","Meningioma/enh_1847.png","Meningioma__enh_2097","val","Meningioma","brisc2025","Meningioma/enh_2097.png","12","0.999915","0.835443","flip_h","False","False","0.999734459","0.757118","1.096241","47.332684","153840","0.85543131","724","False"
"Meningioma__enh_1867","train","Meningioma","brisc2025","Meningioma/enh_1867.png","Meningioma__enh_946","val","Meningioma","brisc2025","Meningioma/enh_946.png","12","0.999898","0.858974","flip_h","False","False","0.999671466","0.804577","1.150155","46.915675","159942","0.934047469","314","True"
"Meningioma__enh_1869","train","Meningioma","brisc2025","Meningioma/enh_1869.png","Meningioma__enh_2115","test","Meningioma","brisc2025","Meningioma/enh_2115.png","12","0.999901","0.848485","flip_h","False","False","0.999699001","0.758545","1.092103","47.365535","154335","0.933591857","137","True"
"Meningioma__enh_1878","train","Meningioma","brisc2025","Meningioma/enh_1878.png","Meningioma__enh_2278","val","Meningioma","brisc2025","Meningioma/enh_2278.png","6","0.999925","0.891892","flip_h","True","False","0.99974862","0.791042","1.119014","47.154089","159943","0.93545611","150","True"
"Meningioma__enh_1904","train","Meningioma","brisc2025","Meningioma/enh_1904.png","Meningioma__enh_947","val","Meningioma","brisc2025","Meningioma/enh_947.png","10","0.999937","0.888889","flip_h","False","False","0.999775264","0.786102","1.140304","46.990391","155057","0.860450563","223","False"
"Meningioma__enh_1905","train","Meningioma","brisc2025","Meningioma/enh_1905.png","Meningioma__enh_2116","val","Meningioma","brisc2025","Meningioma/enh_2116.png","9","0.999923","0.921053","flip_h","False","True","0.999740038","0.793228","1.13285","47.047359","158465","0.934774067","166","True"
"Meningioma__enh_1931","train","Meningioma","brisc2025","Meningioma/enh_1931.png","Meningioma__enh_2137","val","Meningioma","brisc2025","Meningioma/enh_2137.png","9","0.999792","0.676471","flip_h","False","False","0.999345343","0.866627","1.205626","46.506554","168121","0.666890681","1487","False"
"Meningioma__enh_1937","train","Meningioma","brisc2025","Meningioma/enh_1937.png","Meningioma__enh_2143","val","Meningioma","brisc2025","Meningioma/enh_2143.png","12","0.999966","0.878049","flip_h","False","False","0.999882167","0.726852","1.066435","47.572117","147778","0.885980592","893","False"
"Meningioma__enh_1956","train","Meningioma","brisc2025","Meningioma/enh_1956.png","Meningioma__enh_2155","val","Meningioma","brisc2025","Meningioma/enh_2155.png","7","0.999915","0.934959","flip_h","True","True","0.999678368","0.856197","1.211481","46.464473","163870","0.925373134","585","True"
"Meningioma__enh_1957","train","Meningioma","brisc2025","Meningioma/enh_1957.png","Meningioma__enh_2156","val","Meningioma","brisc2025","Meningioma/enh_2156.png","8","0.999927","0.944954","flip_h","True","True","0.999712685","0.857849","1.22196","46.389662","163487","0.967942238","222","True"
"Meningioma__enh_1964","train","Meningioma","brisc2025","Meningioma/enh_1964.png","Meningioma__enh_961","test","Meningioma","brisc2025","Meningioma/enh_961.png","12","0.999936","0.910448","flip_h","False","True","0.99977886","0.779236","1.1275","47.088475","155284","0.933605966","276","True"
"Meningioma__enh_1986","train","Meningioma","brisc2025","Meningioma/enh_1986.png","Meningioma__enh_2176","test","Meningioma","brisc2025","Meningioma/enh_2176.png","12","0.99993","0.956522","flip_h","False","True","0.999740969","0.815834","1.161559","46.829975","160607","0.909153476","264","True"
"Meningioma__enh_1987","train","Meningioma","brisc2025","Meningioma/enh_1987.png","Meningioma__enh_2177","test","Meningioma","brisc2025","Meningioma/enh_2177.png","11","0.999909","0.873016","flip_h","False","False","0.99968283","0.819111","1.15952","46.845240","162051","0.848707612","638","False"
"Meningioma__enh_1994","train","Meningioma","brisc2025","Meningioma/enh_1994.png","Meningioma__enh_979","val","Meningioma","brisc2025","Meningioma/enh_979.png","6","0.999892","0.962963","flip_h","True","True","0.999644468","0.829033","1.172389","46.749367","162710","0.953869615","242","True"
"Meningioma__enh_2046","train","Meningioma","brisc2025","Meningioma/enh_2046.png","Meningioma__enh_987","val","Meningioma","brisc2025","Meningioma/enh_987.png","7","0.999923","0.730769","flip_h","True","False","0.99975464","0.801075","1.135999","47.023247","161088","0.821451104","283","False"
"Meningioma__enh_2059","train","Meningioma","brisc2025","Meningioma/enh_2059.png","Meningioma__enh_2248","test","Meningioma","brisc2025","Meningioma/enh_2248.png","8","0.999913","0.931034","flip_h","True","True","0.999702848","0.804562","1.152792","46.895783","157919","0.92266048","300","True"
"Meningioma__enh_2071","train","Meningioma","brisc2025","Meningioma/enh_2071.png","Meningioma__enh_2256","test","Meningioma","brisc2025","Meningioma/enh_2256.png","11","0.999938","0.943662","flip_h","False","True","0.999771501","0.811836","1.16258","46.822344","158701","0.927191679","343","True"
"Meningioma__enh_2100","train","Meningioma","brisc2025","Meningioma/enh_2100.png","Meningioma__enh_1849","test","Meningioma","brisc2025","Meningioma/enh_1849.png","11","0.999925","0.92","flip_h","False","True","0.999730011","0.763905","1.107983","47.240140","152467","0.928867813","120","True"
"Meningioma__enh_2112","train","Meningioma","brisc2025","Meningioma/enh_2112.png","Meningioma__enh_1865","test","Meningioma","brisc2025","Meningioma/enh_1865.png","8","0.999915","0.91954","flip_h","True","True","0.999713862","0.81398","1.171439","46.756412","159188","0.939767913","327","True"
"Meningioma__enh_2113","train","Meningioma","brisc2025","Meningioma/enh_2113.png","Meningioma__enh_1866","val","Meningioma","brisc2025","Meningioma/enh_1866.png","8","0.999903","0.978261","flip_h","True","True","0.999673865","0.832832","1.176631","46.717998","163649","0.972273567","165","True"
"Meningioma__enh_2127","train","Meningioma","brisc2025","Meningioma/enh_2127.png","Meningioma__enh_1919","val","Meningioma","brisc2025","Meningioma/enh_1919.png","12","0.999919","0.918367","flip_h","False","True","0.999734968","0.818733","1.145191","46.953245","164936","0.926620599","223","True"
"Meningioma__enh_2182","train","Meningioma","brisc2025","Meningioma/enh_2182.png","Meningioma__enh_1995","test","Meningioma","brisc2025","Meningioma/enh_1995.png","7","0.999886","0.954545","flip_h","True","True","0.999661396","0.785561","1.104133","47.270380","161601","0.886687307","183","False"
"Meningioma__enh_2191","train","Meningioma","brisc2025","Meningioma/enh_2191.png","Meningioma__enh_2006","test","Meningioma","brisc2025","Meningioma/enh_2006.png","10","0.999921","0.758621","flip_h","False","False","0.999745394","0.746181","1.097279","47.324461","150174","0.879804759","197","False"
"Meningioma__enh_2199","train","Meningioma","brisc2025","Meningioma/enh_2199.png","Meningioma__enh_2029","test","Meningioma","brisc2025","Meningioma/enh_2029.png","10","0.99994","0.95122","flip_h","False","True","0.999800415","0.774715","1.099273","47.308694","158899","0.94943927","266","True"
"Meningioma__enh_2210","train","Meningioma","brisc2025","Meningioma/enh_2210.png","Meningioma__enh_1938","val","Meningioma","brisc2025","Meningioma/enh_1938.png","10","0.999903","0.916667","flip_h","False","True","0.999687403","0.802322","1.142336","46.974926","160199","0.907032181","78","True"
"Meningioma__enh_2230","train","Meningioma","brisc2025","Meningioma/enh_2230.png","Meningioma__enh_2033","val","Meningioma","brisc2025","Meningioma/enh_2033.png","11","0.9999","0.801802","flip_h","False","False","0.999678666","0.779842","1.111586","47.211946","157877","0.837586009","1133","False"
"Meningioma__enh_2246","train","Meningioma","brisc2025","Meningioma/enh_2246.png","Meningioma__enh_2056","test","Meningioma","brisc2025","Meningioma/enh_2056.png","11","0.999938","0.827957","flip_h","False","False","0.999789941","0.796967","1.128531","47.080533","160411","0.827498732","1020","False"
"Meningioma__enh_2263","train","Meningioma","brisc2025","Meningioma/enh_2263.png","Meningioma__enh_2080","test","Meningioma","brisc2025","Meningioma/enh_2080.png","12","0.999934","0.916667","flip_h","False","True","0.999783145","0.798321","1.124652","47.110437","162495","0.933995585","299","True"
"Meningioma__enh_2271","train","Meningioma","brisc2025","Meningioma/enh_2271.png","Meningioma__enh_2090","val","Meningioma","brisc2025","Meningioma/enh_2090.png","12","0.999947","0.932584","flip_h","False","True","0.99982104","0.79084","1.119773","47.148206","160735","0.965742251","189","True"
"Meningioma__enh_2289","train","Meningioma","brisc2025","Meningioma/enh_2289.png","Meningioma__enh_1894","test","Meningioma","brisc2025","Meningioma/enh_1894.png","10","0.999928","0.935065","flip_h","False","True","0.999777722","0.73103","1.06417","47.590584","150456","0.947722024","249","True"
"Pituitary tumor__enh_84","train","Pituitary tumor","original","Pituitary tumor/enh_84.png","Pituitary tumor__enh_923","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_923.png","12","0.988308","0.896552","identity","False","False","0.975151466","26.803505","37.51485","16.646739","260784","0.935125658","111","False"
"Pituitary tumor__enh_85","train","Pituitary tumor","original","Pituitary tumor/enh_85.png","Pituitary tumor__enh_1499","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1499.png","11","0.987069","0.652174","flip_h","False","False","0.972818792","27.673237","38.23956","16.480546","260949","0.826185102","231","False"
"Pituitary tumor__enh_221","train","Pituitary tumor","original","Pituitary tumor/enh_221.png","Pituitary tumor__enh_1598","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1598.png","11","0.992474","0.326087","flip_h","False","False","0.979905801","22.472126","32.31719","17.942132","260538","0.369467367","1681","False"
"Pituitary tumor__enh_329","train","Pituitary tumor","original","Pituitary tumor/enh_329.png","Pituitary tumor__enh_1087","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1087.png","11","0.978344","0.126126","flip_h","False","False","0.963088973","35.01836","43.918831","15.277788","260882","0.149195241","6079","False"
"Pituitary tumor__enh_329","train","Pituitary tumor","original","Pituitary tumor/enh_329.png","Pituitary tumor__enh_1885","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1885.png","12","0.978414","0.185185","identity","False","False","0.963280047","34.604366","43.525463","15.355936","260667","0.207055631","2922","False"
"Pituitary tumor__enh_386","train","Pituitary tumor","original","Pituitary tumor/enh_386.png","Pituitary tumor__enh_1101","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1101.png","11","0.980957","0.6","flip_h","False","False","0.964541337","33.26075","41.481955","15.773619","260469","0.700471698","127","False"
"Pituitary tumor__enh_526","train","Pituitary tumor","original","Pituitary tumor/enh_526.png","Pituitary tumor__enh_2290","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_2290.png","11","0.965656","0.869565","identity","False","False","0.953139013","33.493027","41.189775","15.835015","259741","0.846615847","664","False"
"Pituitary tumor__enh_585","train","Pituitary tumor","original","Pituitary tumor/enh_585.png","Pituitary tumor__enh_2567","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_2567.png","12","0.958489","0.824561","flip_h","False","False","0.94122721","35.316505","42.511414","15.560693","260590","0.795004073","755","False"
"Pituitary tumor__enh_665","train","Pituitary tumor","original","Pituitary tumor/enh_665.png","Pituitary tumor__enh_2621","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2621.png","12","0.971449","0.560976","flip_h","False","False","0.96168758","30.138283","38.458461","16.430966","259808","0.525859077","1366","False"
"Pituitary tumor__enh_930","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_930.png","Pituitary tumor__enh_1523","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1523.png","10","0.999936","0.92","flip_h","False","True","0.999783985","0.628922","1.033216","47.846981","122385","0.9029971","301","True"
"Pituitary tumor__enh_932","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_932.png","Pituitary tumor__enh_1006","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1006.png","10","0.999937","0.857143","flip_h","False","False","0.999800185","0.618858","1.016871","47.985484","121206","0.902728351","82","True"
"Pituitary tumor__enh_938","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_938.png","Pituitary tumor__enh_1016","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1016.png","5","0.999953","0.95614","flip_h","True","True","0.999821477","0.626213","1.03671","47.817656","120345","0.972563077","199","True"
"Pituitary tumor__enh_939","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_939.png","Pituitary tumor__enh_1564","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1564.png","10","0.999891","0.743243","flip_h","False","False","0.999606695","0.80558","1.172799","46.746331","154664","0.743519494","1217","False"
"Pituitary tumor__enh_940","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_940.png","Pituitary tumor__enh_1572","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1572.png","9","0.999912","0.875","flip_h","False","False","0.999682925","0.791985","1.155009","46.879097","153391","0.890374332","205","False"
