"first_sample_id","first_split","first_class","first_source","first_image_path","second_sample_id","second_split","second_class","second_source","second_image_path","hamming_distance","pixel_correlation","mask_iou","transform","strong","likely_duplicate"
"Meningioma__enh_1642","train","Meningioma","brisc2025","Meningioma/enh_1642.png","Meningioma__enh_1723","val","Meningioma","brisc2025","Meningioma/enh_1723.png","10","0.999936","0.94","flip_h","False","True"
"Meningioma__enh_1644","train","Meningioma","brisc2025","Meningioma/enh_1644.png","Meningioma__enh_1724","val","Meningioma","brisc2025","Meningioma/enh_1724.png","11","0.999945","0.903226","flip_h","False","True"
"Meningioma__enh_1682","train","Meningioma","brisc2025","Meningioma/enh_1682.png","Meningioma__enh_1459","test","Meningioma","brisc2025","Meningioma/enh_1459.png","8","0.999889","0.97619","flip_h","True","True"
"Meningioma__enh_1689","train","Meningioma","brisc2025","Meningioma/enh_1689.png","Meningioma__enh_1467","test","Meningioma","brisc2025","Meningioma/enh_1467.png","8","0.999914","0.883721","flip_h","True","False"
"Meningioma__enh_1690","train","Meningioma","brisc2025","Meningioma/enh_1690.png","Meningioma__enh_1469","test","Meningioma","brisc2025","Meningioma/enh_1469.png","6","0.999947","0.802326","flip_h","True","False"
"Meningioma__enh_1706","train","Meningioma","brisc2025","Meningioma/enh_1706.png","Meningioma__enh_1486","test","Meningioma","brisc2025","Meningioma/enh_1486.png","10","0.999955","0.919643","flip_h","False","True"
"Meningioma__enh_1708","train","Meningioma","brisc2025","Meningioma/enh_1708.png","Meningioma__enh_1623","val","Meningioma","brisc2025","Meningioma/enh_1623.png","10","0.999947","0.905882","flip_h","False","True"
"Meningioma__enh_1714","train","Meningioma","brisc2025","Meningioma/enh_1714.png","Meningioma__enh_1633","test","Meningioma","brisc2025","Meningioma/enh_1633.png","9","0.99993","0.964072","flip_h","False","True"
"Meningioma__enh_1730","train","Meningioma","brisc2025","Meningioma/enh_1730.png","Meningioma__enh_1513","test","Meningioma","brisc2025","Meningioma/enh_1513.png","10","0.999945","0.758621","flip_h","False","False"
"Meningioma__enh_1731","train","Meningioma","brisc2025","Meningioma/enh_1731.png","Meningioma__enh_1514","val","Meningioma","brisc2025","Meningioma/enh_1514.png","11","0.999942","0.861111","flip_h","False","False"
"Meningioma__enh_1737","train","Meningioma","brisc2025","Meningioma/enh_1737.png","Meningioma__enh_1522","val","Meningioma","brisc2025","Meningioma/enh_1522.png","10","0.99994","0.920354","flip_h","False","True"
"Meningioma__enh_1760","train","Meningioma","brisc2025","Meningioma/enh_1760.png","Meningioma__enh_1553","val","Meningioma","brisc2025","Meningioma/enh_1553.png","8","0.999921","0.971831","flip_h","True","True"
"Meningioma__enh_1761","train","Meningioma","brisc2025","Meningioma/enh_1761.png","Meningioma__enh_1554","val","Meningioma","brisc2025","Meningioma/enh_1554.png","10","0.999917","0.87931","flip_h","False","False"
"Meningioma__enh_1762","train","Meningioma","brisc2025","Meningioma/enh_1762.png","Meningioma__enh_1555","test","Meningioma","brisc2025","Meningioma/enh_1555.png","11","0.999946","0.915254","flip_h","False","True"
"Meningioma__enh_1763","train","Meningioma","brisc2025","Meningioma/enh_1763.png","Meningioma__enh_1556","test","Meningioma","brisc2025","Meningioma/enh_1556.png","8","0.999942","0.928571","flip_h","True","True"
"Meningioma__enh_1794","train","Meningioma","brisc2025","Meningioma/enh_1794.png","Meningioma__enh_1539","test","Meningioma","brisc2025","Meningioma/enh_1539.png","8","0.999934","0.958904","flip_h","True","True"
"Meningioma__enh_1797","train","Meningioma","brisc2025","Meningioma/enh_1797.png","Meningioma__enh_1578","val","Meningioma","brisc2025","Meningioma/enh_1578.png","7","0.999926","0.958904","flip_h","True","True"
"Meningioma__enh_1804","train","Meningioma","brisc2025","Meningioma/enh_1804.png","Meningioma__enh_1596","test","Meningioma","brisc2025","Meningioma/enh_1596.png","10","0.999949","0.921053","flip_h","False","True"
"Meningioma__enh_1847","train","Meningioma","brisc2025","Meningioma/enh_1847.png","Meningioma__enh_2097","val","Meningioma","brisc2025","Meningioma/enh_2097.png","12","0.999915","0.835443","flip_h","False","False"
"Meningioma__enh_1867","train","Meningioma","brisc2025","Meningioma/enh_1867.png","Meningioma__enh_946","val","Meningioma","brisc2025","Meningioma/enh_946.png","12","0.999898","0.858974","flip_h","False","False"
"Meningioma__enh_1869","train","Meningioma","brisc2025","Meningioma/enh_1869.png","Meningioma__enh_2115","test","Meningioma","brisc2025","Meningioma/enh_2115.png","12","0.999901","0.848485","flip_h","False","False"
"Meningioma__enh_1878","train","Meningioma","brisc2025","Meningioma/enh_1878.png","Meningioma__enh_2278","val","Meningioma","brisc2025","Meningioma/enh_2278.png","6","0.999925","0.891892","flip_h","True","False"
"Meningioma__enh_1904","train","Meningioma","brisc2025","Meningioma/enh_1904.png","Meningioma__enh_947","val","Meningioma","brisc2025","Meningioma/enh_947.png","10","0.999937","0.888889","flip_h","False","False"
"Meningioma__enh_1905","train","Meningioma","brisc2025","Meningioma/enh_1905.png","Meningioma__enh_2116","val","Meningioma","brisc2025","Meningioma/enh_2116.png","9","0.999923","0.921053","flip_h","False","True"
"Meningioma__enh_1931","train","Meningioma","brisc2025","Meningioma/enh_1931.png","Meningioma__enh_2137","val","Meningioma","brisc2025","Meningioma/enh_2137.png","9","0.999792","0.676471","flip_h","False","False"
"Meningioma__enh_1937","train","Meningioma","brisc2025","Meningioma/enh_1937.png","Meningioma__enh_2143","val","Meningioma","brisc2025","Meningioma/enh_2143.png","12","0.999966","0.878049","flip_h","False","False"
"Meningioma__enh_1956","train","Meningioma","brisc2025","Meningioma/enh_1956.png","Meningioma__enh_2155","val","Meningioma","brisc2025","Meningioma/enh_2155.png","7","0.999915","0.934959","flip_h","True","True"
"Meningioma__enh_1957","train","Meningioma","brisc2025","Meningioma/enh_1957.png","Meningioma__enh_2156","val","Meningioma","brisc2025","Meningioma/enh_2156.png","8","0.999927","0.944954","flip_h","True","True"
"Meningioma__enh_1964","train","Meningioma","brisc2025","Meningioma/enh_1964.png","Meningioma__enh_961","test","Meningioma","brisc2025","Meningioma/enh_961.png","12","0.999936","0.910448","flip_h","False","True"
"Meningioma__enh_1986","train","Meningioma","brisc2025","Meningioma/enh_1986.png","Meningioma__enh_2176","test","Meningioma","brisc2025","Meningioma/enh_2176.png","12","0.99993","0.956522","flip_h","False","True"
"Meningioma__enh_1987","train","Meningioma","brisc2025","Meningioma/enh_1987.png","Meningioma__enh_2177","test","Meningioma","brisc2025","Meningioma/enh_2177.png","11","0.999909","0.873016","flip_h","False","False"
"Meningioma__enh_1994","train","Meningioma","brisc2025","Meningioma/enh_1994.png","Meningioma__enh_979","val","Meningioma","brisc2025","Meningioma/enh_979.png","6","0.999892","0.962963","flip_h","True","True"
"Meningioma__enh_2046","train","Meningioma","brisc2025","Meningioma/enh_2046.png","Meningioma__enh_987","val","Meningioma","brisc2025","Meningioma/enh_987.png","7","0.999923","0.730769","flip_h","True","False"
"Meningioma__enh_2059","train","Meningioma","brisc2025","Meningioma/enh_2059.png","Meningioma__enh_2248","test","Meningioma","brisc2025","Meningioma/enh_2248.png","8","0.999913","0.931034","flip_h","True","True"
"Meningioma__enh_2071","train","Meningioma","brisc2025","Meningioma/enh_2071.png","Meningioma__enh_2256","test","Meningioma","brisc2025","Meningioma/enh_2256.png","11","0.999938","0.943662","flip_h","False","True"
"Meningioma__enh_2100","train","Meningioma","brisc2025","Meningioma/enh_2100.png","Meningioma__enh_1849","test","Meningioma","brisc2025","Meningioma/enh_1849.png","11","0.999925","0.92","flip_h","False","True"
"Meningioma__enh_2112","train","Meningioma","brisc2025","Meningioma/enh_2112.png","Meningioma__enh_1865","test","Meningioma","brisc2025","Meningioma/enh_1865.png","8","0.999915","0.91954","flip_h","True","True"
"Meningioma__enh_2113","train","Meningioma","brisc2025","Meningioma/enh_2113.png","Meningioma__enh_1866","val","Meningioma","brisc2025","Meningioma/enh_1866.png","8","0.999903","0.978261","flip_h","True","True"
"Meningioma__enh_2127","train","Meningioma","brisc2025","Meningioma/enh_2127.png","Meningioma__enh_1919","val","Meningioma","brisc2025","Meningioma/enh_1919.png","12","0.999919","0.918367","flip_h","False","True"
"Meningioma__enh_2182","train","Meningioma","brisc2025","Meningioma/enh_2182.png","Meningioma__enh_1995","test","Meningioma","brisc2025","Meningioma/enh_1995.png","7","0.999886","0.954545","flip_h","True","True"
"Meningioma__enh_2191","train","Meningioma","brisc2025","Meningioma/enh_2191.png","Meningioma__enh_2006","test","Meningioma","brisc2025","Meningioma/enh_2006.png","10","0.999921","0.758621","flip_h","False","False"
"Meningioma__enh_2199","train","Meningioma","brisc2025","Meningioma/enh_2199.png","Meningioma__enh_2029","test","Meningioma","brisc2025","Meningioma/enh_2029.png","10","0.99994","0.95122","flip_h","False","True"
"Meningioma__enh_2210","train","Meningioma","brisc2025","Meningioma/enh_2210.png","Meningioma__enh_1938","val","Meningioma","brisc2025","Meningioma/enh_1938.png","10","0.999903","0.916667","flip_h","False","True"
"Meningioma__enh_2230","train","Meningioma","brisc2025","Meningioma/enh_2230.png","Meningioma__enh_2033","val","Meningioma","brisc2025","Meningioma/enh_2033.png","11","0.9999","0.801802","flip_h","False","False"
"Meningioma__enh_2246","train","Meningioma","brisc2025","Meningioma/enh_2246.png","Meningioma__enh_2056","test","Meningioma","brisc2025","Meningioma/enh_2056.png","11","0.999938","0.827957","flip_h","False","False"
"Meningioma__enh_2263","train","Meningioma","brisc2025","Meningioma/enh_2263.png","Meningioma__enh_2080","test","Meningioma","brisc2025","Meningioma/enh_2080.png","12","0.999934","0.916667","flip_h","False","True"
"Meningioma__enh_2271","train","Meningioma","brisc2025","Meningioma/enh_2271.png","Meningioma__enh_2090","val","Meningioma","brisc2025","Meningioma/enh_2090.png","12","0.999947","0.932584","flip_h","False","True"
"Meningioma__enh_2289","train","Meningioma","brisc2025","Meningioma/enh_2289.png","Meningioma__enh_1894","test","Meningioma","brisc2025","Meningioma/enh_1894.png","10","0.999928","0.935065","flip_h","False","True"
"Pituitary tumor__enh_84","train","Pituitary tumor","original","Pituitary tumor/enh_84.png","Pituitary tumor__enh_923","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_923.png","12","0.988308","0.896552","identity","False","False"
"Pituitary tumor__enh_85","train","Pituitary tumor","original","Pituitary tumor/enh_85.png","Pituitary tumor__enh_1499","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1499.png","11","0.987069","0.652174","flip_h","False","False"
"Pituitary tumor__enh_221","train","Pituitary tumor","original","Pituitary tumor/enh_221.png","Pituitary tumor__enh_1598","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1598.png","11","0.992474","0.326087","flip_h","False","False"
"Pituitary tumor__enh_329","train","Pituitary tumor","original","Pituitary tumor/enh_329.png","Pituitary tumor__enh_1087","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1087.png","11","0.978344","0.126126","flip_h","False","False"
"Pituitary tumor__enh_329","train","Pituitary tumor","original","Pituitary tumor/enh_329.png","Pituitary tumor__enh_1885","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1885.png","12","0.978414","0.185185","identity","False","False"
"Pituitary tumor__enh_386","train","Pituitary tumor","original","Pituitary tumor/enh_386.png","Pituitary tumor__enh_1101","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1101.png","11","0.980957","0.6","flip_h","False","False"
"Pituitary tumor__enh_526","train","Pituitary tumor","original","Pituitary tumor/enh_526.png","Pituitary tumor__enh_2290","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_2290.png","11","0.965656","0.869565","identity","False","False"
"Pituitary tumor__enh_585","train","Pituitary tumor","original","Pituitary tumor/enh_585.png","Pituitary tumor__enh_2567","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_2567.png","12","0.958489","0.824561","flip_h","False","False"
"Pituitary tumor__enh_665","train","Pituitary tumor","original","Pituitary tumor/enh_665.png","Pituitary tumor__enh_2621","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2621.png","12","0.971449","0.560976","flip_h","False","False"
"Pituitary tumor__enh_930","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_930.png","Pituitary tumor__enh_1523","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1523.png","10","0.999936","0.92","flip_h","False","True"
"Pituitary tumor__enh_932","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_932.png","Pituitary tumor__enh_1006","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1006.png","10","0.999937","0.857143","flip_h","False","False"
"Pituitary tumor__enh_938","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_938.png","Pituitary tumor__enh_1016","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1016.png","5","0.999953","0.95614","flip_h","True","True"
"Pituitary tumor__enh_939","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_939.png","Pituitary tumor__enh_1564","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1564.png","10","0.999891","0.743243","flip_h","False","False"
"Pituitary tumor__enh_940","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_940.png","Pituitary tumor__enh_1572","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1572.png","9","0.999912","0.875","flip_h","False","False"
"Pituitary tumor__enh_943","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_943.png","Pituitary tumor__enh_1581","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1581.png","7","0.999887","0.388889","flip_h","True","False"
"Pituitary tumor__enh_947","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_947.png","Pituitary tumor__enh_1598","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1598.png","4","0.999933","0.723404","flip_h","True","False"
"Pituitary tumor__enh_956","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_956.png","Pituitary tumor__enh_1629","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1629.png","10","0.999895","0.92","flip_h","False","True"
"Pituitary tumor__enh_969","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_969.png","Pituitary tumor__enh_1471","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1471.png","7","0.999887","0.8125","flip_h","True","False"
"Pituitary tumor__enh_990","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_990.png","Pituitary tumor__enh_1246","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1246.png","3","0.999935","0.770833","flip_h","True","False"
"Pituitary tumor__enh_996","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_996.png","Pituitary tumor__enh_1271","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1271.png","8","0.99995","0.416667","flip_h","True","False"
"Pituitary tumor__enh_1000","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1000.png","Pituitary tumor__enh_1283","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1283.png","8","0.999907","0.882353","flip_h","True","False"
"Pituitary tumor__enh_1005","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1005.png","Pituitary tumor__enh_931","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_931.png","10","0.999945","0.7","flip_h","False","False"
"Pituitary tumor__enh_1029","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1029.png","Pituitary tumor__enh_1344","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1344.png","7","0.999935","0.75","flip_h","True","False"
"Pituitary tumor__enh_1032","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1032.png","Pituitary tumor__enh_949","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_949.png","10","0.999894","0.75","flip_h","False","False"
"Pituitary tumor__enh_1040","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1040.png","Pituitary tumor__enh_1374","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1374.png","3","0.999938","0.96875","flip_h","True","True"
"Pituitary tumor__enh_1046","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1046.png","Pituitary tumor__enh_1977","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1977.png","10","0.999882","0.7","flip_h","False","False"
"Pituitary tumor__enh_1063","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1063.png","Pituitary tumor__enh_1754","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1754.png","6","0.999919","0.837209","flip_h","True","False"
"Pituitary tumor__enh_1071","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1071.png","Pituitary tumor__enh_1696","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1696.png","9","0.999865","0.94382","flip_h","False","True"
"Pituitary tumor__enh_1082","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1082.png","Pituitary tumor__enh_1871","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1871.png","12","0.999889","0.9","flip_h","False","True"
"Pituitary tumor__enh_1102","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1102.png","Pituitary tumor__enh_1706","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1706.png","6","0.999893","1","flip_h","True","True"
"Pituitary tumor__enh_1104","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1104.png","Pituitary tumor__enh_1711","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1711.png","8","0.999876","0.882353","flip_h","True","False"
"Pituitary tumor__enh_1109","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1109.png","Pituitary tumor__enh_1723","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1723.png","9","0.999905","0.846154","flip_h","False","False"
"Pituitary tumor__enh_1117","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1117.png","Pituitary tumor__enh_1642","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1642.png","12","0.99994","0.944444","flip_h","False","True"
"Pituitary tumor__enh_1118","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1118.png","Pituitary tumor__enh_1646","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1646.png","6","0.999925","0.481481","flip_h","True","False"
"Pituitary tumor__enh_1123","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1123.png","Pituitary tumor__enh_1667","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1667.png","11","0.999922","0.917808","flip_h","False","True"
"Pituitary tumor__enh_1140","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1140.png","Pituitary tumor__enh_2326","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2326.png","8","0.999908","0.928571","flip_h","True","True"
"Pituitary tumor__enh_1146","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1146.png","Pituitary tumor__enh_2345","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2345.png","5","0.999907","0.807018","flip_h","True","False"
"Pituitary tumor__enh_1155","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1155.png","Pituitary tumor__enh_2370","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2370.png","10","0.999867","0.724138","flip_h","False","False"
"Pituitary tumor__enh_1161","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1161.png","Pituitary tumor__enh_2388","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2388.png","12","0.999897","1","flip_h","False","True"
"Pituitary tumor__enh_1169","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1169.png","Pituitary tumor__enh_2259","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_2259.png","8","0.999939","0.785714","flip_h","True","False"
"Pituitary tumor__enh_1172","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1172.png","Pituitary tumor__enh_2271","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2271.png","9","0.999814","0.6875","flip_h","False","False"
"Pituitary tumor__enh_1174","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1174.png","Pituitary tumor__enh_2279","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2279.png","8","0.999842","0.84","flip_h","True","False"
"Pituitary tumor__enh_1177","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1177.png","Pituitary tumor__enh_2289","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_2289.png","8","0.999839","0.593407","flip_h","True","False"
"Pituitary tumor__enh_1185","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1185.png","Pituitary tumor__enh_2317","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2317.png","4","0.999894","0.58209","flip_h","True","False"
"Pituitary tumor__enh_1188","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1188.png","Pituitary tumor__enh_2157","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_2157.png","6","0.999918","0.945813","flip_h","True","True"
"Pituitary tumor__enh_1190","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1190.png","Pituitary tumor__enh_2164","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2164.png","4","0.999861","0.959459","flip_h","True","True"
"Pituitary tumor__enh_1191","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1191.png","Pituitary tumor__enh_2168","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2168.png","11","0.999894","0.235294","flip_h","False","False"
"Pituitary tumor__enh_1192","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1192.png","Pituitary tumor__enh_2172","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_2172.png","12","0.999887","0.961538","flip_h","False","True"
"Pituitary tumor__enh_1193","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1193.png","Pituitary tumor__enh_2176","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2176.png","11","0.999846","0.833333","flip_h","False","False"
"Pituitary tumor__enh_1198","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1198.png","Pituitary tumor__enh_2195","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_2195.png","9","0.999892","0.909091","flip_h","False","True"
"Pituitary tumor__enh_1203","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1203.png","Pituitary tumor__enh_2207","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2207.png","12","0.999935","0.7","flip_h","False","False"
"Pituitary tumor__enh_1233","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1233.png","Pituitary tumor__enh_1431","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1431.png","6","0.99993","0.961538","flip_h","True","True"
"Pituitary tumor__enh_1235","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1235.png","Pituitary tumor__enh_1437","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1437.png","11","0.999894","0.873563","flip_h","False","False"
"Pituitary tumor__enh_1240","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1240.png","Pituitary tumor__enh_1537","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1537.png","7","0.999936","0.867925","flip_h","True","False"
"Pituitary tumor__enh_1257","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1257.png","Pituitary tumor__enh_1636","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1636.png","9","0.999937","0.731707","flip_h","False","False"
"Pituitary tumor__enh_1262","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1262.png","Pituitary tumor__enh_1422","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1422.png","10","0.999937","1","flip_h","False","True"
"Pituitary tumor__enh_1270","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1270.png","Pituitary tumor__enh_1499","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1499.png","9","0.999906","0.894737","flip_h","False","False"
"Pituitary tumor__enh_1273","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1273.png","Pituitary tumor__enh_1500","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1500.png","9","0.999951","0.875","flip_h","False","False"
"Pituitary tumor__enh_1292","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1292.png","Pituitary tumor__enh_1004","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1004.png","8","0.999938","0.870968","flip_h","True","False"
"Pituitary tumor__enh_1298","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1298.png","Pituitary tumor__enh_1531","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1531.png","11","0.999913","0.909091","flip_h","False","True"
"Pituitary tumor__enh_1302","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1302.png","Pituitary tumor__enh_1535","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1535.png","8","0.999937","0.961538","flip_h","True","True"
"Pituitary tumor__enh_1310","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1310.png","Pituitary tumor__enh_1546","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1546.png","10","0.99993","0.451613","flip_h","False","False"
"Pituitary tumor__enh_1324","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1324.png","Pituitary tumor__enh_1571","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1571.png","7","0.999913","0.73913","flip_h","True","False"
"Pituitary tumor__enh_1330","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1330.png","Pituitary tumor__enh_1577","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1577.png","11","0.99994","0.571429","flip_h","False","False"
"Pituitary tumor__enh_1332","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1332.png","Pituitary tumor__enh_193","val","Pituitary tumor","original","Pituitary tumor/enh_193.png","12","0.981864","0.647059","identity","False","False"
"Pituitary tumor__enh_1334","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1334.png","Pituitary tumor__enh_1582","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1582.png","11","0.999922","0.45283","flip_h","False","False"
"Pituitary tumor__enh_1336","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1336.png","Pituitary tumor__enh_1584","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1584.png","11","0.99993","0.690476","flip_h","False","False"
"Pituitary tumor__enh_1339","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1339.png","Pituitary tumor__enh_1587","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1587.png","12","0.999932","0.972973","flip_h","False","True"
"Pituitary tumor__enh_1345","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1345.png","Pituitary tumor__enh_1597","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1597.png","1","0.999926","0.84","flip_h","True","False"
"Pituitary tumor__enh_1346","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1346.png","Pituitary tumor__enh_223","test","Pituitary tumor","original","Pituitary tumor/enh_223.png","12","0.985644","0.733333","identity","False","False"
"Pituitary tumor__enh_1351","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1351.png","Pituitary tumor__enh_1604","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1604.png","11","0.999884","0.902439","flip_h","False","True"
"Pituitary tumor__enh_1353","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1353.png","Pituitary tumor__enh_1606","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1606.png","9","0.999895","0.954545","flip_h","False","True"
"Pituitary tumor__enh_1355","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1355.png","Pituitary tumor__enh_1608","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1608.png","11","0.999889","0.823529","flip_h","False","False"
"Pituitary tumor__enh_1361","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1361.png","Pituitary tumor__enh_1614","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1614.png","11","0.999934","0.967742","flip_h","False","True"
"Pituitary tumor__enh_1363","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1363.png","Pituitary tumor__enh_1616","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1616.png","7","0.999943","0.765957","flip_h","True","False"
