"component_id","component_size","crosses_splits","splits","sample_id","split","tumor_type"
"Meningioma__enh_1642","2","True","train,val","Meningioma__enh_1642","train","Meningioma"
"Meningioma__enh_1642","2","True","train,val","Meningioma__enh_1723","val","Meningioma"
"Meningioma__enh_1644","2","True","train,val","Meningioma__enh_1644","train","Meningioma"
"Meningioma__enh_1644","2","True","train,val","Meningioma__enh_1724","val","Meningioma"
"Meningioma__enh_2100","2","True","test,train","Meningioma__enh_1849","test","Meningioma"
"Meningioma__enh_2100","2","True","test,train","Meningioma__enh_2100","train","Meningioma"
"Meningioma__enh_2112","2","True","test,train","Meningioma__enh_1865","test","Meningioma"
"Meningioma__enh_2112","2","True","test,train","Meningioma__enh_2112","train","Meningioma"
"Meningioma__enh_2113","2","True","train,val","Meningioma__enh_1866","val","Meningioma"
"Meningioma__enh_2113","2","True","train,val","Meningioma__enh_2113","train","Meningioma"
"Meningioma__enh_1867","2","True","train,val","Meningioma__enh_1867","train","Meningioma"
"Meningioma__enh_1867","2","True","train,val","Meningioma__enh_946","val","Meningioma"
"Meningioma__enh_1869","2","True","test,train","Meningioma__enh_1869","train","Meningioma"
"Meningioma__enh_1869","2","True","test,train","Meningioma__enh_2115","test","Meningioma"
"Meningioma__enh_999","2","False","train","Meningioma__enh_1872","train","Meningioma"
"Meningioma__enh_999","2","False","train","Meningioma__enh_999","train","Meningioma"
"Meningioma__enh_1873","2","False","train","Meningioma__enh_1873","train","Meningioma"
"Meningioma__enh_1873","2","False","train","Meningioma__enh_2274","train","Meningioma"
"Meningioma__enh_1874","2","False","train","Meningioma__enh_1874","train","Meningioma"
"Meningioma__enh_1874","2","False","train","Meningioma__enh_2275","train","Meningioma"
"Meningioma__enh_1878","2","True","train,val","Meningioma__enh_1878","train","Meningioma"
"Meningioma__enh_1878","2","True","train,val","Meningioma__enh_2278","val","Meningioma"
"Meningioma__enh_1889","2","False","train","Meningioma__enh_1889","train","Meningioma"
"Meningioma__enh_1889","2","False","train","Meningioma__enh_2285","train","Meningioma"
"Meningioma__enh_1892","2","False","val","Meningioma__enh_1892","val","Meningioma"
"Meningioma__enh_1892","2","False","val","Meningioma__enh_2288","val","Meningioma"
"Meningioma__enh_1893","2","False","train","Meningioma__enh_1893","train","Meningioma"
"Meningioma__enh_1893","2","False","train","Meningioma__enh_2206","train","Meningioma"
"Meningioma__enh_2289","2","True","test,train","Meningioma__enh_1894","test","Meningioma"
"Meningioma__enh_2289","2","True","test,train","Meningioma__enh_2289","train","Meningioma"
"Meningioma__enh_1905","2","True","train,val","Meningioma__enh_1905","train","Meningioma"
"Meningioma__enh_1905","2","True","train,val","Meningioma__enh_2116","val","Meningioma"
"Meningioma__enh_949","2","False","train","Meningioma__enh_1912","train","Meningioma"
"Meningioma__enh_949","2","False","train","Meningioma__enh_949","train","Meningioma"
"Meningioma__enh_2127","2","True","train,val","Meningioma__enh_1919","val","Meningioma"
"Meningioma__enh_2127","2","True","train,val","Meningioma__enh_2127","train","Meningioma"
"Meningioma__enh_1921","2","False","train","Meningioma__enh_1921","train","Meningioma"
"Meningioma__enh_1921","2","False","train","Meningioma__enh_2129","train","Meningioma"
"Meningioma__enh_952","2","False","train","Meningioma__enh_1924","train","Meningioma"
"Meningioma__enh_952","2","False","train","Meningioma__enh_952","train","Meningioma"
"Meningioma__enh_1928","2","False","train","Meningioma__enh_1928","train","Meningioma"
"Meningioma__enh_1928","2","False","train","Meningioma__enh_2135","train","Meningioma"
"Meningioma__enh_1930","2","False","train","Meningioma__enh_1930","train","Meningioma"
"Meningioma__enh_1930","2","False","train","Meningioma__enh_2136","train","Meningioma"
"Meningioma__enh_1934","2","False","train","Meningioma__enh_1934","train","Meningioma"
"Meningioma__enh_1934","2","False","train","Meningioma__enh_2140","train","Meningioma"
"Meningioma__enh_2210","2","True","train,val","Meningioma__enh_1938","val","Meningioma"
"Meningioma__enh_2210","2","True","train,val","Meningioma__enh_2210","train","Meningioma"
"Meningioma__enh_1953","2","False","train","Meningioma__enh_1953","train","Meningioma"
"Meningioma__enh_1953","2","False","train","Meningioma__enh_2153","train","Meningioma"
"Meningioma__enh_959","2","False","val","Meningioma__enh_1954","val","Meningioma"
"Meningioma__enh_959","2","False","val","Meningioma__enh_959","val","Meningioma"
"Meningioma__enh_1956","2","True","train,val","Meningioma__enh_1956","train","Meningioma"
"Meningioma__enh_1956","2","True","train,val","Meningioma__enh_2155","val","Meningioma"
"Meningioma__enh_1957","2","True","train,val","Meningioma__enh_1957","train","Meningioma"
"Meningioma__enh_1957","2","True","train,val","Meningioma__enh_2156","val","Meningioma"
"Meningioma__enh_960","2","True","test,train","Meningioma__enh_1958","test","Meningioma"
"Meningioma__enh_960","2","True","test,train","Meningioma__enh_960","train","Meningioma"
"Meningioma__enh_1964","2","True","test,train","Meningioma__enh_1964","train","Meningioma"
"Meningioma__enh_1964","2","True","test,train","Meningioma__enh_961","test","Meningioma"
"Meningioma__enh_1969","2","False","train","Meningioma__enh_1969","train","Meningioma"
"Meningioma__enh_1969","2","False","train","Meningioma__enh_2164","train","Meningioma"
"Meningioma__enh_963","2","False","train","Meningioma__enh_1970","train","Meningioma"
"Meningioma__enh_963","2","False","train","Meningioma__enh_963","train","Meningioma"
"Meningioma__enh_1971","2","False","test","Meningioma__enh_1971","test","Meningioma"
"Meningioma__enh_1971","2","False","test","Meningioma__enh_2165","test","Meningioma"
"Meningioma__enh_1974","2","False","train","Meningioma__enh_1974","train","Meningioma"
"Meningioma__enh_1974","2","False","train","Meningioma__enh_2167","train","Meningioma"
"Meningioma__enh_1983","2","False","train","Meningioma__enh_1983","train","Meningioma"
"Meningioma__enh_1983","2","False","train","Meningioma__enh_2213","train","Meningioma"
"Meningioma__enh_1986","2","True","test,train","Meningioma__enh_1986","train","Meningioma"
"Meningioma__enh_1986","2","True","test,train","Meningioma__enh_2176","test","Meningioma"
"Meningioma__enh_1994","2","True","train,val","Meningioma__enh_1994","train","Meningioma"
"Meningioma__enh_1994","2","True","train,val","Meningioma__enh_979","val","Meningioma"
"Meningioma__enh_2004","2","False","train","Meningioma__enh_2004","train","Meningioma"
"Meningioma__enh_2004","2","False","train","Meningioma__enh_2214","train","Meningioma"
"Meningioma__enh_2016","2","False","train","Meningioma__enh_2016","train","Meningioma"
"Meningioma__enh_2016","2","False","train","Meningioma__enh_2217","train","Meningioma"
"Meningioma__enh_981","2","False","train","Meningioma__enh_2020","train","Meningioma"
"Meningioma__enh_981","2","False","train","Meningioma__enh_981","train","Meningioma"
"Meningioma__enh_2199","2","True","test,train","Meningioma__enh_2029","test","Meningioma"
"Meningioma__enh_2199","2","True","test,train","Meningioma__enh_2199","train","Meningioma"
"Meningioma__enh_984","2","False","train","Meningioma__enh_2034","train","Meningioma"
"Meningioma__enh_984","2","False","train","Meningioma__enh_984","train","Meningioma"
"Meningioma__enh_2040","2","False","train","Meningioma__enh_2040","train","Meningioma"
"Meningioma__enh_2040","2","False","train","Meningioma__enh_2200","train","Meningioma"
"Meningioma__enh_2045","2","False","val","Meningioma__enh_2045","val","Meningioma"
"Meningioma__enh_2045","2","False","val","Meningioma__enh_2238","val","Meningioma"
"Meningioma__enh_974","2","False","val","Meningioma__enh_2051","val","Meningioma"
"Meningioma__enh_974","2","False","val","Meningioma__enh_974","val","Meningioma"
"Meningioma__enh_2059","2","True","test,train","Meningioma__enh_2059","train","Meningioma"
"Meningioma__enh_2059","2","True","test,train","Meningioma__enh_2248","test","Meningioma"
"Meningioma__enh_993","2","False","train","Meningioma__enh_2069","train","Meningioma"
"Meningioma__enh_993","2","False","train","Meningioma__enh_993","train","Meningioma"
"Meningioma__enh_2071","2","True","test,train","Meningioma__enh_2071","train","Meningioma"
"Meningioma__enh_2071","2","True","test,train","Meningioma__enh_2256","test","Meningioma"
"Meningioma__enh_2074","2","False","train","Meningioma__enh_2074","train","Meningioma"
"Meningioma__enh_2074","2","False","train","Meningioma__enh_2258","train","Meningioma"
"Meningioma__enh_2263","2","True","test,train","Meningioma__enh_2080","test","Meningioma"
"Meningioma__enh_2263","2","True","test,train","Meningioma__enh_2263","train","Meningioma"
"Meningioma__enh_2271","2","True","train,val","Meningioma__enh_2090","val","Meningioma"
"Meningioma__enh_2271","2","True","train,val","Meningioma__enh_2271","train","Meningioma"
"Meningioma__enh_722","3","False","val","Meningioma__enh_722","val","Meningioma"
"Meningioma__enh_722","3","False","val","Meningioma__enh_736","val","Meningioma"
"Meningioma__enh_722","3","False","val","Meningioma__enh_753","val","Meningioma"
"Meningioma__enh_872","2","True","test,val","Meningioma__enh_872","val","Meningioma"
"Meningioma__enh_872","2","True","test,val","Pituitary tumor__enh_1043","test","Pituitary tumor"
"Pituitary tumor__enh_1000","2","True","train,val","Pituitary tumor__enh_1000","train","Pituitary tumor"
"Pituitary tumor__enh_1000","2","True","train,val","Pituitary tumor__enh_1283","val","Pituitary tumor"
"Pituitary tumor__enh_1292","2","True","test,train","Pituitary tumor__enh_1004","test","Pituitary tumor"
"Pituitary tumor__enh_1292","2","True","test,train","Pituitary tumor__enh_1292","train","Pituitary tumor"
"Pituitary tumor__enh_932","2","True","test,train","Pituitary tumor__enh_1006","test","Pituitary tumor"
"Pituitary tumor__enh_932","2","True","test,train","Pituitary tumor__enh_932","train","Pituitary tumor"
"Pituitary tumor__enh_937","2","False","train","Pituitary tumor__enh_1015","train","Pituitary tumor"
"Pituitary tumor__enh_937","2","False","train","Pituitary tumor__enh_937","train","Pituitary tumor"
"Pituitary tumor__enh_938","2","True","test,train","Pituitary tumor__enh_1016","test","Pituitary tumor"
"Pituitary tumor__enh_938","2","True","test,train","Pituitary tumor__enh_938","train","Pituitary tumor"
"Pituitary tumor__enh_946","2","False","train","Pituitary tumor__enh_1028","train","Pituitary tumor"
"Pituitary tumor__enh_946","2","False","train","Pituitary tumor__enh_946","train","Pituitary tumor"
"Pituitary tumor__enh_952","2","False","train","Pituitary tumor__enh_1035","train","Pituitary tumor"
"Pituitary tumor__enh_952","2","False","train","Pituitary tumor__enh_952","train","Pituitary tumor"
"Pituitary tumor__enh_953","2","False","train","Pituitary tumor__enh_1036","train","Pituitary tumor"
"Pituitary tumor__enh_953","2","False","train","Pituitary tumor__enh_953","train","Pituitary tumor"
"Pituitary tumor__enh_1372","2","True","test,train","Pituitary tumor__enh_1039","test","Pituitary tumor"
"Pituitary tumor__enh_1372","2","True","test,train","Pituitary tumor__enh_1372","train","Pituitary tumor"
"Pituitary tumor__enh_1040","2","True","test,train","Pituitary tumor__enh_1040","train","Pituitary tumor"
"Pituitary tumor__enh_1040","2","True","test,train","Pituitary tumor__enh_1374","test","Pituitary tumor"
"Pituitary tumor__enh_1041","2","False","train","Pituitary tumor__enh_1041","train","Pituitary tumor"
"Pituitary tumor__enh_1041","2","False","train","Pituitary tumor__enh_1377","train","Pituitary tumor"
"Pituitary tumor__enh_1049","2","False","train","Pituitary tumor__enh_1049","train","Pituitary tumor"
"Pituitary tumor__enh_1049","2","False","train","Pituitary tumor__enh_1081","train","Pituitary tumor"
"Pituitary tumor__enh_1831","2","True","test,train","Pituitary tumor__enh_1061","test","Pituitary tumor"
"Pituitary tumor__enh_1831","2","True","test,train","Pituitary tumor__enh_1831","train","Pituitary tumor"
"Pituitary tumor__enh_1067","2","False","train","Pituitary tumor__enh_1067","train","Pituitary tumor"
"Pituitary tumor__enh_1067","2","False","train","Pituitary tumor__enh_1844","train","Pituitary tumor"
"Pituitary tumor__enh_1848","2","True","test,val","Pituitary tumor__enh_1068","test","Pituitary tumor"
"Pituitary tumor__enh_1848","2","True","test,val","Pituitary tumor__enh_1848","val","Pituitary tumor"
"Pituitary tumor__enh_1071","2","True","train,val","Pituitary tumor__enh_1071","train","Pituitary tumor"
"Pituitary tumor__enh_1071","2","True","train,val","Pituitary tumor__enh_1696","val","Pituitary tumor"
"Pituitary tumor__enh_1072","2","False","train","Pituitary tumor__enh_1072","train","Pituitary tumor"
"Pituitary tumor__enh_1072","2","False","train","Pituitary tumor__enh_1735","train","Pituitary tumor"
"Pituitary tumor__enh_1075","2","False","train","Pituitary tumor__enh_1075","train","Pituitary tumor"
"Pituitary tumor__enh_1075","2","False","train","Pituitary tumor__enh_1858","train","Pituitary tumor"
"Pituitary tumor__enh_1085","2","False","train","Pituitary tumor__enh_1085","train","Pituitary tumor"
"Pituitary tumor__enh_1085","2","False","train","Pituitary tumor__enh_1881","train","Pituitary tumor"
"Pituitary tumor__enh_1759","2","True","train,val","Pituitary tumor__enh_1086","val","Pituitary tumor"
"Pituitary tumor__enh_1759","2","True","train,val","Pituitary tumor__enh_1759","train","Pituitary tumor"
"Pituitary tumor__enh_1895","2","True","test,train","Pituitary tumor__enh_1090","test","Pituitary tumor"
"Pituitary tumor__enh_1895","2","True","test,train","Pituitary tumor__enh_1895","train","Pituitary tumor"
"Pituitary tumor__enh_1092","2","False","train","Pituitary tumor__enh_1092","train","Pituitary tumor"
"Pituitary tumor__enh_1092","2","False","train","Pituitary tumor__enh_1677","train","Pituitary tumor"
"Pituitary tumor__enh_1096","2","False","train","Pituitary tumor__enh_1096","train","Pituitary tumor"
"Pituitary tumor__enh_1096","2","False","train","Pituitary tumor__enh_1689","train","Pituitary tumor"
"Pituitary tumor__enh_1102","2","True","train,val","Pituitary tumor__enh_1102","train","Pituitary tumor"
"Pituitary tumor__enh_1102","2","True","train,val","Pituitary tumor__enh_1706","val","Pituitary tumor"
"Pituitary tumor__enh_1104","2","True","train,val","Pituitary tumor__enh_1104","train","Pituitary tumor"
"Pituitary tumor__enh_1104","2","True","train,val","Pituitary tumor__enh_1711","val","Pituitary tumor"
"Pituitary tumor__enh_1106","2","False","train","Pituitary tumor__enh_1106","train","Pituitary tumor"
"Pituitary tumor__enh_1106","2","False","train","Pituitary tumor__enh_1718","train","Pituitary tumor"
"Pituitary tumor__enh_1117","2","True","test,train","Pituitary tumor__enh_1117","train","Pituitary tumor"
"Pituitary tumor__enh_1117","2","True","test,train","Pituitary tumor__enh_1642","test","Pituitary tumor"
"Pituitary tumor__enh_1650","2","True","test,train","Pituitary tumor__enh_1119","test","Pituitary tumor"
"Pituitary tumor__enh_1650","2","True","test,train","Pituitary tumor__enh_1650","train","Pituitary tumor"
"Pituitary tumor__enh_1653","2","True","test,train","Pituitary tumor__enh_1121","test","Pituitary tumor"
"Pituitary tumor__enh_1653","2","True","test,train","Pituitary tumor__enh_1653","train","Pituitary tumor"
"Pituitary tumor__enh_1123","2","True","train,val","Pituitary tumor__enh_1123","train","Pituitary tumor"
"Pituitary tumor__enh_1123","2","True","train,val","Pituitary tumor__enh_1667","val","Pituitary tumor"
"Pituitary tumor__enh_1131","2","False","train","Pituitary tumor__enh_1131","train","Pituitary tumor"
"Pituitary tumor__enh_1131","2","False","train","Pituitary tumor__enh_2476","train","Pituitary tumor"
"Pituitary tumor__enh_1132","2","False","train","Pituitary tumor__enh_1132","train","Pituitary tumor"
"Pituitary tumor__enh_1132","2","False","train","Pituitary tumor__enh_2478","train","Pituitary tumor"
"Pituitary tumor__enh_1134","2","False","test","Pituitary tumor__enh_1134","test","Pituitary tumor"
"Pituitary tumor__enh_1134","2","False","test","Pituitary tumor__enh_1163","test","Pituitary tumor"
"Pituitary tumor__enh_1137","2","False","train","Pituitary tumor__enh_1137","train","Pituitary tumor"
"Pituitary tumor__enh_1137","2","False","train","Pituitary tumor__enh_2403","train","Pituitary tumor"
"Pituitary tumor__enh_1138","2","False","train","Pituitary tumor__enh_1138","train","Pituitary tumor"
"Pituitary tumor__enh_1138","2","False","train","Pituitary tumor__enh_2321","train","Pituitary tumor"
"Pituitary tumor__enh_1140","2","True","train,val","Pituitary tumor__enh_1140","train","Pituitary tumor"
"Pituitary tumor__enh_1140","2","True","train,val","Pituitary tumor__enh_2326","val","Pituitary tumor"
"Pituitary tumor__enh_1149","2","False","train","Pituitary tumor__enh_1149","train","Pituitary tumor"
"Pituitary tumor__enh_1149","2","False","train","Pituitary tumor__enh_2355","train","Pituitary tumor"
"Pituitary tumor__enh_1154","2","False","train","Pituitary tumor__enh_1154","train","Pituitary tumor"
"Pituitary tumor__enh_1154","2","False","train","Pituitary tumor__enh_2366","train","Pituitary tumor"
"Pituitary tumor__enh_1161","2","True","train,val","Pituitary tumor__enh_1161","train","Pituitary tumor"
"Pituitary tumor__enh_1161","2","True","train,val","Pituitary tumor__enh_2388","val","Pituitary tumor"
"Pituitary tumor__enh_1166","2","False","train","Pituitary tumor__enh_1166","train","Pituitary tumor"
"Pituitary tumor__enh_1166","2","False","train","Pituitary tumor__enh_2247","train","Pituitary tumor"
"Pituitary tumor__enh_2255","2","True","test,train","Pituitary tumor__enh_1168","test","Pituitary tumor"
"Pituitary tumor__enh_2255","2","True","test,train","Pituitary tumor__enh_2255","train","Pituitary tumor"
"Pituitary tumor__enh_1173","2","False","train","Pituitary tumor__enh_1173","train","Pituitary tumor"
"Pituitary tumor__enh_1173","2","False","train","Pituitary tumor__enh_2275","train","Pituitary tumor"
"Pituitary tumor__enh_1178","2","False","train","Pituitary tumor__enh_1178","train","Pituitary tumor"
"Pituitary tumor__enh_1178","2","False","train","Pituitary tumor__enh_2293","train","Pituitary tumor"
"Pituitary tumor__enh_1180","2","False","test","Pituitary tumor__enh_1180","test","Pituitary tumor"
"Pituitary tumor__enh_1180","2","False","test","Pituitary tumor__enh_2300","test","Pituitary tumor"
"Pituitary tumor__enh_2304","2","True","train,val","Pituitary tumor__enh_1181","val","Pituitary tumor"
"Pituitary tumor__enh_2304","2","True","train,val","Pituitary tumor__enh_2304","train","Pituitary tumor"
"Pituitary tumor__enh_2307","2","True","test,train","Pituitary tumor__enh_1182","test","Pituitary tumor"
"Pituitary tumor__enh_2307","2","True","test,train","Pituitary tumor__enh_2307","train","Pituitary tumor"
"Pituitary tumor__enh_1188","2","True","test,train","Pituitary tumor__enh_1188","train","Pituitary tumor"
"Pituitary tumor__enh_1188","2","True","test,train","Pituitary tumor__enh_2157","test","Pituitary tumor"
"Pituitary tumor__enh_1190","2","True","train,val","Pituitary tumor__enh_1190","train","Pituitary tumor"
"Pituitary tumor__enh_1190","2","True","train,val","Pituitary tumor__enh_2164","val","Pituitary tumor"
"Pituitary tumor__enh_1192","2","True","test,train","Pituitary tumor__enh_1192","train","Pituitary tumor"
"Pituitary tumor__enh_1192","2","True","test,train","Pituitary tumor__enh_2172","test","Pituitary tumor"
"Pituitary tumor__enh_2187","2","True","test,train","Pituitary tumor__enh_1196","test","Pituitary tumor"
"Pituitary tumor__enh_2187","2","True","test,train","Pituitary tumor__enh_2187","train","Pituitary tumor"
"Pituitary tumor__enh_1198","2","True","test,train","Pituitary tumor__enh_1198","train","Pituitary tumor"
"Pituitary tumor__enh_1198","2","True","test,train","Pituitary tumor__enh_2195","test","Pituitary tumor"
"Pituitary tumor__enh_1204","2","False","train","Pituitary tumor__enh_1204","train","Pituitary tumor"
"Pituitary tumor__enh_1204","2","False","train","Pituitary tumor__enh_2211","train","Pituitary tumor"
"Pituitary tumor__enh_2239","2","True","test,val","Pituitary tumor__enh_1212","test","Pituitary tumor"
"Pituitary tumor__enh_2239","2","True","test,val","Pituitary tumor__enh_2239","val","Pituitary tumor"
"Pituitary tumor__enh_2137","2","True","test,train","Pituitary tumor__enh_1214","test","Pituitary tumor"
"Pituitary tumor__enh_2137","2","True","test,train","Pituitary tumor__enh_2137","train","Pituitary tumor"
"Pituitary tumor__enh_1215","2","False","train","Pituitary tumor__enh_1215","train","Pituitary tumor"
"Pituitary tumor__enh_1215","2","False","train","Pituitary tumor__enh_2141","train","Pituitary tumor"
"Pituitary tumor__enh_1492","2","True","train,val","Pituitary tumor__enh_1225","val","Pituitary tumor"
"Pituitary tumor__enh_1492","2","True","train,val","Pituitary tumor__enh_1492","train","Pituitary tumor"
"Pituitary tumor__enh_1493","2","True","train,val","Pituitary tumor__enh_1226","val","Pituitary tumor"
"Pituitary tumor__enh_1493","2","True","train,val","Pituitary tumor__enh_1493","train","Pituitary tumor"
"Pituitary tumor__enh_1429","2","True","train,val","Pituitary tumor__enh_1231","val","Pituitary tumor"
"Pituitary tumor__enh_1429","2","True","train,val","Pituitary tumor__enh_1429","train","Pituitary tumor"
"Pituitary tumor__enh_1430","2","True","test,train","Pituitary tumor__enh_1232","test","Pituitary tumor"
"Pituitary tumor__enh_1430","2","True","test,train","Pituitary tumor__enh_1430","train","Pituitary tumor"
"Pituitary tumor__enh_1233","2","True","train,val","Pituitary tumor__enh_1233","train","Pituitary tumor"
"Pituitary tumor__enh_1233","2","True","train,val","Pituitary tumor__enh_1431","val","Pituitary tumor"
"Pituitary tumor__enh_980","2","False","train","Pituitary tumor__enh_1237","train","Pituitary tumor"
"Pituitary tumor__enh_980","2","False","train","Pituitary tumor__enh_980","train","Pituitary tumor"
"Pituitary tumor__enh_1501","2","True","test,train","Pituitary tumor__enh_1238","test","Pituitary tumor"
"Pituitary tumor__enh_1501","2","True","test,train","Pituitary tumor__enh_1501","train","Pituitary tumor"
"Pituitary tumor__enh_1243","2","False","train","Pituitary tumor__enh_1243","train","Pituitary tumor"
"Pituitary tumor__enh_1243","2","False","train","Pituitary tumor__enh_1553","train","Pituitary tumor"
"Pituitary tumor__enh_1248","2","False","train","Pituitary tumor__enh_1248","train","Pituitary tumor"
"Pituitary tumor__enh_1248","2","False","train","Pituitary tumor__enh_1494","train","Pituitary tumor"
"Pituitary tumor__enh_1250","2","False","train","Pituitary tumor__enh_1250","train","Pituitary tumor"
"Pituitary tumor__enh_1250","2","False","train","Pituitary tumor__enh_1495","train","Pituitary tumor"
"Pituitary tumor__enh_1262","2","True","train,val","Pituitary tumor__enh_1262","train","Pituitary tumor"
"Pituitary tumor__enh_1262","2","True","train,val","Pituitary tumor__enh_1422","val","Pituitary tumor"
"Pituitary tumor__enh_1282","2","False","train","Pituitary tumor__enh_1282","train","Pituitary tumor"
"Pituitary tumor__enh_1282","2","False","train","Pituitary tumor__enh_1512","train","Pituitary tumor"
"Pituitary tumor__enh_1293","2","False","train","Pituitary tumor__enh_1293","train","Pituitary tumor"
"Pituitary tumor__enh_1293","2","False","train","Pituitary tumor__enh_1524","train","Pituitary tumor"
"Pituitary tumor__enh_1525","2","True","train,val","Pituitary tumor__enh_1294","val","Pituitary tumor"
"Pituitary tumor__enh_1525","2","True","train,val","Pituitary tumor__enh_1525","train","Pituitary tumor"
"Pituitary tumor__enh_1296","2","False","train","Pituitary tumor__enh_1296","train","Pituitary tumor"
"Pituitary tumor__enh_1296","2","False","train","Pituitary tumor__enh_1528","train","Pituitary tumor"
"Pituitary tumor__enh_1301","2","False","train","Pituitary tumor__enh_1301","train","Pituitary tumor"
"Pituitary tumor__enh_1301","2","False","train","Pituitary tumor__enh_1534","train","Pituitary tumor"
"Pituitary tumor__enh_1302","2","True","test,train","Pituitary tumor__enh_1302","train","Pituitary tumor"
"Pituitary tumor__enh_1302","2","True","test,train","Pituitary tumor__enh_1535","test","Pituitary tumor"
"Pituitary tumor__enh_1316","2","False","train","Pituitary tumor__enh_1316","train","Pituitary tumor"
"Pituitary tumor__enh_1316","2","False","train","Pituitary tumor__enh_1557","train","Pituitary tumor"
"Pituitary tumor__enh_1559","2","True","train,val","Pituitary tumor__enh_1318","val","Pituitary tumor"
"Pituitary tumor__enh_1559","2","True","train,val","Pituitary tumor__enh_1559","train","Pituitary tumor"
"Pituitary tumor__enh_1560","2","True","test,train","Pituitary tumor__enh_1319","test","Pituitary tumor"
"Pituitary tumor__enh_1560","2","True","test,train","Pituitary tumor__enh_1560","train","Pituitary tumor"
"Pituitary tumor__enh_1320","2","False","train","Pituitary tumor__enh_1320","train","Pituitary tumor"
"Pituitary tumor__enh_1320","2","False","train","Pituitary tumor__enh_1562","train","Pituitary tumor"
"Pituitary tumor__enh_1323","2","False","train","Pituitary tumor__enh_1323","train","Pituitary tumor"
"Pituitary tumor__enh_1323","2","False","train","Pituitary tumor__enh_1566","train","Pituitary tumor"
"Pituitary tumor__enh_1337","2","False","train","Pituitary tumor__enh_1337","train","Pituitary tumor"
"Pituitary tumor__enh_1337","2","False","train","Pituitary tumor__enh_1585","train","Pituitary tumor"
"Pituitary tumor__enh_1338","2","False","train","Pituitary tumor__enh_1338","train","Pituitary tumor"
"Pituitary tumor__enh_1338","2","False","train","Pituitary tumor__enh_1586","train","Pituitary tumor"
"Pituitary tumor__enh_1339","2","True","train,val","Pituitary tumor__enh_1339","train","Pituitary tumor"
"Pituitary tumor__enh_1339","2","True","train,val","Pituitary tumor__enh_1587","val","Pituitary tumor"
"Pituitary tumor__enh_1594","2","True","test,train","Pituitary tumor__enh_1343","test","Pituitary tumor"
"Pituitary tumor__enh_1594","2","True","test,train","Pituitary tumor__enh_1594","train","Pituitary tumor"
"Pituitary tumor__enh_1353","2","True","test,train","Pituitary tumor__enh_1353","train","Pituitary tumor"
"Pituitary tumor__enh_1353","2","True","test,train","Pituitary tumor__enh_1606","test","Pituitary tumor"
"Pituitary tumor__enh_1613","2","True","train,val","Pituitary tumor__enh_1360","val","Pituitary tumor"
"Pituitary tumor__enh_1613","2","True","train,val","Pituitary tumor__enh_1613","train","Pituitary tumor"
"Pituitary tumor__enh_1361","2","True","test,train","Pituitary tumor__enh_1361","train","Pituitary tumor"
"Pituitary tumor__enh_1361","2","True","test,train","Pituitary tumor__enh_1614","test","Pituitary tumor"
"Pituitary tumor__enh_1366","2","False","train","Pituitary tumor__enh_1366","train","Pituitary tumor"
"Pituitary tumor__enh_1366","2","False","train","Pituitary tumor__enh_1620","train","Pituitary tumor"
"Pituitary tumor__enh_1368","2","True","test,train","Pituitary tumor__enh_1368","train","Pituitary tumor"
"Pituitary tumor__enh_1368","2","True","test,train","Pituitary tumor__enh_1622","test","Pituitary tumor"
"Pituitary tumor__enh_1623","2","True","train,val","Pituitary tumor__enh_1369","val","Pituitary tumor"
"Pituitary tumor__enh_1623","2","True","train,val","Pituitary tumor__enh_1623","train","Pituitary tumor"
"Pituitary tumor__enh_1375","2","True","train,val","Pituitary tumor__enh_1375","train","Pituitary tumor"
"Pituitary tumor__enh_1375","2","True","train,val","Pituitary tumor__enh_1630","val","Pituitary tumor"
"Pituitary tumor__enh_974","2","False","train","Pituitary tumor__enh_1383","train","Pituitary tumor"
"Pituitary tumor__enh_974","2","False","train","Pituitary tumor__enh_974","train","Pituitary tumor"
"Pituitary tumor__enh_1436","2","True","test,train","Pituitary tumor__enh_1384","test","Pituitary tumor"
"Pituitary tumor__enh_1436","2","True","test,train","Pituitary tumor__enh_1436","train","Pituitary tumor"
"Pituitary tumor__enh_1385","2","False","val","Pituitary tumor__enh_1385","val","Pituitary tumor"
"Pituitary tumor__enh_1385","2","False","val","Pituitary tumor__enh_1439","val","Pituitary tumor"
"Pituitary tumor__enh_1386","2","False","train","Pituitary tumor__enh_1386","train","Pituitary tumor"
"Pituitary tumor__enh_1386","2","False","train","Pituitary tumor__enh_1440","train","Pituitary tumor"
"Pituitary tumor__enh_1387","2","False","train","Pituitary tumor__enh_1387","train","Pituitary tumor"
"Pituitary tumor__enh_1387","2","False","train","Pituitary tumor__enh_1441","train","Pituitary tumor"
"Pituitary tumor__enh_1449","2","True","test,val","Pituitary tumor__enh_1394","test","Pituitary tumor"
"Pituitary tumor__enh_1449","2","True","test,val","Pituitary tumor__enh_1449","val","Pituitary tumor"
"Pituitary tumor__enh_1395","2","True","test,train","Pituitary tumor__enh_1395","train","Pituitary tumor"
"Pituitary tumor__enh_1395","2","True","test,train","Pituitary tumor__enh_1450","test","Pituitary tumor"
"Pituitary tumor__enh_1411","2","False","train","Pituitary tumor__enh_1411","train","Pituitary tumor"
"Pituitary tumor__enh_1411","2","False","train","Pituitary tumor__enh_1467","train","Pituitary tumor"
