"sample_id","tumor_type","source_dataset","original_split","split","group_id","image_path","mask_path","image_pixel_sha256","mask_pixel_sha256","image_distinct_values","image_min","image_max","image_mean","image_stddev","mask_distinct_values","mask_binary","foreground_pixels","foreground_fraction","mask_min_x","mask_min_y","mask_max_x","mask_max_y","actual_image_sha256","actual_mask_sha256"
"Glioma__enh_696","Glioma","brisc2025","test","train","similarity_695","Glioma/enh_696.png","Glioma/enh_696_mask.png","472de4fc1f4b0e93f76fd5edf4e7f562f900c12d9fec8948e3cd7582f42c3343","d593965dcdaa4cab8542a3411f906027fccdb160ee41e7001db0f44c6aee2a7c","253","0","255","41.565926","45.955771","2","True","3565","0.0135993957519531","175","202","330","274","e83461301653104e130ff98e15f830373d48c06da9b97fc88d803413c68ec5f9","638a8379cae817e5dc9771787dfea2a66285086e49b5bbb5ca5e79ca00567ebd"
"Glioma__enh_697","Glioma","brisc2025","test","train","similarity_696","Glioma/enh_697.png","Glioma/enh_697_mask.png","e414a4f7599297ab0c359a69448fd1930dc6dbbe4b837dfc9d5318de3f8b2d7a","0256ff2237480e5a0c1b5bc54576fff40ee7f5d8366b35d4e4f18e2f4fa2bcf2","252","0","255","38.143112","45.446747","2","True","2804","0.0106964111328125","151","174","216","235","1e18addf39e80ecee713cd6122edc46e0a2836d6823d668209196426c856ed3e","e6d35a503ee8e9ac7c11e76f22bfdb5a8a7e60d3babe362e78f7981cd0981d8b"
"Glioma__enh_700","Glioma","brisc2025","test","train","similarity_699","Glioma/enh_700.png","Glioma/enh_700_mask.png","b443f56fe4feb331df55acc7d1ccf3e473b960b7ddc4b7246205c91ebb2ac0a0","e77e7f0cfd9589b0188fa2b51cc5faad692b5f53f2adc8d0c7762d964e80aa32","256","0","255","34.609276","40.023531","2","True","4408","0.016815185546875","288","112","359","206","663c0009478a1cee5663fe3c318f2e4f76ceea485b67e5b0684524cc6774ae0c","b9405fc2c1fd4f6b3ae1108e5c790a1375149a41b3d7f7dffd57f1f2bd7142ae"
"Glioma__enh_701","Glioma","brisc2025","test","train","similarity_700","Glioma/enh_701.png","Glioma/enh_701_mask.png","3107288f0697111c2f20a3fd54c5ae1fe5a5550460e5d987f9de3b185d714ab7","9512d29cddf79dfb04af19b665f9a49b51439ebba45036cb99346362790252d9","241","0","255","43.768665","43.079745","2","True","3287","0.0125389099121094","207","140","280","209","2602f4df12705ca0e9ea676843ed577a0d3779f553557afffbf1cf41c8e8219e","44b6e6c9a9f4f045bfa10eab5c0021e7199804b7647a893ec7644cc819d29e39"
"Glioma__enh_702","Glioma","brisc2025","test","train","similarity_701","Glioma/enh_702.png","Glioma/enh_702_mask.png","11a9d38e07ffe894bb8777f070c03233f2cb444b6b2193805d44ce2f5ef1b461","595d3c20b41c78911dff2aa9bb3969052d7fd2ef09e94b1d4aababcb01541105","212","0","254","37.234432","38.370452","2","True","12704","0.0484619140625","126","208","319","331","af023087e2d425529f427f587117f39ec2faf352953313f1463219aa1c79475d","409ce000a137cf800225cba3aaceb01726af16c12a5e2ac059195d7d457cd4e0"
"Glioma__enh_703","Glioma","brisc2025","test","train","similarity_702","Glioma/enh_703.png","Glioma/enh_703_mask.png","dd3162a8f175c5cf8f538b0b603b343d4e091bb61dbc287b90a9e0401e82ff5d","c85431cecd8bc9c384bc7597cadc590ff8689e40bae1e059f16f1988fbb3f21b","245","0","255","35.692387","47.026366","2","True","12116","0.0462188720703125","145","209","314","318","f98a3ab001161248705d5b2e7ff907d4c7db82c0660a6159ef647d135e824507","2b13eda6e8ebec749374f6b6c2b93cc079adbfadb9ab2cf5b0021a478ffdd250"
"Glioma__enh_704","Glioma","brisc2025","test","train","similarity_703","Glioma/enh_704.png","Glioma/enh_704_mask.png","d3ceb17a39146f239120210baf699c655792a6c243b06872bfd492ecb75cf1e2","db8a69ccf4a05365712ab9209fc2c87a115302bf7584731c385050184d2784dd","208","0","252","26.3578","39.497556","2","True","7906","0.0301589965820313","171","212","293","304","a383073b4b8cc189b24b78ce1a03e50bdf174df1142dbd4e4e44d6dc4aa78e6b","5bbb5d9bf066f3b8ca4fe84dfeb6d05b9a7a46842862ba09d75e3b7fe8204f56"
"Glioma__enh_705","Glioma","brisc2025","test","train","similarity_704","Glioma/enh_705.png","Glioma/enh_705_mask.png","00b5a00c2f0f1edb2f5a878d0a84bab3650a1762565783bcafb190b4b0de6f54","57a6616132a2113fcacebda2e85a0ba3b9a4ecce509ac305c60bdd7e4df69163","249","0","254","43.685337","39.600385","2","True","7273","0.0277442932128906","258","48","369","182","87a21bc7508883dc8f4717f57bf72e18a3876c16264c3ea188bade8ee4a13cf9","10bc49889d6c5e723e671e025fdc27f8a121007e9722a1d0a99d51a46730e804"
"Glioma__enh_706","Glioma","brisc2025","test","train","similarity_705","Glioma/enh_706.png","Glioma/enh_706_mask.png","75068a932e258a712b5e7f9eec4a440d588f7c9417c6a2d1d0d23360a436cd78","9f2bb07cc4d99d16f8a8b6411c5bcb1cc4310a3263db410575fdf6293327cb41","237","0","255","40.201328","36.158986","2","True","6865","0.0261878967285156","258","64","371","186","d3e5a36ba8cadb2a3e78dbde47c0edf6f538fdfbbfaae198a4431909672fc7d4","1bc37aedaedd70e8eaa6f8938cfd1df273ab275adcfb7c74cae7befb1793bf76"
"Glioma__enh_707","Glioma","brisc2025","test","train","similarity_706","Glioma/enh_707.png","Glioma/enh_707_mask.png","e2af6932325991c2ac9caa2a2ec00f9ba0d9ba4780044f9028b0ac156fa5559e","5becc14990dd2fc72d1aac1a24a5e644367b539e66f867cd612a7ee8f528f0f5","248","0","255","40.707012","41.959874","2","True","752","0.00286865234375","140","167","173","203","f15b0d8cdbb303ed949ecaedd4724b4752c7a14897f9ff0a3dc9b991dc551725","e9771e4346dc6d1945276c6a2dac3e5553da8894a32bacf2a69a94af853b92a2"
"Glioma__enh_709","Glioma","brisc2025","test","train","similarity_708","Glioma/enh_709.png","Glioma/enh_709_mask.png","18cc21cce80c252486d60ef5863eaba948562bcd61e3265545e1d662155a01dd","b5b25604ed8410e5769e530827b59077fbd48520e8bd9af4ab74d976cf83e0e5","255","0","254","43.437508","51.084306","2","True","2707","0.0103263854980469","143","201","214","260","0d7db1380633988a31880e2bc98acd6e841ea5e8c9c4ed76ad79c8e65872da19","4040a9b7531424ba53977daeb4fb9c77292409bdbdbcc5cf23932ebfe772be4a"
"Glioma__enh_710","Glioma","brisc2025","test","train","similarity_709","Glioma/enh_710.png","Glioma/enh_710_mask.png","0c84ffe891917fd68af1171fcc24b4e13091b5005c7e9444cf97e3f908a4ab4a","47a853cf43ae5ca0204b9aef84db6350ee53a4b3fd9ccde7d9c9221b70bea4e2","249","0","252","53.99324","48.257599","2","True","1424","0.00543212890625","121","241","183","273","c9bd505d949a254d6bc552d47704d6e58ba74623333d1f890a9c0b5ccc9e51ac","1898d5e4716a83ca48c984d5d12de62bc897845675040d6d3002eae7bb18b4da"
"Glioma__enh_711","Glioma","brisc2025","test","train","similarity_710","Glioma/enh_711.png","Glioma/enh_711_mask.png","873933c3a7c14c782dda075b43500215d63098bdcd29aa0468b630177129587e","5b65b0b1e72f2762afd895e15a78b25f17f431901772a6bad0f2310f798b0cda","207","0","248","37.283264","32.389132","2","True","7038","0.0268478393554688","114","200","201","299","abe9e6128f9358133edc45bccdaf8597ef8400d9a8defe9c86359a70d47c4382","25739b00e2cbece6176bfeea7fcf915c58a77bb5b778905d7b28e9daf7168430"
"Glioma__enh_713","Glioma","brisc2025","test","train","similarity_712","Glioma/enh_713.png","Glioma/enh_713_mask.png","4f65f418c33d31901dac14962ef9289fbdb22e8f68671a342cba62c24d6bd12b","49bdd288ce9df6831bc1967b4a216062b084723f7ce7df479968ca4b3f935a46","238","0","255","28.435215","37.146413","2","True","1298","0.00495147705078125","126","175","172","211","aff6510e6408c6ba51b2ea76845534dd4bfc5ad6ef88e19ecf93d1b953069947","f7bf9e2c02bdb2b7a95df229013a12ecdc0ea9791c7b917c54b0fb31be6d69bf"
"Glioma__enh_715","Glioma","brisc2025","test","train","similarity_714","Glioma/enh_715.png","Glioma/enh_715_mask.png","fbc683f5e9fba74b4e87a53f46f30c89c1c100c98e1d025c226e3174cc9382a4","edd3ffd8e1b87960ebb60dcaf3b867adf26ba7f3ed0c6a4568966ce73caffb73","241","0","255","42.767864","47.06959","2","True","1359","0.00518417358398438","137","173","177","216","71a25595ae5067b29584689bf515be489d2d57cd73296ddfe291da250b85618d","b8a3c693f74df2c872889e91c913805c8515518d3f5f8f65022e79eaa9ad1195"
"Glioma__enh_716","Glioma","brisc2025","test","train","similarity_715","Glioma/enh_716.png","Glioma/enh_716_mask.png","866c7baf95b242f7f988bce5b2a5155f009173431b2348671dbd0716996a6b8f","ae7e6c43eb79e9700b33a9975b979f16507e49faa00069d9c236920d5c359c10","250","0","254","44.518147","49.424562","2","True","2272","0.0086669921875","86","197","287","334","9a5822a2a782fc63105cdfd642a06aee4c0e62f10e9f6a2e12708192b3c194c9","2ec5b66af1c1963f2b74f8a4fbe4040479638739350fd7cff1012fb3d7615f9e"
"Glioma__enh_717","Glioma","brisc2025","test","train","similarity_716","Glioma/enh_717.png","Glioma/enh_717_mask.png","6b9019f06a3cd659ba2abb0b807126e0a6be597352b23219a4bd8e8e18654ad3","aa912426517a2480eb6d5ca8c7453e0e7fa9a1b4f5a54ab54693077a3abe9927","256","0","255","39.381237","40.830703","2","True","5672","0.021636962890625","53","149","279","375","1e6caa85bfad928ab4f55cb3aa050df7836a883632425f060ee2e55c1c9f2c68","18726f0f065c6d9f436857bd31f4fec71af42665d60732f8d2cdd39f37f5d712"
"Glioma__enh_719","Glioma","brisc2025","test","train","similarity_718","Glioma/enh_719.png","Glioma/enh_719_mask.png","a6b33252479094acc46f478abf7a4b79744443f6b40f5e38b74d6c2bc4ae58db","ea510667dae862f5974f59547d2fe4a89d59ddc573990052754cb983c510bd8a","256","0","255","46.134315","51.285056","2","True","7069","0.0269660949707031","239","104","337","196","e46fe07de6ec6109c589478994dff8256a1eaac136babbcaf928004d7243f93d","942a5443e0acacb03bf5af9139afa16cc4ae429dfd7d1c5a2e618d6714530b36"
"Glioma__enh_720","Glioma","brisc2025","test","train","similarity_719","Glioma/enh_720.png","Glioma/enh_720_mask.png","224d81827bfb8540543b3639ceb0902252e6b9143ab164edc2cc1c2bf03572b6","44f0526162f991729d57b3da88af4196027a10841267d61cbb51d179924b58f9","207","0","255","33.22002","33.754144","2","True","5461","0.0208320617675781","210","114","335","242","53ed9e3b47c20257bec71e9c56d4724e74f15cb456d9475c3180e675adf552ae","bc09841d360c442645f0655fe415f37f114a1333402e9015c72dfbc43d0ecec1"
"Glioma__enh_724","Glioma","brisc2025","test","train","similarity_723","Glioma/enh_724.png","Glioma/enh_724_mask.png","238249336d8b42d7d73ab6252a5f8fdbe4cf2b488e363f278acceb434e5ac0a7","9e64c854751d72bab3d38dcba9410569ca679ae1c94ca0fabe49b6bc9c5f3416","243","0","254","56.113922","44.49068","2","True","13420","0.0511932373046875","195","162","357","295","2ccce6e62a07c7c5a6212480c458a3032f3d3d94553c12ecee3a385367478899","38c20003fe1afdcc44eac12913bb5c2c7794f45a58d557c6686e85a135689fbd"
"Glioma__enh_725","Glioma","brisc2025","test","train","similarity_724","Glioma/enh_725.png","Glioma/enh_725_mask.png","b792febd0d036e387622d47114069e4b01bbd0982dd263b32c46d9cfe14c9c0b","6d19ee47847463995415c29a264faed450fff5d6cf31dc06f05b7a3de255bcf2","230","0","252","41.224171","36.240944","2","True","324","0.0012359619140625","211","251","231","272","5b94bf1b67374872dd81c33d7405d292eccc5da98630b767c67efa713b246c9a","40dd6c5a509c3e84fd4fd0371a0bab9ae5b51a1735b89841077adacbaf497645"
"Glioma__enh_726","Glioma","brisc2025","test","train","similarity_725","Glioma/enh_726.png","Glioma/enh_726_mask.png","b32fcb313097a5ca48ac8931dc57f8baa56c1d9f9dff7895ca3af24e85e39ad4","9914379378b59a6e812955f3616691bc52182df8eb309efd9d60e4b2fa450046","242","0","255","50.837326","40.92578","2","True","7081","0.0270118713378906","223","128","354","216","5ba35650a9a0eca5c5f0c87077dae0d2138df8c3feb2612054b5ed098ac16ad7","2e42684f4b253b2173cc0534e608df4070ce7eb287b4d0773ee36392861229b2"
"Glioma__enh_729","Glioma","brisc2025","test","train","similarity_728","Glioma/enh_729.png","Glioma/enh_729_mask.png","78cd29b0640c57ab94ecadefa69fe835e9d1d8425a27bf20479e832951c35a2a","bbd581ba5044af0a0bb3ab67d25964fa73753f342b1a7a9cca0104ba392fdbf6","233","0","255","41.459961","37.18476","2","True","1487","0.00567245483398438","201","241","256","279","b3238e32b7cacf5731d1948539824e5108537a56adb56c4a25e9dd4fb2fc359a","6f31ed743aa78a674787472480b6fb54f1f517faadb6279df16fcdd28ee39319"
"Glioma__enh_730","Glioma","brisc2025","test","train","similarity_729","Glioma/enh_730.png","Glioma/enh_730_mask.png","da8c75b0b651f00858e0cb11cdbc1030060e643b32f282133f5d4fb33ce99d9f","6ee4b54eeb345f1c5d6820281160157e88d7c623cbae51409685bff81274fa3d","251","0","255","35.479492","43.673786","2","True","5077","0.0193672180175781","217","246","296","332","5a5e94cf1ffd2480bf20132e3d85acdade33f2cd8f031f4de703d6c05153e5b0","dc6e8fdcb060e9d55ed590a1dcb708681ae4438b91e2d1a604de414f01e2f247"
"Glioma__enh_731","Glioma","brisc2025","test","train","similarity_730","Glioma/enh_731.png","Glioma/enh_731_mask.png","a57748a81d10d7971b49eb8b3c4de194bffa4bd377f5ef0ba596e5fbf17abe60","a72a69bd3abe68749ddcfb76b4f325da983b9007d653bd742e87fb5a38f515bd","244","0","255","42.029289","38.423713","2","True","2230","0.00850677490234375","251","83","316","136","814b263a4758db0e9a92ef12a807e8307f014d534769183df812ba235ebc02a3","d4c53b103b769d6c8188f4a10dbfed68a1c9b2eed650733cab7fe69383230b10"
"Glioma__enh_732","Glioma","brisc2025","test","train","similarity_731","Glioma/enh_732.png","Glioma/enh_732_mask.png","b851532dd4ea8af89d2d3a44df0aa11cf9e5dc6c9edfabb9f3b3ba4d5e8a3909","8dc4b505e6c1cdf6006d414fbb1f4483bbfe52f22a004d0dbd0ea28720db3cfc","255","0","255","34.383972","37.684096","2","True","10168","0.038787841796875","170","110","357","248","f237513fbe029d83adb9565afe27c3d13193faa06cfee2fd3c3ec3bf0a6a1107","a7c1ffeaca6641702c3a24fe4f9bdb80e993eb297e6fc2c83719906ad000ed15"
"Glioma__enh_733","Glioma","brisc2025","test","train","similarity_732","Glioma/enh_733.png","Glioma/enh_733_mask.png","ca59ee79f9e90beb8d649532851394941f5a842d0bdcb9f34aeb3cd39304ecf9","ae065585b7ab392c0b3ad12a584c0336f9d0df06fe7b614caf5044977a21c6f3","255","0","254","34.939205","39.042759","2","True","10279","0.0392112731933594","239","115","369","221","acc42c29e401a54cd9fc646f09d1cc5460295aefe9d017685bf44c6adf2e7494","f1995faa2a228f18e2939d12c5ce3251d512b3624dd303063a2852bbebd01673"
"Glioma__enh_734","Glioma","brisc2025","test","train","similarity_733","Glioma/enh_734.png","Glioma/enh_734_mask.png","6463c488658aff38ec706f6b956d069fcabeae4e0e4553192f456fb529b7b6ae","b6abfb7a401829ce2b0013a98293ddf30b3122ce649f7b81113c4fd28e25539a","252","0","255","31.927063","40.922363","2","True","4018","0.0153274536132813","252","138","338","210","932d0c873d1fb0f642b47176389fdf90d2cfeea60f666bdb63082812122492bb","11ef1bff9e246fd200605689969e146f4faa4e2add557e6515b6e8b6de05bd8d"
"Glioma__enh_735","Glioma","brisc2025","test","train","similarity_734","Glioma/enh_735.png","Glioma/enh_735_mask.png","db49ffb69913a3c09df32de53b0b40bce2ded0b43ade3a5f2c457ec731057949","7b3a9245be28dd27be36d82eef3a3f9a50a451e744bef4fcd52c54d21d069e92","251","0","255","46.144016","44.7827","2","True","3650","0.0139236450195313","317","158","392","235","8315a7a03bc2b9aa76cf502f853cbee105fc788a204f214c930946be4e3d6e5f","1747f97859e7a879e40084e3375af066b2a0e2e6effe586620125ec09bf845b4"
"Glioma__enh_736","Glioma","brisc2025","test","train","similarity_735","Glioma/enh_736.png","Glioma/enh_736_mask.png","5ef9834a990dd29191c6ca2337d70a934589f974e8f2467e6673b5a6e2812509","274e77961f0c1cf24c245920050840f9106046d10d1d7f6f51f632058e7da6b6","253","0","254","47.735561","42.619159","2","True","2150","0.00820159912109375","334","176","399","229","614555ee1306220d1c34cd2102355f18a8f95784821b73879b6f0f696ba122cf","83c0ef6d4fb54ae26ac91568ada71f656087ee4d891d6f695788424e0f44096c"
"Glioma__enh_737","Glioma","brisc2025","test","train","similarity_736","Glioma/enh_737.png","Glioma/enh_737_mask.png","d7cc277ef4d825f51c0a808977a18abc85828406b454e00ffd6ff994d2d92f04","62c326177a971247dfd7217d4da3bb6928c9a8fe47a75142423907c675399b49","241","0","255","37.977051","37.258369","2","True","6605","0.0251960754394531","241","188","341","286","0dba07a487debd61253e49bff4c3b5849ffa3bc87d9bb5029c6a4202263d278a","1926f05078dcbec188cc50006a3c33201796dbcfc089d8c0db28bce383a520b5"
"Glioma__enh_743","Glioma","brisc2025","test","train","similarity_742","Glioma/enh_743.png","Glioma/enh_743_mask.png","6f429bdd3f475588d611c71ae9b09216a3de6acf7530b24e64620293287934d5","98239333bda174c378255fe45d1c45c67d4f0d332a304c1940da615b1468f213","249","0","250","35.519154","38.612774","2","True","8434","0.0321731567382813","251","163","386","268","c9ae5f2e46609733ae1035f011c354369acc711a19657ef4ab0991f6c1093dc8","5cc33cd0907799119e21a115748065834fea73cd0ce79b6b1f7f51b4ad710026"
"Glioma__enh_744","Glioma","brisc2025","test","train","similarity_743","Glioma/enh_744.png","Glioma/enh_744_mask.png","9a6b77cf6fed567c910811293d188e156e293855caf36f21f4e5d0fa1852711a","96bf2e300e6978ee6074f4af9d6b60ba83ff1853e3eb29fef71478d08eaa4b2f","243","0","254","47.599174","37.973387","2","True","11590","0.0442123413085938","206","62","365","256","e85ce1b5d27eaa99a574bcd554f73591ca11066c7e04f37bf974d03b9aa13590","740c1c814587caeb949f9b31f8477b501a2fd5bb13168fb2067db2bef5d7c007"
"Glioma__enh_745","Glioma","brisc2025","test","train","similarity_744","Glioma/enh_745.png","Glioma/enh_745_mask.png","51ab1a8248b3fe34d87daa9ccbf584f1ed2f71b9d6d84287c3bbac90f2c6c94d","17e6b3ee58e9452466672dfea635a5c40d812469b8728401b3faef32d33682ee","246","0","253","44.294895","38.121469","2","True","9101","0.0347175598144531","119","73","436","278","d19d93711850a33330081d60e96b9e7453d7211397f3fbf3bf1ff8bcfee0621e","f043d7d4701c10051daff8a2b384149fbeab42ec83e372b8804d364ab59151d2"
"Glioma__enh_746","Glioma","brisc2025","test","train","similarity_745","Glioma/enh_746.png","Glioma/enh_746_mask.png","af02f8529ce15f64400a5d198d300c50837c035743318343cbee62fb7c37f141","a929c54dd9feee705ad5c8a629f2f9e0a9aaa5bd863837401bc7e4cde24c6592","239","0","251","35.508411","36.039447","2","True","828","0.0031585693359375","178","272","215","299","c9eb597f59a2a792347466b9db5633e95ada341fe8500adbe4749e2fbf205ad1","07dce4d0f1a9eec46ccdd06bb32222c1f301505cb6189c641b69d516cc329cb6"
"Glioma__enh_747","Glioma","brisc2025","test","train","similarity_746","Glioma/enh_747.png","Glioma/enh_747_mask.png","9d81f1d4ac140974d9db00656507102eb77d4b2f5f92eaec64f9d3eb93ec567a","208e0cefd2aa57232c3be388c67d8a1aea5ccac5410782e611183d76bc87c57f","253","0","255","40.002674","38.707406","2","True","1054","0.00402069091796875","176","267","225","297","1a394d3ece6eb16e7d13752fe78c6704dc46fe5538ef0ab9c3f1b9c8ae8a0ab9","65d4a0301624155fcc74231fb88569d9182e5fa8d481ebef8f405a757597ebdb"
"Glioma__enh_748","Glioma","brisc2025","test","train","similarity_747","Glioma/enh_748.png","Glioma/enh_748_mask.png","bf075264df5debf57b003784bc55de0af1da205060436f45403b8776556dc931","07c45f1457d39d43c337a2d8c3ac948bf77e88edf5741aa51dccfd703adfedb4","189","0","253","27.300262","26.482344","2","True","3436","0.0131072998046875","174","255","239","322","fd7e3d28abc09f41aabc9fda036ea8c5cd963da3555aee1d6e55c77666177b26","40ca0f7b2fbed4b2fa97ba26bab63f150b1ca0d22dbe4f7dd8a8720f4bc58ffb"
"Glioma__enh_751","Glioma","brisc2025","test","train","similarity_750","Glioma/enh_751.png","Glioma/enh_751_mask.png","8abf8dfdb3a7f0f983fd995aa2b16ba576b65a0d33494893aae3ce57b317c2d8","d4b7ef728fe668e2adf65f2844edb5a19d53f38da20fb727c5a7022ddcb89dfe","227","0","254","37.793343","34.923485","2","True","4292","0.0163726806640625","203","84","352","320","7274a49fb521eaff339c6a450fa5c09bc949743fba57214df68963d7d0d8be70","3281caab262d62629b8c8a29e93f84649950e8f1e1e92824fdd7df470dbb0464"
"Glioma__enh_752","Glioma","brisc2025","test","train","similarity_751","Glioma/enh_752.png","Glioma/enh_752_mask.png","5c4be377d3be207b9959aa7bc88c7bac6b0019849c02ff79af5233fc609976f8","4dc2519022993ce6dc45f4aeedfa41391efc513ab385c0575189242138539659","255","0","255","45.382107","35.679082","2","True","6240","0.0238037109375","147","255","250","347","ab535a48d579726260fa5bbe4dc629e41fea56c4b12530fc24be2eac1c5fcffb","6568a262f83546132e4c083f61f1d8d8a2df27422f24962d96c53bbc4a1efea0"
"Glioma__enh_753","Glioma","brisc2025","test","train","similarity_752","Glioma/enh_753.png","Glioma/enh_753_mask.png","5889d9a407d881f66c63784ba033605454bc1a9eebb4693c6ecf70af6b51e797","5f061d8d5f32fd531a461650e13c04754ec518e76e599c6f7f07a9973e5ccb77","243","0","255","52.324821","37.266183","2","True","2722","0.0103836059570313","136","177","212","235","d72685cc1c3b24f3d8a0808e81f1fdff6bb63dd57389bff5cb0c4765415fc738","ae970417e3162882c54fe51b478dffdad09b23facef6a5e76c95f5a190fb978e"
"Glioma__enh_754","Glioma","brisc2025","test","train","similarity_753","Glioma/enh_754.png","Glioma/enh_754_mask.png","cccc01d4d09f1b333c2380f9d724b4aef3a1221497804c76b13a652c01af43a5","acaf6d7b754f98c45c54edd31462aa8db15f2d585695bd8331b579d43962628a","202","0","255","32.534138","37.661065","2","True","7954","0.0303421020507813","200","211","396","323","8c4a3e7680438bd3815a65b238bcf2bbad5f619835b0364b0a39e62198a9a458","46ccfb0edbe372262fb5094cacdfe7c95fd9b7f4d6333f48c1d192f1c4b3e762"
"Glioma__enh_757","Glioma","brisc2025","test","train","similarity_756","Glioma/enh_757.png","Glioma/enh_757_mask.png","aea7f5c9014e2e41d9a6a702ddc7ddc3180997056737acfc37a806cd7a674c7a","3aea337ad6362f2913fdb6a5d9174b798a61769a1a4d579e3c8211c7492734ec","249","0","255","59.316288","36.769675","2","True","2125","0.00810623168945313","110","143","158","199","eb35a65df7dc7a7dcfd4d7e94290b5bd94e39d5956416fa95b45124e6847ef7b","0ad80d725be8c8d9c7bd9c03c7f96fb0353c7493dacfcdc41d7e4ed1d5d54e3b"
"Glioma__enh_760","Glioma","brisc2025","test","train","similarity_759","Glioma/enh_760.png","Glioma/enh_760_mask.png","0693e2a0c0eca40515d14bb0e64d85224252c8603930c6e2a599283e2ff3ce8e","5c7cf891c65a5e2f610b286a5800d25e6c3f29c8fa733315dcbd15e7f9153f03","250","0","255","49.48238","53.361663","2","True","3002","0.0114517211914063","217","195","285","251","2914a905fcea500f1e9de25ad30fa02fcb96f0fd5439de7d039fd6bfc915926d","f9d22118853f21d9259eef036d9a2923e75d3283282fdcd60cb67e3fd7a34757"
"Glioma__enh_761","Glioma","brisc2025","test","train","similarity_760","Glioma/enh_761.png","Glioma/enh_761_mask.png","3a959ebeff2e4a095c2f8f277e07e04b102b811545fdfb3d995df57f7734deb3","b5a8414d353bbd963afdf11229c2711895a8b64c1c9d01f187d781b5fec5f19b","187","0","253","32.429459","32.290504","2","True","1196","0.0045623779296875","215","198","257","236","698717fee50ec1ce2a418936504379edb448d5468e392e0b11863c60ab59cf95","4d74745463ca9a21486a172e815f1acda81e35d768e11a54dcb13893748bc253"
"Glioma__enh_762","Glioma","brisc2025","test","train","similarity_761","Glioma/enh_762.png","Glioma/enh_762_mask.png","0d031ce39cd7b172a1abe91bc9eb63dc74fc8d45dc73761a3f101fbddd9d5ac6","8ab4265f2a0bb3b50422b6903e50844a0043ea33d2fdb9700f4737a72a0e0b69","247","0","255","45.152096","48.410816","2","True","1375","0.00524520874023438","312","218","372","266","f381ed2e9772211561abf72a03eeea12f43f1f3f85e56fd8482fed4a1262963b","68e368fc87d8866a6d6db330311c965838590186bb8c9ffb45d37ddd5bcfca1f"
"Glioma__enh_763","Glioma","brisc2025","test","train","similarity_762","Glioma/enh_763.png","Glioma/enh_763_mask.png","d4eb84f149447dbb8ec0c13c0011e4398fb5e6d0d6df924675a6c8e07e41b41d","6b8e1711f2a1d5d2555571efaffe5063500641aac775e6ae50515f61f3d9658b","248","0","254","37.270512","36.460035","2","True","1632","0.0062255859375","290","232","346","277","f1d9bf0a81397ac07ccf03e228ccfb72c5dbb16cacaabcda92463b8cec0d9011","87b023ea4b6aa95c0c3900604f70ff27dd1a8e506cb75fb8da99285bcbd5016b"
"Glioma__enh_765","Glioma","brisc2025","test","train","similarity_764","Glioma/enh_765.png","Glioma/enh_765_mask.png","2d9bb8e3a3163b391e260adb058041d293f8f44a91d992f7a6371dae77a3584a","1c8fe3613ebd7a07868357b2b782f095ee041ae0ad244e1cfd5406bc4637351b","256","0","255","45.623821","49.112841","2","True","4962","0.0189285278320313","139","202","249","266","1a268e78d86136d02ddb693da4d84994db48093e216b37eb87f1a441b0aeb7b2","d39253af465da173c4e41e36c444473aa033126ed08ebba97409d629da346f8c"
"Glioma__enh_766","Glioma","brisc2025","test","train","similarity_765","Glioma/enh_766.png","Glioma/enh_766_mask.png","8de96cc64e32e3b062015cfe5a9ef2a990c04060728bee91d37ce6783a60df1e","f4a19fdfec24cf5c203778c6d29d4f0977a93e0acfb5b827c28ed1c13992668f","256","0","255","35.630005","45.054297","2","True","1936","0.00738525390625","168","211","243","259","82f8b1e6e95d14e515c97df37f1bd05ab24a85e0ed48754a582f508877a58422","ece24476b508748cc0d954e4506e6b2183a4a0b3b4892cfed9fb5877bfd0a590"
"Glioma__enh_767","Glioma","brisc2025","test","train","similarity_766","Glioma/enh_767.png","Glioma/enh_767_mask.png","43f4a5ecf582470ec718da96a94d0a06da242cb69b66a28411a7f67b9c6121ab","f9ed9ab5014e3d661cfd03e4b4db43da58164e488db07a020a8d4194471b352a","249","0","255","43.879135","46.489894","2","True","3060","0.0116729736328125","233","231","302","293","9857b41be5d86b876e2de0b15b51f60bc8fa91976e9f37b4084cce7a7cab2ef4","fcd8f208d5320ead273da52675a73e1105ad4a9dc0a00aa0b1c69d0f371c60aa"
"Glioma__enh_768","Glioma","brisc2025","test","train","similarity_767","Glioma/enh_768.png","Glioma/enh_768_mask.png","f85c381bd477fc9e2418d63942fa39d0752da9c462843c9ef6e53ad9ea8e48be","6b96130c062dccd5372d41be745cad74edc3fd84d2ae72be3476ec332de61ac3","251","0","255","43.393425","45.290828","2","True","2748","0.0104827880859375","241","231","302","293","6b90475fb1e6b5c709d5eb121a69af395e6d5672bcfb87a308ad1f51e0352fbc","5da4dd562abb228ec6811ddae20aad492a713e5ae799f5803164c393d2608290"
